gnd,year,age,dm1_pop,dm1_dead,irs_posinc_pop,irs_posinc_dead,irs_zeroinc_pop,irs_zeroinc_dead,irs_pop,irs_dead,cdc_dead,cdc_pop
"M",2008,52,2585291,13241,1949395,8180,374460,4709,2346058,12970,13410,2084700
"M",2009,52,2640121,13664,2012397,8614,363304,4761,2399806,13476,13919,2166314
"M",2010,52,2621668,12994,1977983,7944,379931,4777,2385256,12816,13516,2207246
"M",2011,52,2655838,13168,1984709,7791,404548,5134,2418058,13027,13678,2196781
"M",2012,52,2689902,13267,2007908,7937,414548,5071,2446926,13099,13670,2267371
"M",2013,52,2671825,12910,1990870,7652,422854,5043,2437114,12781,13472,2229385
"M",2014,52,2672885,12583,1906349,7034,511693,5367,2430488,12447,13248,2198124
"M",2001,53,2172093,11792,1632987,7861,299914,3186,1946759,11120,12073,1775276
"M",2002,53,2188279,12270,1649847,8177,296018,3407,1960719,11671,12493,1782978
"M",2003,53,2212899,12464,1656819,8119,305722,3716,1979190,11908,12578,1851585
"M",2004,53,2274155,13117,1720780,8400,310561,4145,2050671,12645,13101,1845760
"M",2005,53,2358426,13566,1772857,8545,334357,4444,2127877,13101,13598,1891790
"M",2006,53,2385193,13595,1796273,8402,339289,4679,2155938,13194,13901,1949539
"M",2007,53,2474198,13751,1860626,8351,356933,4949,2238469,13394,14169,2014300
"M",2008,53,2509435,13971,1881161,8531,366018,5075,2269317,13702,14275,2113819
"M",2009,53,2572050,14180,1952907,8970,356341,4859,2333088,13939,14524,2092799
"M",2010,53,2626457,14145,1977697,8697,380730,5173,2386330,13982,14468,2141354
"M",2011,53,2608674,13965,1944308,8350,399226,5367,2372440,13834,14602,2183182
"M",2012,53,2642670,14187,1971540,8556,408479,5349,2405031,14010,14419,2184843
"M",2013,53,2676635,14221,1978388,8449,431157,5506,2433827,14047,14622,2253981
"M",2014,53,2658915,14001,1900430,7541,511097,6231,2424333,13835,14762,2219617
"M",2001,54,2234189,12945,1694192,8631,300819,3562,2010110,12269,13292,1862076
"M",2002,54,2160301,12830,1626670,8618,293837,3509,1935639,12209,13206,1770221
"M",2003,54,2176009,13120,1632188,8542,300010,3895,1949048,12526,13601,1778213
"M",2004,54,2200435,13135,1636305,8432,311885,4084,1967282,12605,13405,1847897
"M",2005,54,2261038,13804,1700408,8570,317470,4650,2038026,13327,13972,1842482
"M",2006,54,2344860,14298,1758479,8977,335467,4751,2114776,13842,14289,1889337
"M",2007,54,2371598,14457,1780383,8921,341827,5023,2142744,14066,14369,1947797
"M",2008,54,2460447,14833,1844664,9057,358227,5330,2225075,14507,15188,2013539
"M",2009,54,2495464,14942,1884389,9460,347792,5153,2255615,14725,15210,2113789
"M",2010,54,2557870,14810,1917783,9024,373555,5480,2319149,14644,14980,2093554
"M",2011,54,2612312,15280,1943770,9097,399292,5855,2372348,15092,15565,2156249
"M",2012,54,2594709,14919,1929612,8960,403957,5658,2358606,14738,15504,2169774
"M",2013,54,2628483,15153,1941681,8942,425153,5909,2391021,14967,15612,2170669
"M",2014,54,2662414,15054,1884832,8144,521537,6675,2419780,14902,15754,2242828
"M",2001,55,1999284,12568,1502353,8503,277050,3341,1793443,11936,11552,1386854
"M",2002,55,2221244,14258,1687288,9577,294200,3871,1997841,13563,14490,1847760
"M",2003,55,2147471,14004,1608917,9154,297436,4134,1923430,13395,14307,1753341
"M",2004,55,2162889,13871,1611434,9035,305660,4198,1936522,13342,14012,1758586
"M",2005,55,2187300,14376,1616684,9025,318108,4790,1954677,13914,14622,1824610
"M",2006,55,2247234,14655,1684890,9259,319383,4817,2024699,14205,14662,1816409
"M",2007,55,2330562,14914,1742556,9149,337643,5259,2100934,14533,15224,1859281
"M",2008,55,2357141,15631,1764859,9514,342179,5655,2128678,15294,15744,1913592
"M",2009,55,2445614,15684,1848188,9972,338671,5288,2210568,15416,15829,1974783
"M",2010,55,2480522,15651,1849372,9620,364063,5700,2240890,15478,15999,2073473
"M",2011,55,2543060,16148,1884603,9554,390470,6263,2304505,15961,16365,2076344
"M",2012,55,2597032,16284,1927528,9865,404375,6064,2357256,16071,16982,2141280
"M",2013,55,2579790,16115,1899410,9487,420012,6291,2343868,15914,16879,2154967
"M",2014,55,2613330,16469,1848089,9065,514225,7113,2376054,16257,17023,2158258
"M",2001,56,1690079,11721,1237683,7796,249539,3262,1499662,11140,12151,1383009
"M",2002,56,1986716,13660,1495979,9180,270468,3700,1781507,12985,12511,1382872
"M",2003,56,2206986,15425,1667988,10323,297758,4380,1984278,14830,15540,1844529
"M",2004,56,2133467,14483,1587947,9425,302565,4425,1910035,13965,14806,1753133
"M",2005,56,2149018,14895,1590394,9408,312630,4915,1923180,14433,14965,1761297
"M",2006,56,2172924,14796,1601496,9231,319362,4993,1940763,14373,15155,1830564
"M",2007,56,2232579,15522,1668991,9509,321490,5484,2010494,15124,15509,1824531
"M",2008,56,2315648,16077,1726394,9935,338073,5673,2086401,15745,16153,1870156
"M",2009,56,2341510,16351,1767464,10402,322955,5538,2113384,16088,16479,1927719
"M",2010,56,2429930,16497,1812604,10200,354998,5937,2195152,16285,16702,1956141
"M",2011,56,2464871,17036,1815505,10131,380811,6504,2225412,16831,17542,2058561
"M",2012,56,2526912,17443,1867508,10459,395598,6619,2288544,17220,17497,2060591
"M",2013,56,2580748,17587,1896132,10330,420121,6907,2341185,17367,18074,2125826
"M",2014,56,2563675,17438,1804996,9463,509211,7678,2327954,17232,18230,2140722
"M",2001,57,1677470,12584,1230587,8456,247120,3380,1490397,11926,13207,1357485
"M",2002,57,1678358,12536,1231818,8405,243282,3464,1488522,11971,12923,1374045
"M",2003,57,1973056,14501,1478770,9812,272769,4002,1768522,13937,13169,1372827
"M",2004,57,2191561,16098,1646248,10549,302210,4827,1969448,15534,16282,1830349
"M",2005,57,2118984,15675,1567770,9996,308226,5020,1896070,15133,16057,1739222
"M",2006,57,2134123,15743,1575245,9912,313457,5218,1908747,15262,15926,1746603
"M",2007,57,2158128,15962,1585301,9920,321207,5502,1926390,15557,16272,1814344
"M",2008,57,2217057,16471,1652990,10237,321407,5770,1995370,16159,16467,1807079
"M",2009,57,2299571,17051,1729282,10867,318259,5710,2070656,16762,17257,1851260
"M",2010,57,2325159,17207,1731770,10691,338708,6123,2097296,16985,17421,1905355
"M",2011,57,2413433,17829,1780175,10689,369637,6718,2178867,17598,17791,1967413
"M",2012,57,2447835,17890,1798621,10778,384452,6701,2208581,17640,18287,2041891
"M",2013,57,2509469,18477,1835855,10899,410303,7168,2271324,18225,18656,2044395
"M",2014,57,2563161,18829,1801016,10255,508762,8257,2323818,18602,19492,2110149
"M",2001,58,1708864,14235,1266644,9652,246448,3805,1526480,13554,14710,1399744
"M",2002,58,1664886,13621,1224211,9193,240809,3720,1478471,13011,14163,1348687
"M",2003,58,1665822,13401,1215680,8798,245894,3945,1476551,12893,13913,1365498
"M",2004,58,1958555,15346,1457597,10174,277661,4501,1754585,14843,13859,1364399
"M",2005,58,2175463,17094,1623039,11140,308984,5257,1953914,16572,17318,1819296
"M",2006,58,2103309,16739,1550606,10712,310266,5411,1880937,16249,17295,1728992
"M",2007,58,2118380,16690,1558469,10389,315314,5693,1893485,16230,16828,1736443
"M",2008,58,2142166,16919,1568280,10557,321740,5832,1910833,16549,17178,1804202
"M",2009,58,2200586,17305,1655281,11324,301561,5481,1979211,16978,17456,1797118
"M",2010,58,2282520,18137,1692020,11233,334650,6486,2053894,17907,18022,1834808
"M",2011,58,2307952,18177,1698609,10895,352989,6853,2080311,17955,18349,1892452
"M",2012,58,2395604,18978,1760671,11617,375099,6957,2161269,18721,19214,1950176
"M",2013,58,2429945,19286,1766495,11522,399390,7399,2190941,19079,19912,2024760
"M",2014,58,2490992,20018,1739192,10893,499620,8815,2253099,19789,20199,2027959
"M",2001,59,1648389,14912,1210260,9996,243724,4083,1466918,14205,14181,1232487
"M",2002,59,1694629,15272,1259012,10486,239730,4018,1512926,14618,15743,1387713
"M",2003,59,1651265,14567,1206845,9794,243385,4043,1465460,13985,15259,1336406
"M",2004,59,1652421,14005,1196657,9194,249946,4177,1463658,13504,14441,1352760
"M",2005,59,1943209,16509,1436593,10618,283226,5195,1739742,15992,15026,1350936
"M",2006,59,2158369,18259,1603891,11752,311603,5833,1937342,17762,18335,1801227
"M",2007,59,2086570,17319,1532267,10992,312440,5755,1864688,16896,17757,1710700
"M",2008,59,2101690,17949,1541030,11189,315744,6265,1877255,17605,17881,1717301
"M",2009,59,2125247,18047,1571279,11746,300985,5821,1894284,17736,18186,1783506
"M",2010,59,2183281,18503,1617019,11550,319058,6500,1962233,18253,18631,1753871
"M",2011,59,2264383,18964,1658627,11622,348284,6883,2035987,18714,19082,1821281
"M",2012,59,2289775,19668,1679024,12037,358277,7209,2062356,19423,19763,1874471
"M",2013,59,2376626,20319,1727363,12044,389971,7809,2142548,20040,20475,1932434
"M",2014,59,2410659,20731,1670364,11431,487362,8941,2171862,20473,21048,2006900
"M",2001,60,1469569,14403,1066690,9678,226396,3904,1304687,13705,14542,1138884
"M",2002,60,1633477,15990,1203312,11013,235743,4178,1452713,15327,15373,1217335
"M",2003,60,1679357,16413,1239728,11014,242601,4618,1498308,15783,16717,1368194
"M",2004,60,1636698,15186,1186728,9940,247437,4510,1451475,14606,15745,1315754
"M",2005,60,1638416,15185,1177551,9753,255015,4768,1450154,14682,15690,1330174
"M",2006,60,1926700,17252,1418453,11258,285389,5307,1723750,16754,15732,1326336
"M",2007,60,2140110,19084,1584449,12231,313886,6208,1919580,18635,19256,1766043
"M",2008,60,2069251,18730,1514027,11913,313107,6303,1847792,18374,19413,1674280
"M",2009,60,2083741,18788,1542852,12363,295087,5938,1859650,18496,19085,1677738
"M",2010,60,2107200,18959,1532336,11881,318646,6627,1876548,18714,19103,1745507
"M",2011,60,2164778,19964,1584206,12255,331633,7259,1943980,19727,19768,1761228
"M",2012,60,2245419,20482,1637865,12458,353873,7560,2017273,20208,20375,1802492
"M",2013,60,2270107,21082,1645794,12682,372516,7911,2042933,20791,21148,1856051
"M",2014,60,2356307,21601,1630822,11704,477327,9525,2122508,21352,21923,1914009
"M",2001,61,1406691,14849,995022,9871,227166,4170,1233222,14136,14909,1110151
"M",2002,61,1455166,15408,1059672,10481,218812,4133,1290982,14741,15326,1131638
"M",2003,61,1617487,16858,1183821,11485,238006,4602,1437386,16249,16369,1212101
"M",2004,61,1662944,17050,1218197,11435,246346,4900,1482525,16493,17418,1365695
"M",2005,61,1621512,16303,1166762,10555,252382,5068,1436869,15789,16640,1316923
"M",2006,61,1623231,15763,1161499,10157,256798,4983,1435472,15288,16062,1335279
"M",2007,61,1909448,18240,1400691,11754,286885,5884,1706996,17818,16407,1334516
"M",2008,61,2121026,20728,1564716,13255,314317,6859,1900945,20307,20713,1783203
"M",2009,61,2050521,19804,1516306,13122,291290,6168,1829418,19484,20021,1694484
"M",2010,61,2064953,19766,1502684,12425,313251,6863,1841154,19502,19629,1679077
"M",2011,61,2088241,19910,1500378,12351,329948,7062,1857834,19662,20051,1722457
"M",2012,61,2144814,21008,1562445,12966,336914,7562,1924253,20740,20848,1742427
"M",2013,61,2224937,21631,1604778,12966,367321,8198,1997065,21357,21784,1783516
"M",2014,61,2249025,22539,1550692,12540,457462,9577,2022142,22257,22921,1837080
"M",2001,62,1323587,15313,938951,10367,217176,4180,1166271,14661,15801,1056502
"M",2002,62,1391842,15984,988962,10748,218745,4483,1219086,15380,16305,1098596
"M",2003,62,1439758,16672,1042290,11237,220543,4704,1276241,16095,16600,1119523
"M",2004,62,1600629,17657,1163076,11854,241079,5144,1421137,17175,16972,1199144
"M",2005,62,1645894,18302,1197832,12024,250092,5578,1466032,17792,18863,1351274
"M",2006,62,1605209,17271,1150596,11169,253497,5461,1421080,16815,17719,1303566
"M",2007,62,1607468,16542,1146608,10540,257481,5489,1420184,16173,17045,1322109
"M",2008,62,1891208,19601,1383331,12767,286490,6293,1689178,19262,17533,1321417
"M",2009,62,2100298,21501,1567790,14447,290423,6528,1880638,21208,21950,1767422
"M",2010,62,2030717,20746,1476006,13181,309010,7107,1809934,20519,21423,1712692
"M",2011,62,2045187,20861,1470969,12863,323873,7517,1821652,20618,20897,1671482
"M",2012,62,2068331,21449,1479615,13256,334983,7723,1838172,21184,21706,1703249
"M",2013,62,2123806,22389,1530923,13552,348852,8333,1903513,22102,22432,1722456
"M",2014,62,2203306,23279,1510837,12962,450725,9839,1975708,22953,23310,1763504
"M",2001,63,1306141,16573,922661,11110,218556,4878,1150915,16109,16672,1030410
"M",2002,63,1308274,16686,931931,11276,209040,4885,1151610,16324,16861,1045297
"M",2003,63,1375858,17167,969962,11401,221172,5208,1203706,16750,16901,1087611
"M",2004,63,1423086,17284,1020845,11511,224123,5188,1260146,16881,17039,1108921
"M",2005,63,1582972,19184,1139702,12625,247165,6000,1403962,18827,18144,1188493
"M",2006,63,1627592,19182,1177758,12555,252808,6131,1448240,18876,19467,1340312
"M",2007,63,1587938,18410,1132335,11793,255641,6118,1404265,18094,18821,1294016
"M",2008,63,1590926,17961,1129347,11566,258134,5996,1404011,17729,18325,1313243
"M",2009,63,1871607,21121,1384613,14401,265086,6271,1669916,20889,18726,1313400
"M",2010,63,2078797,23063,1522049,14840,310998,7745,1859430,22852,22714,1672329
"M",2011,63,2009971,22010,1441518,13897,320910,7646,1789415,21805,22472,1657509
"M",2012,63,2024326,22521,1447003,14054,330269,7993,1801034,22276,22438,1650927
"M",2013,63,2046882,23002,1446846,14115,347029,8330,1816988,22687,23058,1681878
"M",2014,63,2101417,24042,1436932,13452,430863,10086,1881411,23676,23948,1701827
"M",2001,64,1236589,17375,,,,,,,17233,966203
"M",2002,64,1289568,17910,911551,12348,213678,5127,1134806,17616,17668,1015731
"M",2003,64,1291588,17477,920655,12134,204155,4892,1135286,17166,17686,1029496
"M",2004,64,1358691,17707,958561,12127,215964,5038,1186956,17350,17458,1070816
"M",2005,64,1405802,18359,1009334,12464,218935,5357,1243265,18021,18104,1090862
"M",2006,64,1563788,19727,1127077,13298,241165,5920,1385135,19439,18634,1168771
"M",2007,64,1608410,20418,1165203,13769,246677,6171,1429364,20150,20499,1317780
"M",2008,64,1569528,19532,1120542,12961,249523,6144,1386171,19303,20143,1270827
"M",2009,64,1572965,19041,1117781,12534,252138,6102,1386282,18839,19153,1288629
"M",2010,64,1850486,21698,1370212,15060,258815,6243,1649027,21529,19651,1267895
"M",2011,64,2055734,24445,1507209,16203,303253,7759,1836578,24244,24324,1729478
"M",2012,64,1987961,23510,1427621,15102,313264,7911,1767610,23299,23841,1635390
"M",2013,64,2001805,24008,1432949,15220,322276,8279,1778758,23754,23907,1630472
"M",2014,64,2023880,24538,1432731,15461,338699,8541,1794301,24251,24104,1661474
"M",2001,65,1188403,18168,,,,,,,18366,943626
"M",2002,65,1219214,18224,,,,,,,18106,952282
"M",2003,65,1271658,18772,899203,13251,208551,5084,1117190,18483,18427,1001903
"M",2004,65,1274111,18111,908521,12686,199263,4989,1118120,17848,18136,1015816
"M",2005,65,1340984,18703,946434,13040,210926,5212,1169606,18414,18307,1057487
"M",2006,65,1387443,18996,996870,13103,213578,5436,1225244,18725,18502,1077812
"M",2007,65,1544061,20729,1113779,14352,235245,5894,1365696,20472,19641,1155119
"M",2008,65,1587992,21797,1151434,15055,240506,6310,1409214,21596,21669,1303557
"M",2009,65,1549996,20362,1107581,13824,243379,6150,1366868,20183,20756,1257340
"M",2010,65,1553924,20024,1105247,13511,246036,6144,1367443,19873,20163,1273310
"M",2011,65,1828788,23052,1355152,16264,252572,6304,1627498,22861,20066,1272356
"M",2012,65,2031289,25545,1491006,17290,295494,7722,1812334,25344,25435,1704827
"M",2013,65,1964451,24774,1412519,16419,305353,7820,1744311,24533,25036,1616005
"M",2014,65,1977797,25073,1417729,16408,313997,8107,1755004,24803,25236,1607688
"M",2001,66,1163882,19238,,,,,,,19340,938399
"M",2002,66,1170235,18993,,,,,,,18993,928349
"M",2003,66,1200990,19036,,,,,,,18805,937277
"M",2004,66,1252886,19243,885952,13812,203467,5010,1098707,18989,18932,986009
"M",2005,66,1256000,19005,895835,13643,194274,4938,1100272,18756,18813,1000448
"M",2006,66,1322281,19104,933394,13617,205714,5065,1151192,18869,18994,1042044
"M",2007,66,1368447,20082,983767,14164,208142,5506,1206519,19872,19431,1061969
"M",2008,66,1523332,22121,1099427,15587,229351,6114,1345224,21932,20637,1138633
"M",2009,66,1566195,22508,1136379,15701,234196,6374,1387618,22338,22547,1285834
"M",2010,66,1529634,21436,1093757,14845,237229,6218,1346685,21280,21498,1248276
"M",2011,66,1533900,20606,1091736,14074,239892,6143,1347570,20432,20755,1251872
"M",2012,66,1805736,24572,1338888,17737,246268,6352,1604637,24380,21560,1252872
"M",2013,66,2005744,27292,1473716,18988,287772,7716,1786990,27045,27466,1683234
"M",2014,66,1939677,26500,1396100,17703,297533,8160,1719778,26202,26739,1589127
"M",2001,67,1121205,20222,,,,,,,19994,857420
"M",2002,67,1144644,20150,,,,,,,20463,922458
"M",2003,67,1151242,19851,,,,,,,20079,913146
"M",2004,67,1181954,19759,,,,,,,19426,922625
"M",2005,67,1233643,20361,872140,14742,198457,5239,1079718,20134,19971,971691
"M",2006,67,1236995,20104,882192,14675,189336,5060,1081516,19909,19825,986584
"M",2007,67,1303177,20292,919777,14564,200649,5330,1132323,20082,19643,1028624
"M",2008,67,1348365,21045,969603,15104,202636,5521,1186647,20849,20474,1048799
"M",2009,67,1501211,22748,1083840,16317,223237,6038,1323292,22593,21251,1125678
"M",2010,67,1543687,23395,1120678,16734,227822,6245,1365280,23247,23112,1248906
"M",2011,67,1508198,22124,1078912,15362,231011,6382,1325405,21978,22425,1218210
"M",2012,67,1513294,21770,1077662,15310,233749,6041,1327138,21593,22227,1231618
"M",2013,67,1781164,26201,1321151,19175,239916,6511,1580257,25988,22837,1231339
"M",2014,67,1978452,29097,1454728,20480,280056,8023,1759945,28865,28743,1653257
"M",2001,68,1057379,20656,,,,,,,21299,851383
"M",2002,68,1100983,21293,,,,,,,20769,840036
"M",2003,68,1124494,21186,,,,,,,21144,904419
"M",2004,68,1131391,20418,,,,,,,20402,895181
"M",2005,68,1162195,20534,,,,,,,20150,904790
"M",2006,68,1213282,20980,857398,15366,193218,5237,1059584,20768,20328,953381
"M",2007,68,1216891,20439,867517,15212,184276,4879,1061607,20258,20371,968187
"M",2008,68,1282885,21364,905213,15622,195319,5351,1112241,21191,20834,1009620
"M",2009,68,1327320,21900,954499,16049,197115,5462,1165798,21757,21279,1029534
"M",2010,68,1478463,23761,1067523,17293,217199,6069,1300699,23626,22423,1087296
"M",2011,68,1520292,24694,1103944,17914,221577,6346,1342033,24553,24757,1246213
"M",2012,68,1486074,23914,1063550,17194,224629,6275,1303427,23737,23802,1196231
"M",2013,68,1491524,23322,1062352,16548,227708,6319,1305545,23146,23613,1208652
"M",2014,68,1754963,27435,1301976,20480,233405,6418,1554269,27222,24301,1211480
"M",2001,69,1079997,22895,,,,,,,23111,836787
"M",2002,69,1036723,21584,,,,,,,22259,831542
"M",2003,69,1079690,22060,,,,,,,21860,820345
"M",2004,69,1103308,21374,,,,,,,21559,883380
"M",2005,69,1110973,21175,,,,,,,21171,874711
"M",2006,69,1141661,21181,,,,,,,21072,884178
"M",2007,69,1192302,21834,842032,16284,187981,5166,1038816,21626,21406,931531
"M",2008,69,1196452,21828,852305,16339,179397,5092,1041349,21647,21789,945830
"M",2009,69,1261521,22125,889591,16541,189968,5193,1091050,21966,21365,986113
"M",2010,69,1305420,23052,938450,16949,191653,5676,1144041,22922,22323,994759
"M",2011,69,1454702,25056,1050230,18620,211130,6020,1277073,24940,23370,1083279
"M",2012,69,1495598,25896,1086030,19074,215231,6318,1317480,25695,25891,1221308
"M",2013,69,1462160,25249,1046356,18534,218354,6302,1279690,25087,25372,1173960
"M",2014,69,1468202,24626,1045804,17889,221389,6226,1282399,24392,24783,1187554
"M",2001,70,1042755,23988,,,,,,,24481,822982
"M",2002,70,1057102,24037,,,,,,,24091,813765
"M",2003,70,1015139,22760,,,,,,,23025,808170
"M",2004,70,1057630,22654,,,,,,,21909,796318
"M",2005,70,1081934,22623,,,,,,,22745,857454
"M",2006,70,1089798,21964,,,,,,,21828,848416
"M",2007,70,1120480,22139,,,,,,,21522,856729
"M",2008,70,1170468,23194,825748,17568,182815,5261,1017190,23009,22443,901774
"M",2009,70,1174624,22213,835966,16977,174305,4899,1019702,22071,22148,914700
"M",2010,70,1239396,23507,873050,17772,184775,5380,1069084,23373,22614,945611
"M",2011,70,1282368,24279,921501,18275,185977,5550,1121119,24147,23568,985133
"M",2012,70,1429646,26426,1031610,19902,205110,6050,1252133,26274,24721,1059582
"M",2013,70,1469702,27604,1066956,20715,208913,6354,1291785,27399,27596,1198287
"M",2014,70,1436911,26433,1027822,19540,212052,6428,1254603,26232,26678,1149247
"M",2001,71,1083448,26291,,,,,,,26412,826369
"M",2002,71,1018767,24955,,,,,,,25839,802655
"M",2003,71,1033065,24405,,,,,,,24264,795334
"M",2004,71,992379,22915,,,,,,,23279,791222
"M",2005,71,1034976,23788,,,,,,,23027,781306
"M",2006,71,1059311,23129,,,,,,,23053,843344
"M",2007,71,1067834,22708,,,,,,,22715,836079
"M",2008,71,1098341,23201,,,,,,,22728,845857
"M",2009,71,1147274,23854,808180,18307,177554,5205,994181,23710,23014,892048
"M",2010,71,1152411,23453,818989,18190,169406,4949,997631,23345,23150,900148
"M",2011,71,1215889,24418,855278,18808,179395,5229,1045711,24282,23663,931609
"M",2012,71,1258089,25463,903226,19417,180427,5604,1096972,25311,24478,961546
"M",2013,71,1403220,28206,1011708,21659,199060,6057,1225859,28062,26559,1036368
"M",2014,71,1442098,29066,1046241,22112,202559,6439,1264386,28898,29102,1169356
"M",2001,72,1019619,26815,,,,,,,27749,774723
"M",2002,72,1057157,27293,,,,,,,27160,800131
"M",2003,72,993812,25497,,,,,,,26525,776914
"M",2004,72,1008660,24658,,,,,,,24605,769205
"M",2005,72,969464,24217,,,,,,,24506,765167
"M",2006,72,1011188,24132,,,,,,,23260,755357
"M",2007,72,1036182,24060,,,,,,,23861,815065
"M",2008,72,1045126,24073,,,,,,,24071,807647
"M",2009,72,1075140,23897,,,,,,,23374,816692
"M",2010,72,1123420,24554,789873,19152,172349,5083,970471,24438,24267,853726
"M",2011,72,1128958,24765,800799,19376,164457,5006,974286,24628,24589,879841
"M",2012,72,1191471,25376,836470,19773,174166,5203,1021429,25245,24875,907557
"M",2013,72,1232626,27016,883809,20893,174823,5627,1071661,26841,25971,937562
"M",2014,72,1375014,29866,990049,23084,193003,6201,1197797,29662,27953,1010896
"M",2001,73,1019757,29065,,,,,,,29964,760633
"M",2002,73,992804,27765,,,,,,,28794,749112
"M",2003,73,1029864,28405,,,,,,,28299,774554
"M",2004,73,968315,25939,,,,,,,26518,752487
"M",2005,73,984002,26090,,,,,,,26520,746001
"M",2006,73,945247,24463,,,,,,,24888,743108
"M",2007,73,987056,25055,,,,,,,24272,734155
"M",2008,73,1012122,25732,,,,,,,25415,792997
"M",2009,73,1021053,24562,,,,,,,24485,786497
"M",2010,73,1051243,25398,,,,,,,24447,787863
"M",2011,73,1098866,26249,770721,20638,167266,5244,946033,26106,25556,837914
"M",2012,73,1104193,26169,781423,20779,159451,5017,949658,26031,25535,855045
"M",2013,73,1166095,26728,816697,21144,168963,5116,996184,26559,26303,882726
"M",2014,73,1205610,28602,862916,22447,169196,5599,1044820,28421,27479,913008
"M",2001,74,998235,30849,,,,,,,30865,728731
"M",2002,74,990692,29901,,,,,,,30547,731547
"M",2003,74,965039,28315,,,,,,,28993,720651
"M",2004,74,1001459,28091,,,,,,,28125,744927
"M",2005,74,942376,27462,,,,,,,27597,724073
"M",2006,74,957912,26675,,,,,,,26415,718165
"M",2007,74,920784,25266,,,,,,,25482,715467
"M",2008,74,962001,26307,,,,,,,25340,706721
"M",2009,74,986390,25987,,,,,,,25575,763506
"M",2010,74,996491,25572,,,,,,,25707,756624
"M",2011,74,1025845,26412,,,,,,,25527,769886
"M",2012,74,1072617,27055,750083,21593,162022,5099,919927,26914,26411,812276
"M",2013,74,1078024,27635,760644,22175,154434,5018,923627,27481,27145,829509
"M",2014,74,1139367,28455,795553,22704,163847,5288,969625,28275,27634,857432
"M",2001,75,960755,31358,,,,,,,32102,685103
"M",2002,75,967386,31535,,,,,,,31852,696076
"M",2003,75,960791,30675,,,,,,,31567,698219
"M",2004,75,936724,29167,,,,,,,29456,686874
"M",2005,75,973368,29392,,,,,,,29290,709619
"M",2006,75,914914,27406,,,,,,,27997,689385
"M",2007,75,931237,27420,,,,,,,27202,683039
"M",2008,75,895518,26417,,,,,,,26863,679687
"M",2009,75,935694,26625,,,,,,,25537,670445
"M",2010,75,960403,27485,,,,,,,26827,721008
"M",2011,75,970919,27078,,,,,,,26695,732882
"M",2012,75,999433,27477,,,,,,,26619,744120
"M",2013,75,1045562,28800,728490,23226,156923,5111,893013,28626,27945,785563
"M",2014,75,1050389,28898,738469,23494,149416,4940,896146,28734,28656,803434
"M",2001,76,935696,32742,,,,,,,33744,663891
"M",2002,76,929397,32384,,,,,,,32924,655316
"M",2003,76,935851,32454,,,,,,,32623,667787
"M",2004,76,930116,30915,,,,,,,31094,671287
"M",2005,76,907557,29689,,,,,,,29912,662437
"M",2006,76,943976,30117,,,,,,,30129,686620
"M",2007,76,887508,28290,,,,,,,28631,668782
"M",2008,76,903817,28543,,,,,,,28136,664284
"M",2009,76,869101,26703,,,,,,,26950,662929
"M",2010,76,909069,27866,,,,,,,26978,647804
"M",2011,76,932918,28250,,,,,,,28124,698292
"M",2012,76,943841,27860,,,,,,,27670,705802
"M",2013,76,971956,28969,,,,,,,28156,717131
"M",2014,76,1016762,29943,705264,24496,151812,5004,864387,29783,29307,758378
