cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
37100,"Bakersfield",661645,6,"California","CA",82.54302,81.46222,82.14706,81.12857,82.28205,81.01121,82.21055,81.17229,82.17265,81.07021,82.16811,80.84882,83.04186,81.87129,82.53779,81.36668,83.78364,82.68368,82.48105,81.45802,84.40646,83.53432,83.11697,82.32639,83.47217,82.73618,85.70076,84.99129,85.05313,84.57922,84.63783,84.31211,86.12429,85.88091,87.61903,87.43873,87.9015,87.68948,86.90867,86.43089,75.8089,74.78464,78.30661,77.25166,78.4454,77.14675,78.44082,77.38371,78.18307,77.04724,79.18645,77.83822,79.89141,78.76402,78.54876,77.56554,79.53079,78.58553,80.48148,79.57374,79.71196,78.98627,81.84765,81.20328,80.78883,80.21755,80.76563,80.2304,83.8429,83.47752,82.77458,82.5476,83.77168,83.56725,84.14804,84.02677,86.38021,86.2845,85.72357,85.47663,.5407268,.5636767,.6232207,.6305863,.7401422,.7483366,.7256908,.7342041,.816179,.8211391,.8408811,.8476017,.8899736,.8965287,.8289068,.8295075,.9092752,.9275734,.9564089,.9506013,.8666463,.8878872,.893519,.8884333,.9380879,.9325036,.8682477,.8928205,.9007293,.901002,.9115257,.8969346,.9683518,.9600507,.9212924,.9156488,.9559886,.960256,1.232024,1.251609,.4383446,.4336922,.500321,.5013332,.536509,.5382452,.5781721,.5752246,.6229048,.6060315,.6514463,.6510972,.7292038,.7203876,.6858323,.6671491,.7498705,.7344678,.7625965,.7603824,.7477129,.7300917,.7743529,.7737963,.7820973,.7675954,.7737635,.7599264,.8107862,.8096544,.8746137,.8588224,.8146319,.8037191,.9532107,.9427268,.8237581,.8115246,1.205291,1.198536,92872,98042,96041,84283,76549,72815,71665,68642,65678,63967,64215,64532,64506,65049,66120,66501,68704,68236,59443,37964,83496,97367,96198,86395,80542,75626,71644,68836,67109,66688,67091,67016,66772,67037,68003,67162,68041,67060,55308,34289
37200,"Fresno",1419998,6,"California","CA",83.22698,81.42045,83.08889,81.35643,83.58212,81.7059,83.18153,81.17162,83.65829,81.87734,84.2338,82.7093,83.28513,81.90983,84.63068,83.24271,85.42841,84.14464,85.42506,84.24181,85.62469,84.54271,85.58176,84.64879,87.12733,86.38678,86.5715,85.84579,86.30176,85.68601,87.73589,87.23404,86.51093,86.06252,89.0497,88.79456,87.51332,87.33412,89.10747,88.88781,78.13386,76.30453,80.1932,78.43618,79.97079,78.06306,80.65085,78.74009,79.94235,78.20224,80.38995,78.8664,80.08495,78.67999,81.5742,80.18096,81.40338,80.14739,82.95016,81.83172,82.59474,81.55776,82.27495,81.37843,83.55626,82.80003,83.64182,82.93309,84.04503,83.44156,84.22173,83.72432,84.16872,83.77731,84.44645,84.23838,85.48686,85.35111,86.96601,86.84148,.3847828,.4393209,.4292884,.4844761,.490956,.5579178,.523439,.5858817,.5514672,.618818,.5887908,.649241,.6106861,.6460967,.6123687,.6553788,.5986403,.6397486,.6080703,.6487317,.6211938,.6650856,.653061,.680268,.6128908,.6508275,.6439348,.6758793,.6815808,.7005523,.6439279,.6662613,.7469061,.7573968,.6243407,.632391,.7878469,.7842623,.6485572,.656204,.3306819,.3609614,.3361956,.369049,.3691025,.4053344,.4233656,.4666873,.4486945,.4781597,.4806262,.4875341,.4982723,.5126972,.5607055,.5844379,.5419968,.5529804,.5563135,.5833232,.5478356,.5627009,.6047168,.6111113,.6168242,.6267087,.6238544,.6338201,.6269288,.6367546,.6693955,.6719247,.7045307,.7082869,.64224,.6352937,.6881252,.6778547,.6590038,.6463192,194056,199037,189733,180208,172484,165944,158263,148403,141034,135830,132029,131766,129113,124601,120530,118736,119264,117051,100315,79927,187164,223131,216445,201408,188035,171915,158375,148732,140737,131958,127569,124123,120398,117354,113607,112376,112175,107434,90676,72731
37300,"Chico",387577,6,"California","CA",81.6765,81.25727,82.747,82.34171,82.91724,82.47206,82.18071,81.64647,82.13177,81.70766,83.55301,83.4893,83.13802,82.94345,84.37499,83.97945,82.86148,82.62955,84.89724,84.74281,85.27292,85.08032,85.34952,85.28035,86.78062,86.66121,86.01724,85.87313,86.54821,86.40895,86.91689,86.83979,84.21942,84.12312,89.21216,88.88725,88.99649,89.08842,88.87459,88.95531,77.0098,76.58318,77.78341,77.40398,78.82179,78.27231,77.75018,77.27997,79.87396,79.52277,80.39972,80.29504,80.97778,80.82343,79.70932,79.42535,82.80052,82.52911,81.21564,81.08659,83.4089,83.33551,82.50414,82.53727,84.40862,84.36279,83.26903,83.28423,85.96973,85.93003,84.89548,84.90753,84.72666,84.72488,85.81514,85.63229,85.85072,86.06944,84.20318,84.43076,.7056794,.6925478,.7409227,.7302619,.8628293,.8499836,.9126883,.8972855,.8769129,.8582344,.9362998,.9030199,.9375131,.9080996,1.06179,1.049322,1.088016,1.060377,1.069845,1.05074,.9166188,.9012455,1.056125,1.034301,1.082411,1.06519,1.07577,1.061614,1.007194,.9975861,1.132741,1.109325,1.403351,1.369436,1.102534,1.144386,1.15489,1.103684,1.618507,1.560409,.6204398,.6077306,.591329,.5798742,.6134932,.600351,.6913621,.6751027,.7623544,.7458685,.8081853,.7848983,.8611946,.8373294,.9246923,.9002161,.8960859,.8883242,.8723186,.8543702,.9446079,.927583,.9859759,.9643391,.9303811,.9127974,1.104904,1.079181,.9578052,.9383917,1.104059,1.076957,1.224688,1.19952,1.011378,1.001973,1.479014,1.42544,1.618344,1.56729,57212,50883,48226,49513,49548,48662,47948,47199,46406,45392,44898,43800,42405,41614,39870,38883,37664,34215,28172,21790,50615,53123,51933,51392,50265,49032,47712,46490,45710,44424,43083,41719,40467,38764,37883,36384,34502,31155,25219,19059
37400,"Sacramento",2570609,6,"California","CA",81.70908,80.59685,82.66167,81.59288,82.10052,80.99996,82.98126,81.78844,82.48402,81.50518,83.18916,82.25565,84.61333,83.8903,83.8066,83.22684,84.9849,84.39606,85.32376,84.73055,85.32281,84.77014,85.6214,85.12109,86.23981,85.7978,85.47151,85.04224,86.69438,86.32564,86.51653,86.17252,87.98692,87.65765,87.91543,87.5328,88.83395,88.53159,88.69239,88.48976,76.59792,75.79677,77.79208,77.02623,78.59983,77.82682,79.10793,78.28888,79.28249,78.63952,79.44695,78.8151,79.9275,79.44127,80.861,80.48513,81.18547,80.84814,82.42934,82.07391,81.44924,81.1454,82.60059,82.34016,83.30414,83.06977,83.13167,82.94517,84.42633,84.25717,84.7572,84.62447,84.59749,84.48442,85.80506,85.67434,85.71319,85.65807,86.75815,86.74588,.3102503,.3515036,.3372664,.3719963,.3807278,.4134312,.3881584,.4267153,.4249484,.4469506,.390505,.4073789,.3849235,.3986364,.3884263,.3966798,.3854024,.4039609,.4082499,.4254706,.385308,.401033,.3872561,.400373,.3645889,.3794122,.3803695,.3914493,.385785,.3942591,.3958759,.4081046,.3571376,.3719387,.361589,.3830636,.3481908,.3706937,.4227037,.4378312,.2574275,.2692417,.2782351,.2912278,.2950086,.3004012,.3117985,.3250693,.3200222,.3263028,.3413532,.3437479,.3508047,.3465585,.3360247,.3330219,.3554972,.3513111,.3572558,.3556778,.3672081,.3639431,.373704,.3721004,.340443,.3366113,.3766603,.3757785,.3432611,.3418174,.3476808,.3442984,.3604017,.35946,.3231071,.3243542,.3777319,.3761109,.4151247,.4095902,320033,294541,275945,273574,275645,291317,317090,327703,332137,334073,336340,344588,346702,350130,360925,375825,400533,419904,398458,294907,288795,300636,287357,279973,277157,280917,286905,293402,299616,305743,310457,317690,323247,331577,343363,362200,386390,402858,372282,273747
37500,"San Jose",2393183,6,"California","CA",85.13752,82.81812,85.95786,83.82901,85.99535,84.17234,86.05344,84.129,85.38734,83.43687,85.41446,83.69227,85.83983,84.24948,86.39619,84.87623,86.16672,84.43034,85.73903,84.11037,86.41953,84.98099,84.98357,83.369,86.17107,84.58938,86.72511,85.21092,86.59985,85.03319,87.24412,85.72814,87.98396,86.55465,88.1195,86.67229,88.8437,87.53183,89.21815,88.23378,79.99359,78.01101,81.10525,79.29279,80.78539,79.20232,81.6596,80.0343,81.70725,80.13105,81.73803,80.36768,82.06691,80.842,82.01756,80.90035,83.30996,82.11417,82.44033,81.28053,82.63877,81.60971,83.34242,82.35728,84.39874,83.44626,84.16409,83.20409,85.06789,84.13963,84.49101,83.56957,85.3623,84.50352,85.49655,84.71039,86.79494,86.13029,87.62016,87.23475,.3497792,.4936428,.3854009,.518932,.4439273,.5302781,.4613636,.5606136,.4905745,.578266,.522132,.6039119,.4958326,.5807923,.4723896,.5596226,.451691,.5661664,.4900678,.592823,.4658644,.5535751,.5135564,.598201,.4793207,.5833596,.4837815,.5895871,.4714101,.5837823,.424954,.5336397,.3644404,.4967991,.3634463,.5065647,.3101614,.4730161,.2833333,.4105904,.3282916,.3903786,.3347591,.3921432,.3736062,.4002889,.3851733,.4310976,.4075301,.4503233,.4190709,.4461203,.421265,.456107,.4442193,.4694628,.450648,.5018427,.4520257,.4855854,.4411108,.4676704,.4611431,.5058262,.4318613,.4751821,.4241992,.4633986,.4097627,.4533822,.4006449,.4615189,.3800842,.4378187,.3702994,.4361061,.2983337,.3721049,.2874413,.342654,229552,216329,198836,193758,192789,192499,201495,212290,223498,229637,230095,229830,232889,240113,253004,275140,320219,397502,543261,674732,216068,231806,222449,216039,211023,206270,208398,212013,214295,214289,213154,215105,219865,230988,249527,278767,335959,425917,581364,699907
37604,"Reno",453825,32,"Nevada","NV",78.29934,78.10773,81.63001,81.42873,80.95529,80.68308,81.38183,81.22538,81.16071,81.10314,82.90214,82.62682,82.73782,81.9858,83.49766,83.05071,83.29354,82.96168,84.37345,84.16911,83.34647,83.38262,83.23166,83.30924,85.43227,85.40901,83.73821,83.75929,86.18608,86.16904,85.71409,85.69339,87.04733,87.0524,86.8215,86.92506,87.81307,87.81824,87.04354,86.95221,74.30354,74.30729,75.41903,75.45633,74.91015,74.77561,75.90426,75.74551,77.46185,77.48763,78.32956,78.20625,79.59538,79.10933,79.59117,79.39878,79.80437,79.64307,79.26208,79.26486,81.32743,81.46192,81.34116,81.49571,81.98313,82.15508,83.14731,83.28148,83.67985,83.84132,84.72066,84.83828,83.82502,84.01025,86.01553,86.19422,85.89706,85.97312,87.08167,87.05917,.6928671,.6730272,.7338207,.7130902,.725297,.7070398,.7635221,.7397236,.7554299,.7289541,.7941759,.7790448,.7869272,.7857053,.8551757,.8406781,.8269133,.8133968,.7687976,.7526069,.8014366,.7719159,.8274174,.7991633,.8182452,.7962222,.8896419,.8684651,.8870197,.8652664,.8878983,.8650755,.908052,.8843178,.9765214,.9403129,.9438139,.9234978,.8702601,.8610017,.5069985,.4959157,.5189096,.5077796,.4887653,.4794579,.5046686,.4938403,.5962172,.5853156,.6172696,.6032819,.6483809,.6373785,.6829661,.6698801,.6525735,.6401457,.6283078,.6168393,.6987584,.6776367,.744665,.726702,.7653331,.7449322,.7162494,.6964397,.8259855,.8014655,.751821,.7304746,.8120779,.7874997,.8108327,.776801,.8450854,.8214114,.622066,.6116117,57591,52792,59766,65147,65551,65016,66733,67669,68315,68045,67725,67162,66405,66063,65793,66000,66397,63280,59843,64170,63804,62289,68441,71687,68509,68915,70255,70639,69761,69554,68503,66700,65469,65578,64281,64162,63748,60057,56708,61217
37700,"Santa Rosa",603188,6,"California","CA",82.41937,82.24121,82.04024,81.93836,83.51199,83.45358,83.55975,83.51511,83.416,83.43732,83.83059,83.6487,82.60195,82.83089,84.16085,84.2035,86.44407,86.4185,84.82914,84.886,84.46159,84.47507,85.61059,85.66741,86.06987,86.05032,86.43205,86.39277,86.82762,86.77155,86.14158,86.10806,87.55257,87.46822,88.88683,88.75802,88.21941,88.10259,89.0556,89.17546,77.92535,77.89219,79.03239,78.98212,79.65086,79.63065,78.97399,78.99847,80.03412,79.91302,80.78269,80.67088,79.58163,79.76598,81.11463,81.16413,83.18542,83.21471,82.25887,82.27834,83.04333,83.09332,83.46439,83.61827,83.1338,83.23582,84.41021,84.43163,83.71452,83.7877,84.84867,84.8863,85.32543,85.35451,86.6929,86.67534,87.79071,87.76363,87.33347,87.48253,.5830613,.5720271,.6653067,.6451365,.717324,.6937753,.7083899,.6813328,.8781632,.8509789,.8118146,.7937816,.8670229,.8308459,.7958432,.7677386,.679177,.6578427,.804056,.7743024,.791248,.7664686,.7788327,.7509993,.7756061,.7545821,.8428881,.8255776,.7507692,.7366495,.8098322,.7915222,.6970567,.6856725,.6222531,.6203144,.7384855,.7318651,.8223133,.791316,.5014416,.4902786,.5358999,.524095,.6128916,.5952387,.6158993,.5998404,.6060099,.5936762,.6390207,.6223676,.6628316,.6465611,.7373528,.7159252,.6724709,.6524245,.7294876,.7114668,.7576413,.7378906,.8221413,.7943221,.7804987,.7593057,.6851164,.668151,.7949432,.774816,.7372232,.7196955,.7462043,.7284831,.6908778,.6764973,.6670505,.6539907,.6893641,.6588772,83890,72290,65467,65883,67535,70426,73003,76479,78645,79686,78523,78415,78454,79922,81911,85871,89735,91912,89779,76570,72971,71561,66896,66155,67077,66192,67652,69313,71030,70846,70732,71002,72273,74230,76219,80825,84393,86243,83314,68681
37800,"San Francisco",4642561,6,"California","CA",84.13574,82.73593,84.74648,83.30871,84.40661,82.88492,84.68628,83.32922,84.60204,82.74206,84.57264,83.0333,85.187,83.61765,85.31135,83.79829,86.01279,84.68114,85.30316,83.81862,85.87486,84.45959,86.05602,84.78286,86.48,85.08113,86.62164,85.19135,86.81115,85.34528,87.1688,85.711,87.3175,85.91433,88.29529,87.09078,88.86581,87.63435,88.97826,88.27759,78.16064,77.26349,79.72867,78.83979,79.86062,78.93287,79.97881,79.14684,80.65819,79.55511,80.96352,80.07518,80.83192,79.8807,81.91555,81.04689,81.71268,80.9235,82.33595,81.52065,82.29828,81.54832,82.72685,82.06445,83.50915,82.74265,83.47849,82.71447,84.35668,83.60928,83.91135,83.16905,84.7716,84.09615,85.40417,84.80727,86.58865,86.0152,87.48041,87.26595,.2211096,.339087,.2657741,.4015996,.2911357,.4202266,.3387809,.4242402,.3313364,.4884301,.3293705,.4553748,.3350517,.4464733,.3112777,.4327524,.3159926,.4136416,.305534,.4319855,.2934972,.4244276,.3015831,.4146022,.2820293,.3945858,.3043261,.4282371,.2849073,.4149775,.2763567,.4316699,.2794157,.4280764,.2529924,.3922772,.214742,.3777779,.2127962,.2972023,.2131007,.2710461,.2359459,.2887791,.2632618,.3174476,.2638538,.3045015,.26444,.3463409,.2786871,.3340801,.2829958,.337606,.2720759,.3233164,.2850337,.3287222,.2792759,.330823,.289744,.3453711,.2957465,.3347851,.2840723,.3416024,.2732815,.3450915,.2775545,.3616708,.2734411,.3559916,.2671377,.3496337,.2472148,.3243426,.226345,.3089817,.2088226,.2464527,497656,442850,397309,391282,399419,412404,442009,479632,511651,525163,528708,530385,535501,548585,578844,629593,716096,844794,1052121,1248134,466452,463276,426841,418703,418112,422180,431516,449025,459695,464223,471835,478012,492217,514910,554028,612647,707549,843500,1057804,1238768
37901,"Las Vegas",1568418,32,"Nevada","NV",79.10247,78.65379,79.93456,79.56319,80.83451,80.54904,80.80648,80.31916,81.89209,81.25973,81.76528,81.15545,82.34132,81.8564,82.31742,81.85255,82.00216,81.51846,82.36422,81.75957,83.34641,82.80473,83.18525,82.75896,83.51648,83.08384,84.1963,83.7931,84.54165,84.07005,84.65049,84.1283,85.42216,84.95892,86.0177,85.64801,87.28484,86.96546,86.85467,86.75771,73.71975,73.59534,74.65899,74.54893,75.47554,75.37502,75.93325,75.66692,76.71168,76.42165,77.09651,76.79112,77.95596,77.75652,78.7584,78.58003,79.11572,78.92073,80.24146,79.99374,80.62061,80.42045,80.11049,79.98382,80.49506,80.40984,80.87267,80.81232,80.82066,80.75392,81.68191,81.58908,82.5298,82.43872,82.3251,82.32803,83.04067,83.03563,84.36402,84.51962,.3410636,.341742,.3961155,.3943735,.3831641,.3743289,.3904345,.3861686,.3796249,.3828936,.3824961,.3822621,.400443,.3971631,.4074205,.4008829,.4421887,.4401528,.4215848,.4281303,.4390226,.4433886,.4626105,.4617853,.4351361,.4374146,.4675802,.4725563,.4655216,.476385,.5158107,.5243232,.5219128,.5338879,.4915243,.5013791,.5175856,.5288659,.5379391,.5309516,.2616541,.257986,.2741008,.2702503,.2662424,.2617757,.2628238,.2568442,.2743413,.2693457,.3043003,.2967001,.3274893,.3202633,.3549472,.3473597,.3545482,.3472878,.3564376,.3518187,.3597592,.3530541,.3874452,.3791915,.4036615,.3944555,.4191912,.4125437,.439187,.4322633,.459111,.4520824,.4519058,.4452662,.5095043,.5005758,.5306083,.5205927,.5148112,.4981797,218143,208368,217998,240363,269569,284966,265684,242072,230006,228197,226092,220010,208823,202153,197715,193411,191079,185179,168980,160906,235661,235489,248827,268106,277136,268046,249796,235985,234669,234676,229831,219313,206541,200184,193342,189299,185138,178505,163461,163163
38000,"San Diego",2813833,6,"California","CA",84.13079,82.87125,84.82597,83.64582,83.56065,82.2342,85.15656,83.99129,85.00134,83.92211,84.94901,83.82433,85.04305,83.84407,85.81064,84.69519,85.69669,84.61648,85.9762,84.83687,86.44073,85.37995,86.54529,85.57397,86.83057,85.9204,86.95535,86.07258,87.7384,86.87977,87.63995,86.75009,87.42467,86.56849,88.08372,87.36647,87.97629,87.40839,89.34636,88.96388,77.96259,77.01227,79.47149,78.57666,79.80928,78.84443,80.49833,79.69617,80.70724,79.93793,80.30411,79.53168,80.97129,80.19065,81.19032,80.49451,81.61755,80.92009,81.15257,80.42665,82.36847,81.67741,82.59698,82.00456,82.99396,82.48637,84.59052,84.1291,83.97704,83.52423,85.37963,84.95739,84.95885,84.57634,85.6451,85.34285,86.80949,86.63056,87.14188,87.0275,.2900761,.3309217,.3356465,.370331,.4029395,.4388211,.3808282,.4219579,.4232462,.4564295,.4328472,.4783081,.4331322,.478958,.4231997,.4695182,.4276825,.4721628,.4328349,.4819057,.4495471,.5011595,.4162022,.4577382,.4181934,.4561452,.392557,.4335867,.3734752,.4251676,.371708,.4285867,.4144624,.4625436,.356018,.3991652,.3648842,.3994622,.3137085,.3372246,.2651604,.2720379,.2839909,.2909176,.2842382,.2932851,.3333676,.3411282,.359929,.3689858,.3775415,.3775975,.3738645,.3803747,.3888096,.3906282,.3937181,.4027763,.4024887,.4096109,.405378,.4186535,.3994001,.4035076,.400648,.4055411,.4057918,.4154182,.3935971,.4035786,.3597004,.3753145,.3619687,.3715475,.3646737,.3771184,.3247382,.3317351,.3374942,.3385485,331746,317911,308339,303224,292494,292578,301961,306719,307511,304215,301909,302735,306008,313027,324546,341687,370137,412217,455222,441087,318612,335803,343901,332501,315047,303338,300392,299314,296991,294047,290741,294181,298278,306574,319851,342307,372927,413696,449892,430087
38100,"Yuma",302387,6,"California","CA",86.58502,84.40918,85.77393,83.73376,84.76914,82.86191,83.27668,81.29585,82.33402,80.48309,82.72232,81.42374,81.85999,80.37038,85.99419,84.47655,83.12624,81.93459,85.63078,84.5293,83.58788,82.61391,84.54233,83.60901,86.24298,85.38328,86.89085,86.09716,85.25493,84.33285,84.76407,83.86884,85.84968,85.0022,88.68332,88.2663,84.8614,84.23954,89.85421,89.62157,78.883,76.48547,80.89917,78.69904,79.39046,77.53983,79.9096,78.01972,81.4016,79.63628,78.84993,77.5482,81.44456,79.95484,80.9383,79.4826,78.43789,77.27112,78.27567,77.42471,81.35778,80.37437,80.15102,79.30782,81.00744,80.24226,81.01901,80.35765,82.01044,81.2356,83.32435,82.41079,83.75636,83.03439,82.99145,82.56377,86.22147,85.58266,80.22187,80.18099,.5604805,.6951872,.7399299,.853682,.946202,1.02913,1.063861,1.112207,1.236145,1.238591,1.324853,1.316718,1.32888,1.309568,1.24733,1.336967,1.631355,1.607883,1.367433,1.398185,1.615573,1.601367,1.658641,1.656213,1.537686,1.564513,1.408696,1.446863,1.678258,1.69839,1.89725,1.890094,1.705241,1.726287,1.550436,1.561505,2.584127,2.53591,2.114557,2.083344,.4970042,.5479112,.5487674,.5959997,.673116,.6707065,.7659759,.7664053,.9523068,.9642552,.8976043,.8731865,1.116354,1.11747,1.200773,1.199999,1.094041,1.046988,1.154035,1.105871,1.26474,1.262785,1.340516,1.303056,1.448016,1.429482,1.473872,1.445141,1.52938,1.517275,1.470266,1.49357,1.661389,1.669932,1.550444,1.531593,1.469962,1.505633,2.201741,2.172275,75616,89867,75391,61905,52542,46801,41309,36111,31872,28482,25956,24873,23097,22165,21444,20653,19815,18275,14111,10271,78632,107901,88709,72079,59242,49435,41539,36258,31913,28690,26484,25013,23097,22466,21895,20979,19463,17416,12932,9263
38200,"Santa Barbara",646028,6,"California","CA",83.15418,82.20025,84.14772,83.26735,84.06911,83.26092,85.32136,84.85326,84.91824,84.22295,84.84457,84.32209,84.95104,84.26813,85.80238,85.22183,86.89451,86.34235,85.00272,84.55335,87.26318,86.92011,87.1318,86.73482,85.69376,85.42703,86.90298,86.68519,87.38289,87.1963,87.30611,87.14069,88.54644,88.43138,88.06117,88.03819,88.72679,88.67726,90.35668,90.41518,77.68544,76.86026,80.24841,79.40755,80.52831,79.7077,81.92931,81.53733,80.46643,79.85008,81.65144,81.06376,82.03912,81.43207,82.68567,82.07321,82.69067,82.19175,83.27637,82.85454,84.53353,84.21225,84.24656,83.85777,83.45006,83.31308,84.4203,84.32484,85.33465,85.22542,86.36752,86.25138,85.71277,85.65228,87.29622,87.32243,86.33497,86.36108,87.51337,87.67323,.6066056,.6185346,.668119,.6843181,.7867339,.7874004,.8087243,.7982929,.7777574,.7868429,.8481524,.847434,.8840228,.8871787,.8591589,.8684317,.7736616,.7966907,.8920793,.8851947,.7700211,.7724142,.756852,.767913,.8415528,.8328479,.8452867,.8375213,.8483627,.8380996,.8791477,.8692613,.7969463,.7878113,.7322382,.714124,.7026342,.6889037,.5192969,.497959,.5617036,.5610383,.5503376,.555883,.6428496,.6346721,.6810408,.6706124,.7352253,.7262948,.7447354,.7436943,.7583408,.7610673,.7550905,.7609841,.8329157,.8268738,.756557,.7563494,.81613,.8110013,.7022113,.7027234,.795998,.7792503,.7610213,.7424168,.7402424,.7261219,.7170861,.7067795,.7039218,.6923137,.6899264,.6691671,.7077647,.6896638,.6329315,.6040215,71301,65733,63639,62872,63832,65674,68450,70885,71094,70895,71260,71076,72134,73703,75390,77687,83274,88340,89758,93184,67691,70013,67978,66494,64941,65133,66127,66389,67022,67122,66961,66969,68664,70539,72604,75196,79173,82929,82593,81158
