cz,czname,pop2000,fips,statename,stateabbrv,le_agg_v1_F,le_raceadj_v1_F,le_agg_v2_F,le_raceadj_v2_F,le_agg_v3_F,le_raceadj_v3_F,le_agg_v4_F,le_raceadj_v4_F,le_agg_v5_F,le_raceadj_v5_F,le_agg_v6_F,le_raceadj_v6_F,le_agg_v7_F,le_raceadj_v7_F,le_agg_v8_F,le_raceadj_v8_F,le_agg_v9_F,le_raceadj_v9_F,le_agg_v10_F,le_raceadj_v10_F,le_agg_v11_F,le_raceadj_v11_F,le_agg_v12_F,le_raceadj_v12_F,le_agg_v13_F,le_raceadj_v13_F,le_agg_v14_F,le_raceadj_v14_F,le_agg_v15_F,le_raceadj_v15_F,le_agg_v16_F,le_raceadj_v16_F,le_agg_v17_F,le_raceadj_v17_F,le_agg_v18_F,le_raceadj_v18_F,le_agg_v19_F,le_raceadj_v19_F,le_agg_v20_F,le_raceadj_v20_F,le_agg_v1_M,le_raceadj_v1_M,le_agg_v2_M,le_raceadj_v2_M,le_agg_v3_M,le_raceadj_v3_M,le_agg_v4_M,le_raceadj_v4_M,le_agg_v5_M,le_raceadj_v5_M,le_agg_v6_M,le_raceadj_v6_M,le_agg_v7_M,le_raceadj_v7_M,le_agg_v8_M,le_raceadj_v8_M,le_agg_v9_M,le_raceadj_v9_M,le_agg_v10_M,le_raceadj_v10_M,le_agg_v11_M,le_raceadj_v11_M,le_agg_v12_M,le_raceadj_v12_M,le_agg_v13_M,le_raceadj_v13_M,le_agg_v14_M,le_raceadj_v14_M,le_agg_v15_M,le_raceadj_v15_M,le_agg_v16_M,le_raceadj_v16_M,le_agg_v17_M,le_raceadj_v17_M,le_agg_v18_M,le_raceadj_v18_M,le_agg_v19_M,le_raceadj_v19_M,le_agg_v20_M,le_raceadj_v20_M,sd_le_agg_v1_F,sd_le_raceadj_v1_F,sd_le_agg_v2_F,sd_le_raceadj_v2_F,sd_le_agg_v3_F,sd_le_raceadj_v3_F,sd_le_agg_v4_F,sd_le_raceadj_v4_F,sd_le_agg_v5_F,sd_le_raceadj_v5_F,sd_le_agg_v6_F,sd_le_raceadj_v6_F,sd_le_agg_v7_F,sd_le_raceadj_v7_F,sd_le_agg_v8_F,sd_le_raceadj_v8_F,sd_le_agg_v9_F,sd_le_raceadj_v9_F,sd_le_agg_v10_F,sd_le_raceadj_v10_F,sd_le_agg_v11_F,sd_le_raceadj_v11_F,sd_le_agg_v12_F,sd_le_raceadj_v12_F,sd_le_agg_v13_F,sd_le_raceadj_v13_F,sd_le_agg_v14_F,sd_le_raceadj_v14_F,sd_le_agg_v15_F,sd_le_raceadj_v15_F,sd_le_agg_v16_F,sd_le_raceadj_v16_F,sd_le_agg_v17_F,sd_le_raceadj_v17_F,sd_le_agg_v18_F,sd_le_raceadj_v18_F,sd_le_agg_v19_F,sd_le_raceadj_v19_F,sd_le_agg_v20_F,sd_le_raceadj_v20_F,sd_le_agg_v1_M,sd_le_raceadj_v1_M,sd_le_agg_v2_M,sd_le_raceadj_v2_M,sd_le_agg_v3_M,sd_le_raceadj_v3_M,sd_le_agg_v4_M,sd_le_raceadj_v4_M,sd_le_agg_v5_M,sd_le_raceadj_v5_M,sd_le_agg_v6_M,sd_le_raceadj_v6_M,sd_le_agg_v7_M,sd_le_raceadj_v7_M,sd_le_agg_v8_M,sd_le_raceadj_v8_M,sd_le_agg_v9_M,sd_le_raceadj_v9_M,sd_le_agg_v10_M,sd_le_raceadj_v10_M,sd_le_agg_v11_M,sd_le_raceadj_v11_M,sd_le_agg_v12_M,sd_le_raceadj_v12_M,sd_le_agg_v13_M,sd_le_raceadj_v13_M,sd_le_agg_v14_M,sd_le_raceadj_v14_M,sd_le_agg_v15_M,sd_le_raceadj_v15_M,sd_le_agg_v16_M,sd_le_raceadj_v16_M,sd_le_agg_v17_M,sd_le_raceadj_v17_M,sd_le_agg_v18_M,sd_le_raceadj_v18_M,sd_le_agg_v19_M,sd_le_raceadj_v19_M,sd_le_agg_v20_M,sd_le_raceadj_v20_M,count_v1_F,count_v2_F,count_v3_F,count_v4_F,count_v5_F,count_v6_F,count_v7_F,count_v8_F,count_v9_F,count_v10_F,count_v11_F,count_v12_F,count_v13_F,count_v14_F,count_v15_F,count_v16_F,count_v17_F,count_v18_F,count_v19_F,count_v20_F,count_v1_M,count_v2_M,count_v3_M,count_v4_M,count_v5_M,count_v6_M,count_v7_M,count_v8_M,count_v9_M,count_v10_M,count_v11_M,count_v12_M,count_v13_M,count_v14_M,count_v15_M,count_v16_M,count_v17_M,count_v18_M,count_v19_M,count_v20_M
17600,"Charlottesville",273489,51,"Virginia","VA",80.14033,81.23296,81.60275,82.52921,82.14581,82.98905,81.80367,82.49277,82.1416,82.8664,83.04201,83.60327,82.66634,83.33482,84.62637,85.06048,83.9882,84.40479,83.44435,83.91624,84.71965,85.23568,87.03281,87.46503,85.6423,86.12154,87.59955,87.95244,85.98558,86.38486,88.3016,88.5583,87.43521,87.7076,88.19746,88.37428,88.12743,87.99597,89.88927,90.07201,73.80361,74.98465,76.27012,77.35619,74.92709,75.89078,76.79668,77.58021,77.73151,78.5112,80.5715,81.1524,79.43081,80.11554,79.06819,79.64908,80.89928,81.38596,81.50182,81.97718,81.20115,81.75143,82.50838,83.06189,83.39771,83.87027,84.82469,85.24168,84.82774,85.21706,85.48073,85.82501,84.87717,85.22437,85.06729,85.36295,86.18361,86.2669,89.35818,89.55342,1.011006,.9710818,1.04997,1.01427,.947997,.9080268,1.108493,1.076033,1.074557,1.037019,1.149969,1.106951,1.036176,.9904636,1.097265,1.052863,1.172185,1.130234,1.159069,1.116575,1.132029,1.080378,1.024422,.9606565,1.199806,1.135916,1.043359,.9863667,1.187245,1.134049,.9544958,.9057822,1.114007,1.064588,1.105191,1.067028,1.052947,1.054619,.8601989,.8132818,.749092,.7537577,.8665183,.8606275,.78003,.7868962,.8521298,.8467652,.8683322,.8573207,.9198251,.8950683,.9653433,.9449448,.984515,.9731565,1.00146,.9832233,1.034259,1.010056,1.019691,.9948199,1.031689,.991986,.9111726,.8765043,.9873514,.9423255,1.156348,1.110171,1.098775,1.055937,1.037458,.9968573,1.314136,1.275071,1.137967,1.114594,.8579255,.8084362,27589,27965,29843,32992,35220,37017,37878,37188,37762,38028,39183,40195,39734,40578,41198,41380,40672,41352,40955,40792,24140,26405,27595,30865,32104,32991,33255,33298,33588,34709,34997,36266,37418,38292,38680,38829,39144,38178,37501,35854
17700,"Syracuse",1080612,36,"New York","NY",78.68814,79.16354,80.69118,81.12246,80.66732,81.12971,82.543,82.90587,82.22277,82.73196,82.99359,83.44178,83.37868,83.79837,84.46359,84.80098,84.76485,85.05857,84.46894,84.81853,84.44965,84.84622,85.60313,85.93037,86.6827,86.99095,87.12334,87.42963,86.43746,86.78761,86.71696,87.05019,87.77187,88.04809,87.82499,88.05785,88.83979,89.01096,88.81955,88.88703,74.15749,74.661,75.50068,75.96538,75.98737,76.46196,76.8336,77.2676,78.06358,78.57137,79.57915,80.02435,79.8117,80.25983,80.15163,80.56682,81.48875,81.83769,80.82338,81.22852,81.85998,82.2814,82.26285,82.65197,82.86893,83.26276,84.02457,84.3932,85.65689,85.96305,84.96051,85.29371,86.10796,86.38604,85.34379,85.64783,87.60784,87.79845,85.86372,86.07767,.531473,.5191575,.5411673,.5272283,.5482693,.5343628,.5978712,.5824277,.5730464,.5524753,.569778,.5527102,.578421,.5546817,.5453394,.5236765,.5722429,.5522227,.5797693,.5554203,.5869971,.5636395,.5689036,.5430177,.5613999,.5370135,.5859627,.5592002,.6986724,.6650054,.6689633,.6355959,.6720347,.641076,.7376938,.7074999,.7969278,.7672315,.8241051,.8049659,.4009235,.4003943,.4150678,.4091301,.4253999,.4248345,.443276,.44216,.4556243,.4510248,.4584075,.4503205,.4840881,.477808,.4726473,.4653239,.4968632,.4854294,.5158626,.5101188,.5314243,.522684,.5373695,.5244229,.569743,.5551586,.5652317,.5484316,.5652794,.5428433,.621782,.5985026,.614168,.5901673,.7166054,.6907923,.6616384,.6334797,.9000501,.8714255,103860,105438,112824,123801,132353,138184,138776,139635,139492,144592,148749,150968,150228,149721,145574,143645,138090,123549,96188,73915,97493,104235,111471,117642,124446,130304,133950,136561,139106,141102,144045,145670,144615,143524,141240,139143,130996,113745,87971,69603
17900,"Union",294558,36,"New York","NY",79.88548,80.17963,81.3159,81.61834,82.48557,82.89643,83.05025,83.30685,84.31716,84.7281,82.7402,83.06831,83.00082,83.41051,82.42538,82.87521,84.23704,84.60474,85.47409,85.80319,82.52718,83.03424,85.50369,85.86475,86.40112,86.73133,86.66147,86.96577,87.99242,88.24683,85.66158,86.07994,89.78451,89.97963,88.11387,88.35217,88.84313,88.82468,86.90992,86.93542,73.47553,73.81955,75.88,76.20372,75.68633,76.15018,75.65781,75.99565,78.1569,78.66573,78.76678,79.13572,81.49515,81.8626,81.99636,82.35912,83.50037,83.79445,80.50548,80.92051,82.58267,82.98305,83.1367,83.50761,84.31197,84.61974,84.63778,84.95893,85.88093,86.15992,86.58272,86.8605,84.85873,85.20251,87.22101,87.46307,86.95329,86.98478,89.43291,89.48215,.978632,.9467511,.954155,.9182908,1.074605,1.032529,.9518277,.9219507,.9617937,.9187014,.9983634,.9624137,1.012595,.9760544,1.05972,1.029157,1.059242,1.017373,1.005907,.9595554,1.166635,1.131936,1.188846,1.138132,1.331368,1.269988,1.178013,1.122955,1.093138,1.034464,1.503401,1.432922,1.089183,1.030336,1.218164,1.156318,1.470035,1.449949,1.839399,1.80414,.7240367,.7179451,.7861077,.7740207,.7002382,.6939318,.686343,.6799499,.7977056,.780193,.8005538,.7834216,.8720799,.850364,.8845309,.8563533,.8667311,.8359592,.8773362,.8575773,.9842396,.9522592,.9971291,.9641462,.9397947,.9062586,1.059229,1.019394,.955583,.9111325,1.021285,.9710923,1.172158,1.12595,1.163524,1.112026,1.268739,1.246882,1.243857,1.19765,29657,32352,34513,37473,39092,39424,40102,40324,41421,42201,43150,42448,41248,39882,38556,36091,35102,31658,26313,17847,28572,32001,34704,38002,38592,39649,40489,40837,41026,41243,41512,40498,38604,37826,36650,35277,33125,29318,23430,15693
18000,"Buffalo",2369699,36,"New York","NY",79.77332,80.42226,80.94265,81.51157,81.2946,81.78944,82.73508,83.16164,82.59102,83.07346,83.19421,83.6841,83.58619,84.01503,84.24686,84.65278,83.91293,84.35141,84.99756,85.38895,85.06828,85.45684,86.20306,86.53152,86.45422,86.75765,86.50797,86.82048,86.41107,86.736,87.2784,87.57436,87.81021,88.0743,87.53863,87.79266,88.54404,88.72093,88.64278,88.69726,73.71057,74.40646,75.4119,76.0145,76.5358,77.0741,76.64464,77.14358,77.54603,78.05318,78.47476,79.00314,78.74162,79.21186,80.86335,81.29233,81.17381,81.61564,81.66008,82.08284,82.57664,82.96579,82.29868,82.70105,83.43704,83.80608,83.81654,84.17123,84.00514,84.35439,84.71529,85.04497,84.73454,85.05999,86.11381,86.38544,85.68206,85.93839,87.72123,87.83026,.3369522,.3313656,.3660131,.3551393,.3996968,.389282,.3847486,.3728521,.3972509,.3828667,.3749477,.3620089,.3899141,.3770127,.3762527,.3681472,.3959419,.3823351,.3692764,.351499,.4034766,.3881632,.3794287,.3646839,.3643241,.3506451,.3886304,.3756885,.4108128,.3967843,.4292425,.4109659,.4245684,.4082464,.4662309,.449497,.4794803,.4645142,.5494345,.5386742,.2833794,.2883152,.2873717,.2890605,.3103189,.3097903,.3236768,.3210671,.309339,.3087084,.3281253,.3273784,.30658,.31373,.3446194,.3401242,.3362109,.3312645,.3395284,.333827,.3619531,.354909,.3572512,.3492017,.3735921,.3675831,.3701631,.3588729,.3632615,.351562,.3985064,.3848652,.3911393,.3783828,.4060589,.3925166,.4810084,.4649079,.4741305,.4594752,234055,229579,236266,258262,277885,290672,297391,299945,302465,310902,324434,334533,344988,350072,348960,343067,324569,294827,244092,194575,212111,213711,221399,235881,246522,259752,272338,284778,296220,308836,317476,329088,336295,337749,336156,327022,305996,275118,224781,182208
18100,"Elmira",346894,36,"New York","NY",80.63969,81.00981,80.70417,81.14809,82.56766,82.97263,81.9894,82.46459,83.97573,84.3399,82.13554,82.58489,81.78391,82.29581,84.77927,85.12475,84.24701,84.63941,83.49195,83.97673,85.61763,85.97136,87.2067,87.47668,86.725,87.00774,85.35719,85.74247,89.009,89.172,87.94545,88.17535,88.93276,89.14174,87.97795,88.2492,89.66731,89.79261,88.4044,88.11344,74.99641,75.44743,75.99513,76.47224,76.9749,77.45203,78.38269,78.83855,79.99508,80.33833,79.15235,79.58367,80.75355,81.21024,80.7792,81.17976,80.5952,81.01821,82.16831,82.58587,83.68562,84.05133,84.70925,85.02036,84.6636,84.98644,82.94978,83.34481,84.23566,84.58125,83.69666,84.06964,86.73926,87.00781,85.32697,85.67918,89.97079,90.07745,88.2611,88.19865,.8634819,.8347612,.9276357,.8953129,1.006602,.9639156,.9953957,.9535432,1.077001,1.03262,1.112547,1.081485,1.045646,1.019516,1.003939,.9617424,1.043091,.9986411,1.074706,1.034987,.964392,.9154091,.994,.946882,.9717421,.9238821,1.294808,1.237832,.8379853,.7973576,1.060414,1.011267,1.136137,1.078354,1.242531,1.180895,1.263851,1.214607,1.554842,1.584194,.6774746,.6696618,.7393782,.7334432,.7617719,.7520684,.7905322,.7768524,.7516128,.7312871,.7882811,.7799087,.8523647,.8293016,.7977544,.7792539,.8624327,.8443312,.8978369,.8698056,.8767609,.8468451,.8962525,.8602718,.9192956,.8835031,1.042427,1.011697,1.058969,1.02197,1.162348,1.121679,1.128055,1.079637,1.277133,1.224608,.9592708,.91743,1.302017,1.290759,35988,37344,38244,40235,41941,43030,43645,44487,45361,47237,47630,46631,45421,43404,41399,39456,35818,31486,28336,25505,32607,36185,37331,39820,41279,43123,44995,46199,46359,46804,45731,44740,43536,41322,39136,36352,33346,28961,26330,22860
18300,"Watertown",250613,36,"New York","NY",79.22745,79.63534,81.6162,81.95994,82.25212,82.58652,83.69482,84.10111,83.58176,84.00982,83.44061,83.90747,83.71538,84.05872,85.29638,85.58129,83.88929,84.25982,84.0274,84.43674,86.60164,86.92516,87.63804,87.87774,85.30989,85.65495,84.32444,84.6981,81.78846,82.3022,88.86749,89.11713,81.91827,82.42347,88.00021,88.1835,89.39245,89.63316,90.07931,90.0331,73.86082,74.32581,75.93751,76.34476,75.06936,75.50605,78.50504,78.94397,77.58515,78.07143,78.24116,78.74122,79.59184,79.97236,81.6371,82.01977,82.83379,83.19292,80.54296,80.98783,83.86042,84.19253,83.60368,83.91854,82.59884,82.95975,84.57871,84.87144,83.64339,83.99746,86.20087,86.48965,86.90459,87.14169,86.60603,86.8332,86.44212,86.77215,86.29815,86.42669,1.084236,1.047061,1.074613,1.035696,1.061375,1.02262,1.082128,1.030915,1.135251,1.088629,1.224342,1.172215,1.185469,1.139391,1.168417,1.11678,1.194959,1.144408,1.261602,1.209975,1.366862,1.30181,1.185336,1.129789,1.48366,1.422334,1.589239,1.535119,1.661978,1.641134,1.525095,1.449255,1.844843,1.83805,2.002557,1.926752,2.298119,2.179726,1.906633,1.887549,.7966723,.7978546,.8159713,.8067827,.7442694,.7409502,.8726656,.8539055,.9171544,.9112045,.9006099,.8980889,.9633195,.9468474,1.002692,.9731354,1.000862,.9655028,1.038619,1.019045,1.109079,1.071319,1.170307,1.134943,1.303151,1.273324,1.274749,1.233808,1.465712,1.423239,1.428678,1.375053,1.39398,1.338706,1.658553,1.593996,2.286614,2.19269,2.610774,2.556929,23914,28562,29988,30254,30947,30287,29578,30120,31153,32489,33223,32386,30399,28895,26788,24465,22031,17073,11163,7089,21523,27460,29124,29487,29624,31022,32456,33672,33895,34415,33421,32030,29984,27652,25844,23867,20648,15248,9854,6516
18600,"Albany",1061509,36,"New York","NY",79.87959,80.30778,80.69439,81.09073,80.85522,81.19166,82.32441,82.71152,81.81564,82.31115,82.19036,82.64674,82.95097,83.35378,84.19949,84.6348,83.72217,84.19705,84.99232,85.32747,84.68393,84.98918,85.20563,85.5107,85.98009,86.31973,86.63436,86.96566,86.57629,86.86541,86.12018,86.40813,86.94133,87.21039,87.65416,87.91915,88.05474,88.15961,87.71262,87.65772,73.43919,73.97751,75.44106,75.90529,75.67368,76.07111,75.69189,76.15569,77.28316,77.78159,78.79882,79.26525,79.76777,80.18655,79.80686,80.2972,80.79726,81.27133,81.45942,81.84335,80.98273,81.34806,82.88495,83.22317,83.12441,83.5106,85.21037,85.53469,84.29198,84.6281,85.17033,85.4538,84.88181,85.19875,86.23204,86.51516,87.54526,87.69203,87.27141,87.33479,.5530145,.5393331,.5808511,.5627,.5672024,.552874,.5773807,.5567088,.589678,.5712304,.5366989,.5188897,.5805899,.5597827,.5623611,.5402101,.5756482,.5536367,.5540311,.5320145,.5779474,.5581742,.5741809,.5536295,.6015062,.5754308,.5876116,.5573612,.5997016,.573073,.6248472,.6042144,.6468539,.6178615,.6115183,.5831831,.6940164,.6751599,.7579632,.7505183,.4057571,.4055328,.4404075,.4362232,.4181596,.4215658,.4078847,.4139176,.4590276,.4630772,.4796703,.4725022,.4843232,.4773853,.4913821,.4834445,.484454,.4730862,.503961,.4952818,.5110476,.5047678,.5348068,.5206231,.5174261,.5035927,.484581,.4655621,.5068052,.4905881,.5345304,.5188644,.5791526,.5607222,.5237919,.5004702,.5797217,.5617863,.6446761,.6288259,101621,99802,99141,107998,119849,130784,136638,140853,141882,143987,147246,151893,157889,162144,166089,171096,174463,170419,144180,104060,100940,100992,101200,108184,114630,120728,127148,129410,133920,138273,142116,147875,153345,157534,163818,167524,166767,161567,130705,96741
18800,"Scranton",857487,42,"Pennsylvania","PA",79.13434,79.46775,80.83833,81.14795,81.94002,82.20864,82.14493,82.47662,83.15489,83.51372,83.9836,84.18739,83.15915,83.49383,84.33456,84.67172,83.0677,83.51031,84.6409,84.97373,84.53035,84.85451,85.19332,85.51121,85.83781,86.17944,86.22616,86.55276,87.67592,87.93633,86.25961,86.55323,87.3943,87.65166,85.51029,85.93632,88.74091,88.81117,86.6431,86.62627,73.00618,73.4066,74.06057,74.43609,74.5239,74.84023,75.70442,76.07751,76.50829,76.91202,77.15456,77.46136,79.23467,79.5798,79.57546,79.9883,79.78387,80.23101,79.90963,80.3071,81.57944,81.91512,81.73898,82.11382,81.57564,81.97057,83.7053,84.03596,84.54439,84.84617,83.35564,83.68702,83.10691,83.4627,85.45213,85.77551,85.20274,85.38726,86.31773,86.3592,.5184473,.5070572,.53973,.5212144,.5464731,.5305347,.5190659,.4994898,.572136,.5527278,.51857,.5040207,.6000088,.578387,.5818979,.5602289,.6192174,.5956327,.5918627,.5664348,.5762712,.5556477,.6139009,.588589,.6393919,.6127038,.6197205,.588617,.6872478,.6537191,.7448378,.7126713,.7304041,.698414,.9528175,.9105242,.7242715,.7042202,1.171161,1.146007,.3881908,.389052,.3845249,.3869837,.3715828,.3676253,.3816085,.3819855,.3944679,.3955184,.4304449,.427752,.4413036,.4389494,.4548659,.4496576,.4770807,.4694015,.4716287,.4673591,.5215554,.5076095,.5463061,.5353651,.5515234,.5378745,.5488754,.5314363,.5846946,.5649328,.6632528,.6427171,.7285889,.7071429,.7102289,.6791123,.8187518,.7946168,.9467046,.9247298,92908,97797,106273,117368,120566,118626,117408,118672,123186,127824,133680,136095,133202,127129,120424,111089,101400,86657,68464,55578,85820,93960,101755,110854,115948,122257,125841,129211,131055,133976,134848,132642,128314,121076,113942,104684,95010,80124,63675,51884
19000,"Allentown",637958,42,"Pennsylvania","PA",78.98263,78.39907,82.43793,81.98856,81.27648,81.3904,83.35452,83.40199,84.35691,84.38858,84.52545,84.80576,84.23119,84.45067,83.89086,84.07169,85.10079,85.32305,85.23183,85.45251,85.79276,86.01601,86.57765,86.83157,86.42561,86.64552,86.85736,87.06913,88.25571,88.41338,87.54411,87.73667,87.53174,87.74306,88.67239,88.84231,88.36222,88.55541,88.77489,88.65549,72.54152,72.01286,74.84901,74.44004,75.61829,75.70948,77.14943,77.18938,77.62523,77.73621,78.64133,78.99567,80.27003,80.50652,80.19975,80.38038,81.1627,81.41379,80.02038,80.34093,81.09763,81.41012,83.15945,83.45421,83.64327,83.90422,83.81522,84.07123,84.0437,84.30787,84.25388,84.52341,85.25824,85.49852,85.35102,85.61415,86.00968,86.27032,87.45018,87.42941,.6753029,.656643,.6991873,.6895607,.7049497,.6805144,.7335351,.7102778,.6484352,.6288156,.6602509,.6242046,.6458537,.6177078,.6923536,.6684531,.7224119,.6955448,.667724,.645829,.6503794,.6247252,.7068773,.6785087,.6663265,.6383365,.684597,.6581811,.6210158,.5973986,.752151,.723187,.7833912,.7530742,.7748673,.7435459,.9110009,.8764787,.8799773,.8810852,.5056179,.4920635,.5409912,.5273457,.5809954,.5737559,.5879691,.5736254,.5543745,.54533,.5918002,.5760791,.5754152,.5614734,.5779707,.5647771,.5896045,.5761883,.604405,.5970373,.5940965,.5815304,.6314083,.6129242,.5869034,.5678903,.6408849,.6212581,.6555423,.6353386,.6958562,.6733848,.718706,.6895906,.8189332,.7906184,.8075944,.7767842,.7669598,.7571838,62545,64720,67629,72067,78974,85505,86521,86160,87321,91265,98127,102768,107120,107396,107320,105324,102336,98661,88063,72181,54592,57971,61997,67067,74078,81623,87419,90221,93205,96703,99617,102713,105661,104204,103612,101553,98492,93956,84149,68452
19100,"Reading",1114959,42,"Pennsylvania","PA",80.37647,80.07186,80.13154,80.00989,81.50417,81.63105,82.55316,82.74641,83.86796,84.16914,83.68003,83.9384,84.19095,84.44917,84.25867,84.4679,84.87838,85.10808,85.81645,86.05695,85.72958,86.01923,86.69003,86.96851,86.62211,86.88554,87.31005,87.54733,87.47667,87.72114,88.07711,88.31818,87.43333,87.69859,87.59364,87.76727,89.40172,89.57796,90.67692,90.75988,72.77808,72.5204,74.94604,74.81851,75.66003,75.7663,76.60272,76.78257,77.5745,77.90129,78.37406,78.683,79.55186,79.88033,81.62224,81.84602,81.88892,82.15118,82.2112,82.51649,81.67484,82.03783,83.44798,83.77834,82.90279,83.23119,84.15586,84.44848,83.97489,84.2971,84.26421,84.60129,84.95014,85.25037,85.74383,85.96841,86.50375,86.8017,86.77297,86.99373,.5339478,.5196123,.5246778,.5067048,.5572001,.5409344,.5523775,.5340261,.5090842,.4875869,.5153024,.4982065,.4962275,.4780442,.5035269,.4861539,.5195535,.5003369,.4913884,.4691733,.5372624,.5198455,.5186833,.4982778,.5193034,.4972091,.5288324,.5102614,.5107232,.4872403,.5475534,.5189068,.6550422,.627866,.6645448,.6410881,.6230464,.5929353,.5443094,.52224,.3948231,.3848708,.4394272,.4307097,.4264499,.4226118,.4108704,.4070762,.429303,.4246603,.4214087,.4179363,.4439892,.4416014,.422108,.4134851,.4299617,.425066,.4414623,.4298911,.4605004,.4542806,.4706099,.4610944,.4698682,.4615581,.5072469,.4921185,.529133,.5118316,.574217,.5576555,.5885226,.5648468,.6503175,.6304923,.7463529,.7113248,.7325803,.7034536,98503,99768,109447,125321,139001,144472,146233,148917,155229,164445,175894,186532,191675,188852,180799,166616,152475,132377,105907,91787,88965,90710,98827,115162,129531,142935,155283,166473,172085,179655,185533,188974,187434,181097,171345,156876,143105,122034,98252,84843
19200,"Harrisburg",1051424,42,"Pennsylvania","PA",79.07339,79.55696,78.85695,79.37026,81.94853,82.342,82.59938,83.00648,82.5993,82.99807,83.43982,83.85773,83.91013,84.23877,83.99744,84.35664,85.80918,86.11372,85.28407,85.62286,85.70049,86.05021,85.4138,85.77962,86.46562,86.77699,86.06564,86.39802,87.40741,87.6661,87.37213,87.63862,86.71597,87.00887,87.86168,88.0313,87.82249,88.06356,89.71555,89.67337,72.94564,73.49342,73.90195,74.41127,74.84765,75.30295,75.58121,76.06537,77.6684,78.1046,78.30026,78.77741,79.38504,79.78505,80.35265,80.75465,80.37446,80.80214,81.59135,82.01109,81.23244,81.67811,82.44018,82.84901,82.60525,82.99819,84.29045,84.61477,83.34285,83.71252,84.65863,84.98486,84.36871,84.69408,84.91733,85.18507,84.52236,84.85527,87.3276,87.41125,.5084739,.4916382,.5054606,.4928848,.5717331,.5514232,.5465925,.5265496,.5009494,.4846541,.515023,.4975566,.5176409,.498928,.5363823,.5167612,.4829076,.462596,.4800424,.4590665,.5235884,.4994604,.5214181,.5011164,.5150785,.4947932,.534739,.5107958,.4996138,.4762706,.5292459,.5066967,.6540406,.6289828,.6559559,.6338694,.7496119,.7146342,.6279277,.6258405,.4221626,.4216747,.4181757,.4186889,.4158288,.419443,.3990234,.3987918,.4402565,.4333727,.4511988,.4448432,.4414615,.432346,.4581415,.4469872,.4467444,.4398752,.4430601,.4352181,.4519868,.4378338,.4884903,.4764931,.4895723,.4771126,.4608387,.4458572,.5171602,.5064567,.5341192,.5132012,.5769695,.5588418,.6634098,.6453772,.7929999,.7667245,.6790382,.6660812,94007,92941,100951,116707,132772,141844,146969,151413,158090,165915,176408,188554,190928,191427,187851,181850,169092,148883,118965,93663,89730,88670,93871,107697,121547,136230,149671,159528,166525,174051,181572,185849,188525,184749,179387,172275,157974,137494,109116,87239
19300,"Poughkeepsie",873232,36,"New York","NY",80.60342,80.66253,81.71873,81.80083,81.04056,81.37083,82.16978,82.15604,82.90185,83.16869,82.88416,83.23665,83.93111,84.11685,84.49185,84.69392,83.66436,83.94553,84.53964,84.68428,84.92444,85.03057,84.99841,85.16788,85.69132,85.87826,86.34933,86.53484,86.19397,86.36289,87.87727,87.98239,86.32379,86.4902,88.23197,88.34285,88.27455,88.40916,88.8374,88.6345,75.87273,76.09231,76.49567,76.67941,77.4407,77.79322,77.33786,77.4402,77.94187,78.27328,78.21525,78.62151,79.32361,79.58022,79.87952,80.14049,80.11007,80.40749,82.16456,82.34458,81.6065,81.7734,81.20963,81.4572,82.40881,82.68341,82.83108,83.10179,83.75677,83.97436,84.13996,84.33289,85.18722,85.36291,85.4378,85.6193,85.97878,86.17471,86.85372,86.8025,.5635983,.5543093,.633998,.615364,.6645542,.6409726,.6514272,.6362515,.6971356,.6755759,.6701377,.6457253,.6746262,.6543579,.693894,.668593,.7122318,.6858958,.6545302,.6322972,.6411706,.623157,.6321366,.611088,.6238589,.5990073,.619709,.5966011,.63835,.6189472,.5796536,.5596268,.6427935,.6212554,.569509,.5519462,.6172692,.594261,.7238056,.7370822,.4928087,.4857635,.4966429,.4878888,.532522,.5241131,.5430863,.5351921,.5205802,.510662,.5499793,.5419278,.5455221,.5365888,.5692623,.5573722,.5609955,.546229,.576634,.5619987,.5789349,.567193,.5811795,.5703928,.6063846,.5923632,.5748957,.5580164,.5683409,.5535789,.5764684,.5602962,.5571556,.5406465,.5463379,.5319122,.5956847,.57538,.7713648,.7677702,83252,84751,81433,82816,88665,94037,98489,101598,104331,106938,109672,115855,122856,130620,140215,149614,158447,167284,157223,97616,75327,82192,79925,79728,82141,84643,88966,93702,99542,105565,109332,114908,122273,129818,139081,149805,158383,167058,150907,89890
