st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
46,"SD","South Dakota",2014,81.54034,81.77948,86.24191,86.52898,88.45316,88.665,89.18068,89.36063,78.26317,78.51177,81.89694,82.31657,87.02264,87.23834,89.31201,89.43729,1.714624,1.651918,1.775862,1.683875,1.635547,1.54804,2.802101,2.692571,1.189428,1.150962,1.709669,1.649317,1.483773,1.415434,1.628656,1.556523,24403,30256,35707,26122,25551,33102,35073,23131
47,"TN","Tennessee",2001,82.37418,82.89205,84.11814,84.47462,85.41988,85.78701,86.41776,86.68212,74.41015,75.08282,79.72119,80.15618,82.09081,82.51284,86.89819,87.11358,.6502439,.6333951,.7173911,.6949953,.9587045,.9232384,1.258944,1.214633,.4982332,.4986989,.7022878,.6884655,.8632186,.8403791,.96713,.9334239,230645,229793,204506,160810,214620,222976,195839,153998
47,"TN","Tennessee",2002,82.87392,83.38421,84.22903,84.57873,86.29922,86.6253,86.74046,86.99464,75.05835,75.74391,79.32822,79.77857,83.25884,83.64726,86.23457,86.46103,.567002,.5540458,.7592255,.7338118,.8912154,.8550727,1.372629,1.329432,.4964758,.4949259,.6711273,.6601323,.8184555,.7912924,.8829752,.8543014,243673,237245,207080,157987,225522,229523,197759,151116
47,"TN","Tennessee",2003,82.11282,82.65461,84.72411,85.05971,84.98251,85.36531,88.78252,88.95679,74.4597,75.17425,80.29953,80.73943,81.53027,81.97649,83.57318,83.8932,.5988588,.5831313,.6916795,.6707649,.9916394,.9572116,1.080952,1.044606,.4520359,.4531596,.6360704,.6230388,.8691232,.8483369,1.144526,1.113128,249349,241330,209107,160216,229723,231769,199685,152715
47,"TN","Tennessee",2004,81.52393,82.0915,84.72672,85.06561,84.55961,84.9649,89.00113,89.16238,75.78572,76.5048,80.22052,80.67355,82.17332,82.61013,85.88411,86.13425,.6319628,.6183487,.6921487,.6713126,1.005683,.9723144,.8851924,.8549913,.4551245,.453497,.6162868,.6030228,.80203,.7757185,.9987605,.9652188,251019,244681,212340,165565,230853,233047,203516,158122
47,"TN","Tennessee",2005,82.23987,82.80647,85.16891,85.50305,86.33864,86.67844,88.28465,88.47344,74.80167,75.54273,79.69375,80.16335,82.01618,82.4688,84.89233,85.17847,.6008052,.5829468,.6589407,.6384345,.9405858,.9021776,1.019845,.9845932,.4467775,.4437254,.6316271,.6219876,.8412054,.8159319,1.021803,.987944,252743,246977,215155,169922,232054,233725,206342,162223
47,"TN","Tennessee",2006,83.71608,84.24985,83.45895,83.8568,86.05379,86.40973,87.77714,87.98672,74.54851,75.30312,79.4726,79.95509,82.74644,83.18376,83.47696,83.81721,.5215004,.5038385,.784023,.7624971,.871552,.8360977,1.12825,1.089869,.450009,.4523969,.6825823,.67173,.782424,.758231,1.141222,1.114876,254835,251001,219324,172014,234469,236564,209994,164614
47,"TN","Tennessee",2007,81.87496,82.49718,86.03168,86.35318,88.0808,88.35361,89.74568,89.8835,75.63848,76.40596,80.09681,80.57821,83.78875,84.2027,84.53182,84.84348,.5746655,.5573669,.6175821,.5963771,.711525,.6792651,.8076312,.7789924,.4710844,.4697811,.6581907,.6445956,.7536983,.7247508,1.038143,1.005201,260186,255935,222928,173213,240047,241013,212527,164876
47,"TN","Tennessee",2008,83.10072,83.69348,84.92423,85.29307,86.74806,87.08853,87.6828,87.90034,74.92166,75.70913,80.02119,80.51703,84.5506,84.94672,86.11568,86.3782,.5442172,.5233313,.6669839,.6448318,.8425777,.8055655,1.128435,1.086078,.4644887,.4679876,.6586549,.6453577,.7168322,.6891962,.8988568,.8640257,266985,258885,224855,174984,246877,243496,213763,166435
47,"TN","Tennessee",2009,81.84163,82.51594,84.939,85.32254,86.30256,86.67284,89.09524,89.2609,74.05267,74.88891,79.31892,79.8539,83.53973,83.98539,86.45036,86.70761,.5267466,.5084811,.6387398,.6190836,.7930609,.7562612,.8236296,.7897854,.3843177,.3911916,.5494121,.5360589,.7385578,.7105075,.8507214,.819522,278599,266838,230397,177802,257863,250567,218642,168100
47,"TN","Tennessee",2010,81.47829,82.19006,85.73602,86.10391,86.5076,86.8812,89.49844,89.65405,75.81202,76.64588,80.04562,80.57516,84.36292,84.78481,87.8288,88.03367,.5855052,.571344,.6300169,.6037924,.809711,.7733831,.822099,.7896548,.4419648,.435728,.6074859,.5930596,.6867076,.6604829,.6816779,.6527203,276522,266045,229122,175755,257243,248601,216634,165549
47,"TN","Tennessee",2011,81.98892,82.70378,83.99267,84.44239,86.54726,86.93254,89.32893,89.49893,74.59085,75.44901,80.66528,81.18835,83.44669,83.91865,85.65548,85.96426,.5192618,.498944,.728052,.7016217,.9181032,.8735109,.8955479,.861645,.4302053,.4313792,.5911737,.5746556,.8173969,.7871478,1.110932,1.070452,274384,264395,228994,173483,253752,244702,216842,163088
47,"TN","Tennessee",2012,81.85797,82.59889,83.58892,84.06367,86.49898,86.89066,89.92583,90.06931,74.04322,74.91241,80.42303,80.95966,84.05485,84.51089,85.67126,85.97517,.5790136,.5560946,.766079,.7375048,.843908,.8018553,.7604994,.7299134,.4267728,.433246,.6065949,.5915057,.7734808,.7410693,.946977,.9096723,272386,261943,230289,176364,252442,243811,218160,165713
47,"TN","Tennessee",2013,81.83403,82.59145,84.30755,84.75996,88.2377,88.54624,89.05318,89.23038,74.5587,75.44521,78.86381,79.43939,82.36681,82.89103,86.90462,87.15947,.5594061,.535789,.7031793,.6744433,.7124552,.6721415,.9273498,.8915277,.4001365,.4062968,.6257186,.6169916,.8477421,.8192086,.8811687,.8436435,270961,262537,229968,175572,255245,245988,216820,164348
47,"TN","Tennessee",2014,82.58179,83.31055,85.25072,85.66367,87.8992,88.21881,90.16517,90.29656,74.51045,75.40043,79.68322,80.24139,84.75817,85.18315,85.79173,86.08955,.5542746,.5276967,.6393374,.6122362,.6658836,.6291524,.7566267,.7270178,.4290822,.4327945,.6412282,.6290223,.6980931,.6651318,.9766641,.9387857,256243,254947,224903,170854,242820,237819,209303,158137
48,"TX","Texas",2001,81.46869,80.57471,82.91632,82.28148,83.01032,82.60014,86.0427,85.86877,76.968,76.11786,78.47449,77.92796,80.92282,80.6048,84.45094,84.37029,.4295581,.4699124,.5179898,.5303839,.627206,.6216021,.6717097,.6689779,.31099,.3313029,.4290404,.4286982,.5143347,.512149,.5318481,.5272926,792697,683216,614109,675471,760178,662612,605790,671673
48,"TX","Texas",2002,82.42111,81.51337,84.0358,83.40668,83.80277,83.38326,86.19185,86.00909,76.37222,75.53085,79.16344,78.60831,82.09502,81.76856,84.4095,84.33236,.3730821,.4254623,.4864003,.5092288,.5976809,.5962627,.6356983,.6346712,.2993427,.3127511,.4231696,.4241107,.4969301,.498721,.5308445,.5256504,827457,705070,631579,691913,781202,683834,625511,688471
48,"TX","Texas",2003,82.69957,81.79607,83.62061,82.97628,85.11742,84.68226,86.58606,86.395,77.27773,76.42811,80.19332,79.62188,82.4362,82.10235,84.33639,84.26246,.3732671,.4206561,.4901781,.5122814,.548348,.560079,.6437,.6435896,.2918572,.3181864,.4118366,.4202696,.485263,.4882928,.5554274,.5501774,847207,722674,645940,714198,794322,699061,641236,712258
48,"TX","Texas",2004,82.9519,82.05644,84.50031,83.86548,86.02854,85.60801,88.16769,87.97409,76.78915,75.93474,79.80483,79.23248,81.94183,81.60357,85.11171,85.02306,.3696947,.4253409,.4762417,.5041825,.5519944,.5679357,.5117334,.5169804,.3060105,.3329868,.4012984,.4117734,.5037947,.5046372,.520524,.5171415,872103,745180,661876,717845,815805,719876,652793,713355
48,"TX","Texas",2005,83.29803,82.39711,84.62305,83.97254,86.08937,85.64819,87.63667,87.42853,77.28809,76.42605,79.46885,78.89415,83.07011,82.72091,85.5707,85.47847,.3679323,.4223203,.4638208,.4889322,.5063152,.5257456,.5507953,.557023,.2892014,.3258039,.4041562,.4137603,.4761364,.4816349,.5131828,.5098625,889428,762647,675849,725687,827189,736312,665162,718974
48,"TX","Texas",2006,83.3755,82.46761,84.21809,83.55557,86.73666,86.30496,88.12267,87.90884,77.53793,76.66823,80.26105,79.67138,82.18626,81.83744,86.08478,85.98945,.3414196,.40155,.461742,.48731,.4889287,.5101378,.5308604,.5411213,.2941958,.3231819,.4227541,.4352698,.4832887,.4854808,.4601865,.4570813,919865,777860,684582,734827,850149,749222,673531,727682
48,"TX","Texas",2007,83.42625,82.52795,85.12765,84.4839,86.20184,85.75411,88.08015,87.85912,77.51744,76.64042,80.89018,80.2879,83.85341,83.50169,85.39581,85.30793,.3342683,.387939,.4361024,.4704109,.5015291,.5208262,.50383,.5112869,.287809,.3140406,.3769152,.3909948,.4409871,.4489649,.5151081,.5143354,938010,794331,698817,756005,860939,766908,690554,749232
48,"TX","Texas",2008,83.07098,82.16255,85.73385,85.0985,86.8869,86.44366,89.16783,88.95666,77.63759,76.73887,80.32679,79.71101,83.67907,83.31207,85.32169,85.22845,.3465066,.3976984,.4113025,.4429572,.4570074,.4721143,.4232021,.4321086,.2899592,.3365929,.3843395,.3967527,.420381,.4305549,.476242,.4710057,947116,807042,717091,784981,862681,780411,714289,779876
48,"TX","Texas",2009,82.55508,81.63808,84.4109,83.74857,86.47985,86.02501,89.40804,89.19531,76.50206,75.60766,80.08958,79.4664,83.89397,83.52011,86.34843,86.2494,.3248202,.3963898,.4243197,.4616136,.4581335,.4764404,.375802,.3873791,.2651223,.2984353,.3938257,.4134256,.4177268,.4268817,.4353833,.4338513,963126,835133,744987,821630,872284,808896,741391,816194
48,"TX","Texas",2010,83.41759,82.51986,84.90292,84.2367,86.78285,86.3261,88.77204,88.5415,77.106,76.21086,80.50961,79.86244,83.10912,82.73586,86.53867,86.43305,.3244942,.4017538,.3939633,.4333,.4343426,.4599836,.4169445,.4253747,.2801065,.3219487,.3713031,.3892309,.4454697,.4510433,.4122329,.4117416,955730,848132,758213,846445,856182,820710,758432,840149
48,"TX","Texas",2011,83.51144,82.62345,85.05897,84.39273,86.8634,86.40595,88.04398,87.80099,76.85149,75.96397,81.00299,80.34743,83.11504,82.72804,86.03212,85.92812,.3295863,.3982225,.4006545,.4391003,.4581346,.4770759,.5114138,.5239095,.279072,.3103248,.3671083,.3976463,.4536576,.4616435,.4290011,.4270751,958819,867080,766800,845185,855855,832663,759290,835218
48,"TX","Texas",2012,82.33385,81.42162,85.56322,84.89084,86.05329,85.559,89.0191,88.77299,76.8017,75.88435,80.71083,80.02364,83.02692,82.60757,86.56593,86.44828,.3414402,.4215875,.3902775,.4244667,.5001526,.5197601,.4185292,.4291721,.281588,.3171469,.3826026,.400757,.4419041,.4552929,.4407905,.4390307,965569,877401,776983,855478,857408,840183,770659,845937
48,"TX","Texas",2013,83.14465,82.2198,84.68721,83.96722,86.79868,86.30071,89.38355,89.13643,76.58128,75.62766,80.68187,79.96472,83.15495,82.71228,85.74113,85.61572,.3244231,.3937342,.4095893,.4482571,.4617149,.4908383,.3986199,.4096226,.26593,.302875,.3760321,.4006057,.4148756,.4229956,.4417193,.4386275,976908,892659,788812,865991,877417,858429,788412,858018
48,"TX","Texas",2014,83.77238,82.8466,85.21899,84.50815,87.24046,86.73285,88.29086,88.00797,77.38415,76.38679,80.21237,79.48106,83.55228,83.09797,86.9626,86.81955,.3069009,.3908475,.4038456,.454391,.3855925,.4151193,.4940734,.5108415,.2936044,.3359232,.3655921,.3895289,.4283572,.4385515,.385083,.3870664,954817,889787,765942,786020,841399,842355,776567,811155
49,"UT","Utah",2001,83.4762,83.49284,86.27377,86.2672,85.58048,85.69826,88.5497,88.65958,78.4162,78.42871,81.215,81.30476,87.04198,87.10937,86.22343,86.42574,1.382878,1.337115,1.406902,1.37298,1.784559,1.733086,1.4922,1.438259,1.107765,1.075274,1.330918,1.299085,1.18636,1.155649,1.71905,1.6592,48065,62815,79312,66090,47173,64918,79901,63967
49,"UT","Utah",2002,82.83881,82.89895,86.92737,86.93726,84.36737,84.50372,88.07703,88.22459,77.48938,77.52778,82.06046,82.14442,85.34857,85.46994,89.63867,89.70546,1.46132,1.410303,1.532152,1.496123,1.766083,1.717997,1.807193,1.741059,1.097587,1.068478,1.4217,1.389942,1.415403,1.378347,.9695019,.9337382,50714,65036,81764,66569,49325,66820,82548,64137
49,"UT","Utah",2003,84.70094,84.65761,86.76966,86.75033,83.94254,84.09894,89.46799,89.5577,76.50948,76.58879,82.81605,82.88304,83.38923,83.52842,88.65543,88.74558,1.195955,1.15249,1.292882,1.262264,1.813654,1.762697,1.3903,1.339309,1.0815,1.05585,1.271038,1.239909,1.313886,1.281268,1.015395,.9760244,52389,66350,83859,69002,50618,68330,84403,66438
49,"UT","Utah",2004,81.21053,81.3418,85.37462,85.39697,87.32577,87.38847,86.90993,87.11418,79.0377,79.05908,79.42453,79.55219,84.1996,84.32628,86.14907,86.35651,1.494636,1.441318,1.488216,1.444184,1.462165,1.42009,2.169542,2.09387,1.088591,1.054325,1.312818,1.288089,1.307961,1.273477,1.587795,1.530689,54409,67419,84814,70121,52934,68795,85314,67677
49,"UT","Utah",2005,84.36453,84.38067,85.93418,85.95531,86.14684,86.22768,90.38708,90.42793,80.33766,80.32807,84.23149,84.23825,86.60187,86.66743,89.61312,89.70621,1.326211,1.277355,1.570927,1.527233,1.547611,1.503733,1.031461,.9935737,1.01071,.9760229,1.054308,1.027327,1.087381,1.058072,1.097398,1.053783,55955,69431,85935,70044,54503,70502,86687,67180
49,"UT","Utah",2006,83.33463,83.34184,87.68552,87.63116,86.34912,86.42207,91.23127,91.24246,79.06994,79.08653,83.49274,83.55039,85.09743,85.21732,89.62209,89.70255,1.277527,1.222245,1.021535,.9959987,1.480571,1.435485,.7751697,.7491469,1.028346,.9956348,1.251334,1.220667,1.384829,1.34793,1.046114,1.004156,56792,70918,87917,71758,55831,72459,88341,69006
49,"UT","Utah",2007,85.44208,85.35773,88.09792,88.03864,89.22664,89.23424,88.64579,88.76381,76.778,76.86301,82.84553,82.88789,86.44413,86.51014,87.10614,87.28593,.980078,.9379976,.9917084,.9677286,1.051325,1.024954,1.561534,1.501855,1.114922,1.082927,1.172547,1.141309,1.07161,1.040372,1.421799,1.362362,57817,72471,90099,75230,56449,74527,91014,72515
49,"UT","Utah",2008,83.63159,83.67468,86.01551,86.00764,88.94971,88.95972,87.51849,87.70044,78.12714,78.17754,83.95223,83.97379,88.16324,88.17725,87.86645,88.01759,1.285101,1.226463,1.324575,1.284359,1.098444,1.07122,2.011756,1.936687,1.078291,1.044787,1.085125,1.058689,.7809972,.7606984,1.258416,1.206568,58142,73028,92595,79303,56200,75454,94131,76781
49,"UT","Utah",2009,83.41942,83.37613,86.59599,86.55704,89.78426,89.73206,88.27185,88.42064,77.47754,77.48608,81.92166,81.95708,87.5322,87.54993,86.55881,86.77159,1.077559,1.030192,1.142771,1.109932,.6676872,.6539181,1.622642,1.561914,.944054,.9153785,1.087944,1.058816,.7774178,.7561178,1.450161,1.391299,58599,74241,96312,83829,57239,76845,98004,81142
49,"UT","Utah",2010,83.31152,83.38329,86.75617,86.70542,87.28032,87.32338,89.93089,90.00734,78.32053,78.34856,83.20021,83.21988,84.53441,84.64571,86.66695,86.88175,1.373789,1.311948,1.128476,1.09692,1.338762,1.301519,1.18344,1.13761,1.002149,.9683039,1.077592,1.050796,1.186589,1.152416,1.400158,1.343361,60012,75579,97569,83047,58788,78145,99677,79945
49,"UT","Utah",2011,83.26123,83.22843,86.20112,86.14817,90.61287,90.57381,88.68975,88.8027,76.77447,76.85246,82.72637,82.74413,85.82854,85.90465,86.0108,86.25178,1.096416,1.04564,1.144641,1.113657,.6808516,.6667249,1.371185,1.316799,1.001683,.9744354,1.094819,1.067191,1.140453,1.10902,1.605921,1.5447,61183,75745,97266,83664,60309,77819,99846,79942
49,"UT","Utah",2012,84.52783,84.48793,87.90372,87.79056,84.43653,84.55542,91.08173,91.09573,79.63663,79.55502,83.67326,83.66135,86.35154,86.39433,86.63091,86.84064,1.135285,1.084182,.8936861,.8739507,1.742632,1.691804,.7798814,.7528188,.9484074,.9149714,1.071713,1.043041,.9604077,.9363961,1.477439,1.420446,62153,77484,98436,83408,60892,79616,101070,80009
49,"UT","Utah",2013,84.62194,84.57697,86.2472,86.20522,88.4613,88.44481,91.1636,91.18845,78.96056,78.95306,82.70798,82.72108,84.53652,84.63413,88.86787,88.9638,1.125968,1.072975,1.293602,1.259488,1.049474,1.024325,.7973874,.7684994,1.028019,.9933367,1.189903,1.161797,1.233934,1.201237,.8938777,.8562127,62701,78163,100112,83962,62391,80956,103056,80497
49,"UT","Utah",2014,83.94403,83.85701,88.08952,87.97816,87.27767,87.25756,90.40665,90.45258,78.62012,78.54356,84.12808,84.07125,87.38815,87.39395,88.74615,88.84825,1.130415,1.082965,.9906467,.9707113,1.12329,1.097104,1.069374,1.031925,.9589641,.9256813,1.015918,.9907273,.9174457,.8964775,1.000961,.9592071,64460,75092,95511,83048,62387,80124,101229,79660
50,"VT","Vermont",2001,82.02311,82.42213,82.8382,83.244,85.36594,85.73118,82.94341,83.41366,78.21523,78.67381,79.30185,79.70786,88.48112,88.6298,87.79195,88.00228,2.201146,2.113309,2.92306,2.843397,2.950673,2.835074,3.8639,3.79468,2.000757,1.958188,2.155401,2.123921,1.769195,1.695668,2.5332,2.434166,22041,26742,28356,20738,22151,27579,26821,19632
50,"VT","Vermont",2002,81.74264,82.16512,87.46941,87.65412,87.11423,87.41759,89.16983,89.35008,76.23956,76.73489,76.69937,77.12004,83.52435,83.85961,76.00432,76.33999,2.170947,2.090339,2.000008,1.91069,2.994779,2.872187,2.760998,2.638994,1.86784,1.861065,1.946087,1.953123,2.355235,2.279321,2.404632,2.465024,22511,27585,29078,21614,22281,28408,27703,20348
50,"VT","Vermont",2003,82.2647,82.69219,86.16694,86.44518,87.72883,87.98005,92.04203,92.07275,78.40437,78.85058,81.18585,81.5444,86.26116,86.52602,82.57369,82.98112,2.403043,2.311255,2.568183,2.466003,2.403328,2.294568,1.264917,1.20961,1.846258,1.801188,2.034989,1.981125,2.313559,2.230814,3.1697,3.109832,22801,28418,29641,22086,22597,28843,28544,20665
50,"VT","Vermont",2004,82.0082,82.45559,83.69577,84.04743,84.57339,84.97715,91.97565,92.01698,77.78674,78.25913,80.8061,81.17934,87.31651,87.52028,89.03754,89.1926,2.398934,2.309982,2.635468,2.548977,3.223851,3.119065,1.323468,1.262219,1.807262,1.772338,2.127683,2.079636,1.841467,1.763656,2.12889,2.035726,23364,28792,30148,22540,22959,29297,28877,21044
50,"VT","Vermont",2005,83.99987,84.34268,87.60596,87.76559,84.77097,85.1602,89.6718,89.84542,82.11905,82.47317,87.60111,87.74339,83.33504,83.70011,84.18217,84.56388,2.097019,1.996737,1.817686,1.741945,2.971152,2.877118,3.123572,2.998116,1.722047,1.65316,1.471102,1.41493,2.453937,2.380397,3.403775,3.330556,23648,29011,30571,22873,23327,29136,29540,21103
50,"VT","Vermont",2006,84.64441,84.96501,84.1793,84.50851,85.49584,85.84995,84.7732,85.18446,80.05058,80.42449,84.26234,84.53751,87.18157,87.37811,84.00706,84.39162,1.989607,1.893994,2.593536,2.503026,2.779366,2.67853,4.140187,4.05515,1.511922,1.451278,2.114042,2.047049,1.618138,1.548522,3.104243,3.031337,23421,29397,31057,23298,23260,29599,29868,21560
50,"VT","Vermont",2007,84.73367,85.01807,86.30547,86.52561,87.3052,87.53999,92.29,92.31125,78.79511,79.25034,84.20765,84.46949,85.43729,85.73602,84.08624,84.48781,1.857654,1.767437,2.001639,1.917517,2.143529,2.04594,.9521789,.9077237,1.702835,1.656619,1.908247,1.841845,2.298787,2.213943,3.640521,3.571165,23249,29537,31289,23384,23361,29502,29811,21518
50,"VT","Vermont",2008,85.22024,85.47768,86.72713,86.89762,89.78283,89.94451,90.8149,90.91566,79.30911,79.75078,81.23478,81.57935,83.84378,84.20227,90.98109,91.05051,1.669669,1.584322,1.688038,1.618801,2.002486,1.9087,2.015745,1.926235,1.723282,1.671943,1.891656,1.840475,2.413481,2.338423,1.335132,1.266626,23392,29687,31804,23211,23835,29642,30040,21191
50,"VT","Vermont",2009,83.70001,84.06654,87.42152,87.59631,89.71547,89.87088,86.7355,87.08057,74.33904,74.83672,83.58113,83.86374,88.83116,88.96627,87.24551,87.53574,1.950868,1.860011,1.841105,1.760337,1.807595,1.719593,4.034477,3.927504,1.368985,1.396478,1.844801,1.780651,1.245478,1.183115,3.079592,2.963969,23297,29835,32285,23771,23866,29788,30441,21634
50,"VT","Vermont",2010,84.09325,84.4287,90.347,90.39803,84.25632,84.68716,88.7124,88.94133,77.12634,77.62096,82.20033,82.52637,84.77412,85.10825,85.65063,85.97487,1.981708,1.887834,1.074442,1.029467,3.248443,3.162996,3.159962,3.041053,1.598577,1.572936,1.962355,1.907581,2.278782,2.202318,2.655845,2.55063,23114,29455,32285,23509,23657,29320,30522,21214
50,"VT","Vermont",2011,81.47961,81.94145,87.07619,87.28799,87.71038,87.94397,89.38578,89.55856,80.96179,81.29631,83.55731,83.82255,87.67515,87.87047,89.67472,89.81375,2.286463,2.210727,2.285906,2.190959,2.148673,2.050962,2.600581,2.487568,1.337052,1.278564,1.635076,1.576262,1.676406,1.603608,1.89309,1.793985,22777,28646,31715,23788,23165,28502,29902,21526
50,"VT","Vermont",2012,84.84972,85.15852,84.56165,84.85396,87.11543,87.43149,90.11018,90.26065,80.57423,80.99738,80.54472,80.92213,85.13293,85.44985,83.57452,83.9995,1.971967,1.877584,2.355059,2.268462,3.321222,3.208702,2.627333,2.514364,1.789599,1.730915,2.01007,1.96804,2.365928,2.281596,3.415896,3.351192,22098,28422,31601,23605,22743,28640,29504,21423
50,"VT","Vermont",2013,85.49266,85.7515,84.55298,84.85612,89.78499,89.9317,90.14847,90.28316,80.43041,80.82974,84.61445,84.86034,88.68219,88.8193,90.21397,90.32079,1.708216,1.618866,2.496019,2.405948,1.80776,1.717474,2.214795,2.106585,1.563616,1.50091,1.750022,1.686189,1.343701,1.28121,1.627579,1.545235,21860,27922,31266,23239,22655,28154,29091,20928
50,"VT","Vermont",2014,82.743,83.17216,86.23374,86.47183,87.42374,87.67741,89.78701,89.952,76.75977,77.27692,84.43616,84.70116,86.4063,86.67017,89.73188,89.87327,2.292876,2.200176,2.566059,2.469557,2.522974,2.417033,2.770283,2.651702,1.558443,1.537269,1.895293,1.827421,2.098835,2.009475,1.847749,1.746833,21346,26821,29619,22900,22140,26891,27396,20100
51,"VA","Virginia",2001,81.20409,81.82972,82.26553,82.63699,84.3236,84.52689,86.19289,86.25044,74.72345,75.53263,79.75141,80.20392,82.08221,82.38237,85.10475,85.28493,.6971552,.6855856,.8944893,.8686365,.8933399,.8695247,.8372465,.8231232,.5286551,.5314778,.677803,.6665692,.7954268,.7773831,.7469728,.7282568,227438,249653,269674,326629,206502,242059,258888,316313
51,"VA","Virginia",2002,81.82217,82.41843,83.75907,84.07214,85.28541,85.45066,86.43715,86.48034,74.42082,75.2266,78.54297,79.01736,81.79493,82.10001,85.44572,85.62021,.6673189,.6530449,.78194,.7621429,.8542995,.8366556,.9050717,.888539,.5143941,.51713,.6798519,.6708981,.8240745,.8071916,.7844847,.7627599,236807,258069,277743,335031,211264,249010,267247,324784
51,"VA","Virginia",2003,82.55087,83.11757,85.51549,85.77186,84.85092,85.01843,87.21497,87.23311,75.06879,75.89297,79.07178,79.54223,81.966,82.27368,84.27069,84.48322,.6635687,.6472384,.6895306,.6745239,.8467582,.8302111,.7530997,.7458234,.5420325,.5438313,.6564279,.6465243,.7316855,.71581,.8143908,.7937253,241377,263713,286364,348068,215775,253532,275224,337064
51,"VA","Virginia",2004,81.64855,82.24088,84.2812,84.56235,85.53267,85.6725,87.12537,87.13605,74.65102,75.45723,79.3611,79.83716,81.64874,81.97523,85.71029,85.89248,.6891133,.6753016,.7646955,.7456325,.8620124,.8442898,.8573639,.8495754,.521058,.5273721,.6360221,.624167,.8215791,.8036477,.7669021,.7448657,244666,268252,292009,359701,217294,257011,280194,347785
51,"VA","Virginia",2005,80.42182,81.0594,85.18649,85.44164,83.88103,84.05553,88.19785,88.18832,75.47479,76.30756,79.99412,80.45886,82.28777,82.60561,85.25347,85.45321,.6881211,.6757324,.7139047,.6964568,.8951499,.8741635,.6963327,.6928492,.5052714,.5047184,.6788139,.668645,.7220821,.7028137,.7251287,.7058614,250209,271090,296571,369916,220932,259081,284863,358860
51,"VA","Virginia",2006,81.81779,82.43018,84.17803,84.46091,85.66579,85.7991,87.47172,87.46368,74.99017,75.83801,81.11471,81.56461,83.56894,83.86022,86.57337,86.7365,.6570985,.6420435,.7532393,.7353059,.8385594,.8223127,.7535614,.7492214,.5031341,.5071625,.6391125,.6233391,.716628,.6965221,.6165882,.5962268,251815,274806,299724,380310,221721,261867,287986,368817
51,"VA","Virginia",2007,83.17985,83.7599,85.01598,85.28336,86.86533,86.97728,88.21764,88.20273,74.96278,75.82352,80.74397,81.21625,83.75484,84.05632,84.60157,84.84447,.6158545,.5972182,.6830641,.6646082,.6627054,.653727,.6912172,.6869253,.4893325,.4934124,.6623445,.6442503,.698071,.6778523,.8283927,.8025925,253998,277050,304081,384508,224115,263467,291573,372224
51,"VA","Virginia",2008,82.26072,82.89005,85.73488,85.98925,86.57555,86.69423,89.02519,88.99894,74.92557,75.80715,80.74574,81.23025,82.59087,82.93439,86.76373,86.94103,.6514045,.6348085,.6515461,.6354902,.7158641,.7045447,.6278264,.6275785,.4640881,.4661448,.6616391,.6455829,.7138241,.6935052,.6235477,.6007485,255862,280877,307514,389169,227604,265753,293238,376057
51,"VA","Virginia",2009,81.30734,82.00269,85.22355,85.50779,85.36813,85.52318,89.55753,89.52935,74.45647,75.36246,79.41924,79.95524,83.31168,83.65483,88.4384,88.55426,.6676957,.6504803,.6770706,.6576578,.8267851,.809887,.5640406,.5625982,.4622791,.4725847,.6235992,.6099136,.7195278,.6986315,.4318649,.4153101,260758,286625,314497,398973,233487,269199,298825,384385
51,"VA","Virginia",2010,82.94749,83.61099,85.46453,85.755,87.94326,88.04818,88.43758,88.41371,75.45826,76.37749,79.5977,80.14737,84.61688,84.93063,86.55782,86.75591,.5886669,.573,.6743467,.6545661,.6595372,.6469907,.6714973,.6720588,.4680805,.4713066,.6547381,.6391389,.656615,.63236,.6502381,.6245022,260147,286939,313387,402922,233044,267387,297199,387354
51,"VA","Virginia",2011,82.32184,83.0291,86.41672,86.68606,86.90561,87.0398,89.27433,89.24342,76.14548,77.07795,80.96993,81.49891,83.18074,83.55736,87.29198,87.47689,.6705412,.6476738,.6217741,.6019002,.7362899,.7184471,.5814152,.5847022,.4924305,.4931943,.6032547,.5864328,.7319824,.7085249,.5947255,.5710017,255407,281534,310942,413098,227509,260245,294892,396631
