st,stateabbrv,statename,year,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
15,"HI","Hawaii",2003,83.80522,80.94781,85.19408,82.02537,86.60258,83.38696,88.2141,85.31575,78.74395,76.914,80.50768,78.77987,83.65578,81.96159,83.99137,82.48801,1.676648,1.883093,1.897023,2.174183,2.200969,2.57512,2.643084,3.14309,1.299435,1.325815,1.759566,1.761339,1.884106,1.991397,2.39883,2.461666,43758,48190,46956,42924,43022,47368,48103,40553
15,"HI","Hawaii",2004,84.0027,81.22099,86.1209,83.15977,88.48099,85.86992,91.92731,90.80359,78.02632,76.2254,83.45473,81.85151,86.48863,85.00866,87.42757,86.14971,1.774643,1.98159,1.780561,2.139374,1.582507,2.142478,.6992297,1.108014,1.259244,1.255354,1.638349,1.708624,1.397194,1.567689,1.463716,1.643534,43913,48906,48241,44778,43636,47947,49675,42605
15,"HI","Hawaii",2005,83.48734,80.68364,82.50234,79.22277,85.20052,81.87999,86.73302,83.55454,79.47122,77.74703,82.55018,80.78455,82.67127,81.05451,86.10352,84.75464,1.649288,1.844671,1.962768,1.998966,2.435409,2.561964,2.465134,2.762119,1.261732,1.298189,1.401772,1.486685,1.913919,1.957589,1.87201,2.024551,44019,49605,49272,46524,43136,48623,50646,44394
15,"HI","Hawaii",2006,85.30073,82.79104,87.02224,84.38435,87.06269,84.04475,89.84553,87.63856,76.46716,74.95932,82.09379,80.43537,83.52853,81.93956,86.32706,85.10909,1.421241,1.683513,1.386881,1.798963,2.130749,2.518648,1.607216,2.202092,1.296221,1.250824,1.469421,1.535883,1.830484,1.924996,2.262229,2.393624,45045,50824,49984,47900,44580,49183,51720,45825
15,"HI","Hawaii",2007,87.12478,85.0123,87.8808,85.49586,88.48322,85.9106,89.73175,87.5339,79.98438,78.38662,81.17354,79.54734,85.25658,83.73786,87.29404,86.08832,1.346456,1.687448,1.248114,1.665798,1.709393,2.238026,1.458647,2.045505,1.279858,1.30589,1.659189,1.688944,1.509947,1.650137,1.685322,1.836881,44164,51716,51058,48816,43880,49876,52719,46470
15,"HI","Hawaii",2008,86.54133,84.30302,85.78281,82.88864,88.03867,85.3236,87.51653,84.57046,79.89565,78.14537,82.13219,80.52367,81.63863,80.00587,86.27271,84.94917,1.400181,1.715295,1.970258,2.260934,1.850914,2.330247,2.261312,2.668523,1.093172,1.132297,1.55668,1.610068,1.734858,1.747722,1.748966,1.886236,44484,52653,52289,48088,44650,50832,53751,45442
15,"HI","Hawaii",2009,84.49722,81.94203,89.22095,87.27205,85.3532,82.14616,87.93455,85.11491,79.39211,77.71749,79.7471,78.05813,84.59943,83.1246,83.48451,82.04675,1.542162,1.760345,1.041854,1.469561,2.238132,2.455075,2.064063,2.537587,1.198248,1.23129,1.461707,1.465783,1.861721,1.990671,2.238102,2.279116,44371,53822,53890,48833,44895,51574,55254,46153
15,"HI","Hawaii",2010,85.43927,83.03426,86.2097,83.42711,86.67595,83.67338,85.80724,82.65633,81.44633,79.77776,82.44377,80.73145,86.5075,85.10271,86.85769,85.65026,1.520365,1.78427,1.669623,1.97065,2.110574,2.438342,2.595286,2.73617,1.071239,1.123078,1.342894,1.407356,1.366745,1.516067,2.076244,2.23144,44155,54424,53792,48038,44482,52223,55014,45417
15,"HI","Hawaii",2011,87.97797,86.13834,90.64745,89.29678,85.54838,82.36581,87.62125,84.73759,78.24726,76.65212,85.53352,84.0234,87.22376,85.86351,85.88163,84.53518,1.069068,1.378218,.7273077,1.044495,1.944094,2.21962,2.155129,2.609927,1.258429,1.245267,1.050758,1.17121,1.220879,1.380072,2.075131,2.202194,43570,54026,53171,48307,43341,52154,54494,45591
15,"HI","Hawaii",2012,85.46095,83.08953,88.06806,85.80093,90.20922,88.36031,89.35367,87.00818,80.57546,78.93091,81.72809,80.05795,86.4605,85.02242,86.41216,85.09918,1.430422,1.692525,1.151892,1.522153,1.145513,1.647298,1.809016,2.39905,1.200366,1.221191,1.513348,1.546948,1.4541,1.611623,2.002045,2.141258,44401,54494,52887,47064,44042,52512,54204,44497
15,"HI","Hawaii",2013,86.86793,84.79206,87.04475,84.4502,88.20446,85.57482,92.06316,90.91199,80.44952,78.78018,83.45246,81.84094,86.00938,84.48761,84.73083,83.2933,1.141836,1.431923,1.667225,2.019561,1.9285,2.361462,1.109889,1.666296,1.24463,1.281913,1.468266,1.542272,1.537001,1.698632,2.326216,2.4186,44524,54665,53194,46980,45452,52319,53989,44051
15,"HI","Hawaii",2014,84.55946,82.05045,86.32949,83.58784,91.20531,89.82999,87.29835,84.3576,78.3244,76.63305,83.25661,81.607,85.45348,83.87282,86.93904,85.60659,1.400941,1.622897,1.688279,1.967843,.8133796,1.212349,2.893213,3.233105,1.250575,1.238,1.495088,1.566239,1.623405,1.774922,1.878122,2.060764,43049,54050,51006,44158,44860,51029,52573,40883
16,"ID","Idaho",2001,84.32312,84.47348,83.21087,83.55339,86.31473,86.53999,87.79065,87.98734,76.00092,76.29921,82.65125,82.91828,83.0069,83.28313,86.85845,87.04273,1.474075,1.410078,2.207994,2.137087,2.029038,1.950296,2.788796,2.69392,1.255442,1.238327,1.606036,1.554085,1.826055,1.775776,2.207802,2.133092,44373,50027,48771,33785,44686,53474,47915,31680
16,"ID","Idaho",2002,83.13665,83.39739,84.63953,84.89307,89.50086,89.59245,85.94292,86.17736,79.36017,79.56617,84.0498,84.25928,86.02371,86.19791,86.59393,86.77798,1.766326,1.697499,1.90173,1.825104,1.315019,1.263063,2.613413,2.525551,1.248032,1.205521,1.398462,1.345717,1.448083,1.399838,2.143577,2.072143,45995,51841,50051,34716,45901,55006,48962,32866
16,"ID","Idaho",2003,82.0528,82.30836,88.02486,88.11588,85.83138,86.07768,89.09583,89.24517,79.46294,79.66959,81.77608,82.03234,85.0982,85.31069,80.57728,80.92303,1.526649,1.466398,1.239115,1.184055,2.094232,2.014701,2.667745,2.570955,1.23325,1.194408,1.443157,1.399263,1.583071,1.52969,2.430903,2.398145,47549,52941,51827,34796,46966,55958,50999,32670
16,"ID","Idaho",2004,82.68811,82.93974,86.87062,87.04137,86.52131,86.73962,83.75611,84.08865,78.61156,78.84032,84.38185,84.57339,86.79301,86.93358,87.80269,87.96159,1.590077,1.525169,1.5321,1.463485,1.919801,1.846366,3.236319,3.166126,1.21102,1.177483,1.313373,1.266859,1.277944,1.230071,2.114196,2.040519,48733,54689,52720,35204,47942,57644,51547,33241
16,"ID","Idaho",2005,85.2079,85.37843,87.97162,88.07629,86.62991,86.85227,89.90167,90.00268,78.49506,78.74238,84.69026,84.85121,87.0873,87.22688,85.62809,85.8461,1.438592,1.370712,1.262346,1.206828,2.060039,1.982108,2.184001,2.105659,1.259492,1.229435,1.187019,1.143734,1.272854,1.225068,2.296474,2.226024,50285,55744,54096,35976,48764,58441,52802,33733
16,"ID","Idaho",2006,85.34447,85.45135,87.98885,88.117,88.4529,88.58971,90.55311,90.6151,79.38422,79.60455,82.7186,82.96741,86.4072,86.59618,89.2897,89.4011,1.194769,1.137375,1.337943,1.275857,1.593277,1.526606,1.758074,1.694283,1.203739,1.163638,1.392291,1.34185,1.673734,1.615295,1.761407,1.69705,50502,56878,55176,37648,48965,59280,53888,35573
16,"ID","Idaho",2007,81.85744,82.18258,87.17429,87.30933,90.01721,90.08472,89.53848,89.64901,79.2204,79.42039,82.52801,82.80127,84.14783,84.40867,87.99844,88.12012,1.63706,1.571146,1.362022,1.298938,1.122446,1.075949,2.156908,2.078216,1.196173,1.158734,1.527491,1.479321,1.792954,1.738082,1.573426,1.5175,51043,57631,56449,39941,49430,60294,55113,37899
16,"ID","Idaho",2008,83.79313,83.97655,87.16439,87.30872,86.74403,86.94766,90.5899,90.67524,80.75784,80.86925,81.18409,81.49055,85.09243,85.30962,88.82363,88.90301,1.355709,1.28548,1.357147,1.292947,1.822777,1.749712,2.228067,2.149158,1.09251,1.051767,1.465552,1.424381,1.719662,1.665668,1.22843,1.183476,51366,58697,57889,41013,49634,61183,56525,38955
16,"ID","Idaho",2009,81.79877,82.01839,86.95154,87.11583,88.53424,88.65855,89.83628,89.92001,75.87958,76.11584,82.58382,82.81044,87.27185,87.40345,88.22008,88.31833,1.278549,1.218413,1.286014,1.221931,1.376298,1.319309,1.791197,1.729951,1.065875,1.049514,1.286667,1.242634,1.24324,1.196821,1.441565,1.3906,52804,60030,60369,41485,50919,62712,58673,39336
16,"ID","Idaho",2010,83.06945,83.32342,85.95771,86.1537,88.61754,88.7854,85.0441,85.33319,79.19603,79.33432,83.0972,83.30806,84.51237,84.75382,90.65312,90.68005,1.444671,1.377474,1.453708,1.386353,1.888745,1.810784,3.406177,3.328575,1.03043,.9939418,1.270782,1.224632,1.704477,1.65235,.8435234,.8149794,53559,60370,60341,39564,51829,62613,58617,37255
16,"ID","Idaho",2011,85.52059,85.64711,85.68256,85.90453,86.86156,87.06546,92.63532,92.63168,78.80957,78.97871,81.9534,82.19977,85.12359,85.32931,90.40912,90.45488,1.237311,1.17286,1.548679,1.4761,1.809967,1.737354,.6531118,.6343341,1.082444,1.049137,1.368588,1.324348,1.427679,1.376358,1.168239,1.125959,54062,60052,59416,39263,52010,61675,58128,36822
16,"ID","Idaho",2012,86.66792,86.74492,89.04932,89.10924,87.413,87.6018,85.13828,85.39682,78.77383,78.93938,81.74583,81.9985,86.51837,86.66293,87.16637,87.32597,1.120601,1.057328,.9891888,.9403946,1.786494,1.710349,3.145697,3.065611,1.048462,1.017025,1.320242,1.281197,1.224875,1.177908,2.044719,1.97603,53423,60062,59610,39332,51215,61656,58167,37083
16,"ID","Idaho",2013,83.23992,83.40749,86.62548,86.78609,89.98711,90.06547,89.74906,89.83869,76.13701,76.31123,82.74706,82.94563,85.42564,85.59798,87.94725,88.05708,1.263123,1.201431,1.415634,1.347008,1.227395,1.173572,2.024853,1.953484,.9849654,.9668196,1.206754,1.165109,1.420434,1.371009,1.602146,1.545648,54206,59828,60041,39421,53749,61786,58328,36738
16,"ID","Idaho",2014,84.09686,84.26806,87.2009,87.31391,89.75381,89.8317,84.8306,85.06361,78.83214,78.91494,83.46556,83.64587,85.12575,85.3394,90.91277,90.93512,1.36466,1.298395,1.217193,1.1606,1.230835,1.179638,2.756433,2.680123,1.02083,.9874145,1.315278,1.27089,1.808088,1.751682,.9798792,.9456757,52779,56490,57913,39734,52461,59474,56647,36249
17,"IL","Illinois",2001,80.18903,80.59797,82.66746,82.92855,83.74272,83.92752,84.93768,84.92555,75.60265,76.03727,78.09129,78.37129,80.4562,80.66812,83.79442,83.83036,.5737967,.5622694,.6389682,.6202753,.67964,.6601201,.7818111,.7663054,.4339605,.4291676,.5190222,.5104689,.5861976,.5743958,.6612825,.6511074,352320,412993,463589,523333,327784,391708,456413,506752
17,"IL","Illinois",2002,81.86108,82.21458,81.78561,82.06053,84.84319,84.97708,84.31065,84.28844,74.95734,75.38833,79.13485,79.38747,80.41563,80.6258,83.27575,83.30865,.5344416,.5215866,.6451839,.6272885,.6498373,.6335613,.8144639,.7992494,.4135366,.4126668,.5115646,.5018408,.5868604,.5750815,.6429393,.6343392,366353,424833,471117,522782,341057,403193,462414,506146
17,"IL","Illinois",2003,81.65749,82.00762,83.67706,83.89301,85.1466,85.2664,85.99683,85.93523,75.33931,75.7526,78.65506,78.91196,82.30505,82.46971,83.86816,83.89196,.5592119,.5507963,.6043216,.5874693,.6421413,.6261579,.7315918,.7235219,.4146336,.4109291,.4948642,.4863677,.5897804,.5761889,.6434018,.6324074,375076,433057,477545,525851,350812,408356,468061,509244
17,"IL","Illinois",2004,81.97134,82.31226,82.89311,83.13131,84.03455,84.18052,86.06396,85.98927,75.82755,76.23336,79.14279,79.38982,82.49571,82.65079,83.2672,83.29486,.5100792,.4996867,.66098,.6418388,.6951916,.6773902,.7334827,.7264957,.4213596,.4186568,.522603,.5125672,.5714184,.5585406,.634211,.6221888,381689,438391,484732,528713,355310,413597,473602,511090
17,"IL","Illinois",2005,81.56758,81.91595,84.04787,84.2466,84.97151,85.0851,87.44758,87.34861,75.61137,76.00951,79.69306,79.92356,83.32677,83.45621,83.85272,83.87269,.5286962,.5185396,.5977475,.5814735,.6616028,.6462214,.638776,.6375709,.4123878,.4133052,.5001554,.488913,.5239779,.5124846,.6913547,.6797684,385536,441602,488965,530669,356724,417201,477384,512080
17,"IL","Illinois",2006,82.80003,83.1142,84.02029,84.22302,85.10252,85.20868,86.75584,86.65228,75.85564,76.25206,80.08334,80.30867,81.67715,81.85136,84.66882,84.67813,.517387,.5103278,.6108743,.5937448,.6335763,.6190317,.6975935,.6974029,.4010916,.3979451,.5186454,.5083911,.5955201,.583477,.6594625,.6522364,391271,443357,493105,531114,365078,418222,480036,512890
17,"IL","Illinois",2007,82.18839,82.52055,84.21948,84.40952,85.9771,86.06036,88.49596,88.38508,76.85373,77.23246,81.02013,81.22782,82.7149,82.87173,85.30711,85.318,.517157,.5080893,.5655203,.5498357,.6023898,.5878487,.5943098,.5985696,.4376408,.4315659,.4982702,.4855,.5952336,.5815763,.6890374,.6786065,396230,446080,494272,529470,370139,420735,480602,510347
17,"IL","Illinois",2008,81.79665,82.1466,84.16714,84.3681,86.37891,86.44669,88.08923,87.96822,76.27084,76.66365,80.13707,80.36944,82.71201,82.8725,85.45528,85.46282,.5102257,.4990269,.6165752,.5979382,.5572687,.5452244,.6200814,.623923,.4020832,.3980633,.5008298,.491943,.5871192,.5734267,.6432352,.6327841,400737,448197,498513,534429,374279,422640,484046,514802
17,"IL","Illinois",2009,81.13308,81.51757,84.47829,84.68282,86.07543,86.16003,88.3047,88.18501,75.82152,76.23206,80.10357,80.35018,82.55769,82.73042,86.3514,86.35722,.5051204,.4972072,.5576977,.5433,.5942364,.5804277,.582576,.588005,.394147,.3898554,.4843563,.474869,.5615945,.5478097,.5699379,.5608892,403544,454135,508543,544151,377260,429458,492749,522432
17,"IL","Illinois",2010,82.72137,83.07261,85.15033,85.34412,86.12707,86.22595,87.77733,87.66534,77.1768,77.57384,80.93264,81.16812,81.67881,81.88734,86.18655,86.20157,.5049289,.4921507,.5247713,.5083218,.6193743,.6072702,.7138056,.7133154,.4137423,.4087487,.4905812,.4766018,.5696098,.5562604,.5656963,.5578662,405198,452714,505133,545407,377217,427855,488728,522856
17,"IL","Illinois",2011,82.17163,82.54626,84.91133,85.12649,87.04919,87.12656,88.07058,87.95589,76.9846,77.38503,80.36785,80.62719,83.79484,83.95821,86.19175,86.22261,.4905436,.4818117,.5832068,.5648656,.5765679,.5649523,.6117404,.6142706,.412129,.4083744,.5064479,.4972526,.5590332,.5445432,.5991639,.5882422,405190,451486,504637,537816,376801,428637,481818,513553
17,"IL","Illinois",2012,81.87172,82.2564,85.28226,85.48116,86.38091,86.47187,87.58246,87.46506,76.43506,76.84039,81.0205,81.25306,82.86868,83.04977,86.39703,86.42291,.5272583,.5126682,.6036143,.5845023,.6191483,.6029997,.7219625,.7251958,.4015685,.4002942,.5032503,.4928388,.5677909,.5544501,.5899939,.5780208,404149,446546,504792,538140,374543,423826,483764,513379
17,"IL","Illinois",2013,82.66151,83.01298,84.93955,85.15679,86.70279,86.77853,89.48283,89.36982,76.16735,76.57296,79.96261,80.22668,83.94807,84.10749,86.03204,86.07191,.4627468,.4540825,.6036736,.5855802,.5879429,.5723943,.5494484,.556038,.3918398,.3908495,.5109959,.503625,.5504914,.5354762,.6155626,.6040173,406906,440235,497446,536475,380768,418272,476066,510672
17,"IL","Illinois",2014,82.46804,82.82822,85.1804,85.37536,86.65477,86.73815,89.77634,89.66167,77.03998,77.42847,81.09087,81.33417,83.25044,83.42466,86.24548,86.28431,.5173716,.5086086,.5697944,.5485955,.6535358,.6374285,.4786304,.4851185,.425546,.4238927,.5446174,.5317058,.5978718,.5828764,.6048535,.592935,397334,419672,479185,531679,373977,402339,457633,502099
18,"IN","Indiana",2001,80.0301,80.51034,82.3734,82.80846,84.46922,84.86453,83.9791,84.37858,73.32413,73.88805,78.59464,79.04332,83.27037,83.62595,83.72876,84.067,.7634183,.7401394,.8829412,.852583,.8960203,.8585845,1.230465,1.185058,.525018,.525848,.6830187,.6722208,.700902,.6772851,.9626263,.9322262,185252,222328,262798,217181,161250,228081,264761,207572
18,"IN","Indiana",2002,80.22424,80.69972,84.47506,84.82478,83.52614,83.95207,86.5481,86.84306,73.04248,73.60955,78.77003,79.20863,82.03217,82.43171,84.91558,85.21336,.7099549,.6885837,.7712168,.7389249,.8740598,.8389977,1.178632,1.131248,.4857356,.487934,.6611182,.6493972,.7664928,.745823,.935294,.9042246,193937,231502,269438,210175,168699,236969,269981,201018
18,"IN","Indiana",2003,78.90495,79.42455,84.00534,84.37384,83.30651,83.74101,85.66085,85.99108,72.79642,73.35907,78.40607,78.84736,82.3235,82.71191,83.8739,84.21667,.7114437,.6944799,.7814305,.7489604,.8758213,.841372,1.166193,1.120929,.4730166,.4723221,.6232054,.6140701,.7326534,.7127961,1.088707,1.05398,199111,237799,273332,208257,174836,242760,272568,198195
18,"IN","Indiana",2004,81.07053,81.52775,84.47369,84.81046,85.25056,85.60928,85.91952,86.23896,74.04765,74.60027,78.87385,79.30464,83.02815,83.39888,85.00676,85.31207,.7027159,.6832952,.7235484,.6949169,.8637968,.826893,1.229268,1.180745,.5114357,.5096176,.6530281,.6397216,.771995,.7475159,.9901764,.9537436,201873,242178,275858,210839,178383,244081,275296,201685
18,"IN","Indiana",2005,81.36574,81.81674,85.58774,85.88551,84.2377,84.63722,86.7905,87.0663,73.71298,74.2657,81.02433,81.39529,81.84332,82.24728,84.21117,84.54316,.6863923,.6627022,.6829073,.6546295,.8943892,.8605416,1.088247,1.04309,.5248269,.5273069,.5954766,.5801643,.7853655,.7675641,.9839321,.949666,204777,244187,277546,213316,180592,245470,277191,204406
18,"IN","Indiana",2006,80.73744,81.21499,84.27812,84.62248,85.19508,85.56017,87.55576,87.80325,74.03786,74.5919,79.70107,80.10556,83.64672,83.98831,85.21783,85.51632,.6849182,.6630533,.7703342,.7395318,.8924226,.85926,1.065683,1.01996,.5054228,.5058387,.6360945,.6253583,.681951,.6594627,.9120014,.8761276,206882,246683,278652,215442,184077,246773,277827,206718
18,"IN","Indiana",2007,81.44412,81.90688,84.68777,85.01084,86.39794,86.71163,86.47531,86.77213,74.68796,75.2352,79.73222,80.14048,84.19444,84.51665,86.55766,86.79736,.7422387,.72001,.689315,.6607772,.8482134,.8084832,1.222512,1.172546,.5109349,.5054176,.6645404,.6527281,.6620302,.6397234,.7807633,.7485986,212007,249939,280979,210265,190094,250137,279357,201692
18,"IN","Indiana",2008,81.59674,82.05233,84.92008,85.23879,86.03805,86.36831,88.37662,88.57635,74.13517,74.69377,78.95412,79.37444,82.62369,83.01075,86.39154,86.64622,.6429479,.6210483,.7211879,.6907744,.8598765,.8201862,.8655469,.8265912,.4972596,.4988423,.6051788,.5952298,.7508807,.7284288,.8473116,.8122396,217184,253739,280568,208443,196576,253595,278441,199100
18,"IN","Indiana",2009,79.2022,79.75068,85.24173,85.53876,87.38047,87.64788,87.62193,87.87224,73.42178,73.99412,80.27805,80.66931,84.81532,85.11929,86.7332,86.97927,.6713507,.6535404,.6185541,.5943269,.7301871,.6947715,1.048063,1.00076,.4478105,.4471438,.5518395,.5386629,.6133884,.5898899,.7943089,.7608411,221764,258071,285858,209396,201008,258183,282401,199550
18,"IN","Indiana",2010,80.39162,80.91207,86.14095,86.40649,86.8815,87.17547,88.27705,88.49155,74.47362,75.04176,80.5874,80.97298,84.32545,84.653,84.47707,84.82137,.6563118,.6371284,.5800204,.5545524,.7360651,.6973464,.9502303,.9068748,.4748662,.4717852,.5898865,.5723758,.6550865,.628733,1.003545,.9678828,223558,257221,282008,208142,203600,256998,278415,197706
18,"IN","Indiana",2011,81.70906,82.19015,84.30903,84.66157,88.42921,88.65016,89.69238,89.84704,74.07266,74.64778,79.84421,80.2561,83.38435,83.75822,85.67368,85.97778,.6047323,.5824707,.7078016,.6797376,.621409,.589555,.7532711,.7185673,.4705659,.4749188,.5959746,.5832646,.7261807,.698898,.9721416,.9331178,225100,257208,278896,202082,207194,254918,274901,191135
18,"IN","Indiana",2012,81.2549,81.75492,84.64247,84.97999,88.19151,88.41996,88.83871,89.02635,73.41046,73.98985,80.55128,80.94028,83.59375,83.95393,87.5339,87.75906,.6534905,.6312165,.7151347,.6874022,.6320931,.6011311,.8867551,.8461903,.4610785,.4632877,.590013,.5726227,.7555281,.7296691,.7740551,.7371188,223160,252115,279664,204495,204007,251825,277570,193691
18,"IN","Indiana",2013,82.08857,82.56382,84.2379,84.5883,86.90421,87.20044,89.46327,89.62511,75.16489,75.73335,79.47849,79.88985,82.43098,82.83388,87.12109,87.3774,.6541833,.6275834,.7260581,.6961493,.792048,.7531604,.7823356,.7475457,.4628437,.459639,.6141151,.5993742,.784672,.7625585,.9066632,.8657851,222790,249441,275394,204075,205238,251353,273023,193305
18,"IN","Indiana",2014,81.36195,81.86411,85.57356,85.87062,87.19891,87.46593,89.10806,89.28574,74.70526,75.28271,80.35278,80.74439,84.88829,85.19234,86.04878,86.35011,.5849636,.563096,.6770644,.6476105,.6654175,.6343144,.8671682,.8256576,.4628978,.4586337,.6209965,.606249,.6551523,.6279086,.9449516,.9039907,215300,240506,266051,211909,202268,245683,264012,194569
19,"IA","Iowa",2001,84.05222,84.31624,84.37753,84.72331,84.60796,84.97797,86.22169,86.4857,77.77151,78.15903,82.21024,82.56883,82.15032,82.52876,81.54195,81.91573,.9433271,.9033556,1.168113,1.120865,1.443943,1.390723,1.789411,1.723121,.9054814,.8830399,1.027949,.9979083,1.255889,1.224509,1.790131,1.763006,83409,116810,132692,87424,81238,124576,127637,81146
19,"IA","Iowa",2002,83.46692,83.77905,82.89082,83.31355,85.72696,86.05495,88.47021,88.66048,76.4719,76.87928,78.80443,79.23782,84.28917,84.59109,83.22745,83.55187,1.095009,1.048497,1.350778,1.301876,1.456144,1.391871,1.709601,1.639979,.8444176,.8251184,.9274548,.9129041,1.1012,1.062546,1.568056,1.52201,86708,120408,134314,85871,84363,127458,129198,79867
19,"IA","Iowa",2003,83.08602,83.39068,84.45973,84.79587,84.44352,84.81845,87.54599,87.75404,76.15542,76.57226,79.7959,80.20471,82.70014,83.05592,85.15598,85.42267,1.033935,.9884507,1.126932,1.080277,1.438234,1.379692,1.651469,1.588176,.8144424,.8032858,.9520189,.92856,1.157721,1.119757,1.593851,1.541018,89015,122163,135977,85373,86939,128551,130665,79614
19,"IA","Iowa",2004,83.09595,83.39526,84.97396,85.32398,87.25908,87.51102,85.73306,86.01237,76.84132,77.25296,80.75779,81.15068,83.79152,84.12537,86.70169,86.92566,.9811937,.9376529,1.306853,1.254979,1.155505,1.101331,2.000036,1.930624,.8383505,.8273789,.9746187,.9455513,1.145059,1.107541,1.391323,1.336236,89885,122377,137024,87164,87952,128630,131844,81358
19,"IA","Iowa",2005,82.90538,83.22521,86.0191,86.29053,86.5147,86.78547,86.41684,86.66924,76.4081,76.82819,80.9648,81.36372,84.42972,84.74623,84.93418,85.23225,1.021342,.9821871,1.028664,.9800001,1.225718,1.171923,1.874707,1.805038,.8143161,.7985174,1.01251,.9800272,1.083553,1.043658,1.657528,1.603445,90041,122825,138258,89595,87467,129146,133891,83780
19,"IA","Iowa",2006,83.29843,83.60279,85.0239,85.34217,84.04305,84.44173,88.22661,88.39199,75.03005,75.46292,83.01624,83.35127,82.92615,83.28348,85.28629,85.56052,1.009549,.965848,1.089996,1.043635,1.531025,1.472582,1.37722,1.325491,.8095506,.802151,.9585042,.9235138,1.1442,1.105488,1.464371,1.410511,89397,122763,140143,91791,87892,128777,135523,86319
19,"IA","Iowa",2007,82.95382,83.26717,84.35791,84.7101,88.86127,89.03187,87.37653,87.59322,76.94654,77.35539,82.86673,83.19212,83.3371,83.6869,87.28951,87.49544,1.019716,.9729608,1.137928,1.088964,.9235703,.8795579,1.825649,1.758816,.8491531,.830556,.8709267,.8366231,1.125798,1.091285,1.300575,1.2493,90370,122866,141329,92121,89192,128764,136649,86477
19,"IA","Iowa",2008,82.0052,82.34996,85.96795,86.24691,88.23032,88.43326,90.08947,90.19154,75.65898,76.07861,82.24887,82.60609,85.13891,85.42319,85.99831,86.25432,.9978827,.9578478,.984372,.9371397,.9753318,.9290258,1.157267,1.11316,.7676643,.759931,.9222389,.889473,1.030103,.9865003,1.341877,1.28997,91599,123654,142495,92176,90609,129650,137458,86424
19,"IA","Iowa",2009,82.21948,82.54037,86.1972,86.46146,88.38255,88.57859,89.84269,89.95543,75.07124,75.50466,80.339,80.76684,84.52216,84.83475,85.41985,85.70926,.967162,.9258827,.9519898,.903403,.945691,.9018232,1.176753,1.129838,.7399641,.7364683,.95857,.9348392,1.018651,.9798389,1.417184,1.364246,91407,123673,145759,96050,90990,130523,141113,89830
19,"IA","Iowa",2010,82.79575,83.10975,85.57838,85.86004,88.25034,88.45703,88.69501,88.86378,76.96858,77.35233,82.60089,82.93955,84.79114,85.09577,88.80833,88.9492,.9371892,.8960072,.9143062,.8694714,.9669259,.9197307,1.594719,1.533498,.7728952,.754438,.8278157,.7957309,.9853984,.9444815,.8861573,.8445209,89428,120767,145244,99951,88096,127784,141744,93375
19,"IA","Iowa",2011,83.47639,83.75201,87.14758,87.36806,88.53638,88.73138,88.01248,88.22121,75.79327,76.19492,81.24831,81.64478,86.83897,87.05703,85.48287,85.79248,.9239098,.8811042,.8710592,.8257225,.8958247,.8507594,1.893375,1.822537,.7581523,.749333,.9363191,.9052069,.7988591,.7622165,1.571083,1.511409,87850,117694,143730,102497,86360,123826,141094,95725
19,"IA","Iowa",2012,80.63857,81.04708,83.36649,83.78378,88.6218,88.80578,88.95641,89.09453,75.99326,76.38948,81.00158,81.39005,84.97112,85.2737,83.65005,84.02086,1.105065,1.062964,1.298579,1.245965,.8857123,.8416533,1.238645,1.190419,.7794256,.7671576,.8683955,.8383649,1.002378,.9641171,1.598855,1.552324,85100,115020,144526,104469,83234,122691,141648,97781
19,"IA","Iowa",2013,80.93637,81.30598,85.61951,85.89925,89.051,89.22446,90.32426,90.41918,75.10145,75.5127,82.20047,82.55826,83.93004,84.26379,85.46096,85.76445,1.030816,.9903745,.9783089,.9289174,.8955805,.8507606,1.000705,.9632958,.7399954,.7319924,.8664732,.8346875,1.054541,1.013984,1.343861,1.288247,85865,113395,142889,105150,85014,122468,139652,97720
19,"IA","Iowa",2014,81.35564,81.69666,85.82166,86.10317,88.14874,88.3438,90.35595,90.45039,74.04047,74.45336,82.12069,82.4808,84.70132,85.0121,86.50963,86.78041,1.064239,1.020218,1.021272,.9681207,.965618,.9185394,.989058,.9505811,.7092555,.7089606,.9218365,.8886621,1.030103,.9889932,1.383793,1.324722,82682,106636,136882,112612,83154,117417,134511,100967
