cz,czname,pop2000,fips,statename,stateabbrv,cur_smoke_q1,cur_smoke_q2,cur_smoke_q3,cur_smoke_q4,bmi_obese_q1,bmi_obese_q2,bmi_obese_q3,bmi_obese_q4,exercise_any_q1,exercise_any_q2,exercise_any_q3,exercise_any_q4,puninsured2010,reimb_penroll_adj10,mort_30day_hosp_z,adjmortmeas_amiall30day,adjmortmeas_chfall30day,adjmortmeas_pnall30day,med_prev_qual_z,primcarevis_10,diab_hemotest_10,diab_eyeexam_10,diab_lipids_10,mammogram_10,amb_disch_per1000_10,cs00_seg_inc,cs00_seg_inc_pov25,cs00_seg_inc_aff75,cs_race_theil_2000,gini99,poor_share,inc_share_1perc,frac_middleclass,scap_ski90pcm,rel_tot,cs_frac_black,cs_frac_hisp,unemp_rate,pop_d_2000_1980,lf_d_2000_1980,cs_labforce,cs_elf_ind_man,cs_born_foreign,mig_inflow,mig_outflow,pop_density,frac_traveltime_lt15,hhinc00,median_house_value,ccd_exp_tot,ccd_pup_tch_ratio,score_r,dropout_r,cs_educ_ba,tuition,gradrate_r,e_rank_b,cs_fam_wkidsinglemom,crime_total,subcty_exp_pc,taxrate,tax_st_diff_top20
25702,"Poplar Bluff",73576,29,"Missouri","MO",.4033614,.3384615,.3529412,.24,.3474576,.28125,.4117647,.3636364,.50420171,.76923078,.64705884,.75999999,17.73613,9957.178,2.3524,.1995279,.1187248,.1431679,.0280816,86.46439,87.520243,68.707677,79.742219,61.827405,97.717056,.0319658,.0268955,.030805,.1122361,.35978,.2033059,.09572,.48148,-.44295489,33.7515,2.900402,.9255735,.0590714,.1005145,.2413171,.5338175,.2036735,1.060228,.0119196477,.0094867892,28.34619,.4009653,28334.39,73197.36993,4.8172469,16.247101,-4.994635,.0108257,9.972701,2484,-.1139587,41.07575,.2143018,.0077743,1174.779,.0108884,0
25800,"Blytheville",105181,5,"Arkansas","AR",.3258786,.2789474,.3142857,.0422535,.3660131,.3241758,.2352941,.2769231,.46830985,.65317917,.66153848,.67142856,16.90433,10170.415,2.035046,.1912108,.1193647,.138972,-1.155945,85.46211,79.393209,65.997054,75.39994,50.726399,113.76721,.0332446,.0332003,.0354496,.2282264,.37361,.2490086,.07453,.41871,-1.007335,59.98707,23.78091,2.194313,.0848394,-.1294981,-.0502415,.5649806,.2874762,1.229131,.0118557534,.0157823181,54.30248,.4754061,26795.4,68346.74498,4.6370403,15.900859,-12.8883,.029189,10.05379,1152,-.0697129,37.8365,.3061239,.0105913,1498.623,.012002,1
25900,"Jonesboro",198671,5,"Arkansas","AR",.3191176,.2567354,.1964286,.0980392,.3068702,.3013029,.2936803,.2188552,.52146262,.68566495,.74712646,.84641635,20.69741,9515.9591,1.777118,.179538,.1364761,.1240625,-.3396071,85.74281,84.705913,67.544998,76.836947,59.622542,97.041569,.0383098,.0316397,.0433223,.1464349,.33577,.1621092,.09279,.554,-.39364529,62.67448,4.272893,1.484364,.0570354,.1229934,.2687535,.615224,.2474645,1.194166,.0128302571,.0112849888,50.63259,.4420216,29115.25,85004.79566,4.6964995,17.115281,.3288124,.003205,13.8894,2431.73,-.0032076,41.0625,.1980218,.009327,1341.376,.010871,1
26001,"Roseau",20860,27,"Minnesota","MN",.3333333,.3478261,.3,0,.125,.2272727,.3,.75,.14285715,.70588237,.69999999,1,10.92381,8222.0236,1.638553,.1713353,.1229274,.1382597,-1.097933,74.013743,78.111334,60.842926,70.624277,60.487984,61.241948,.0104872,.011172,.0082027,.1042395,.19415,.0727947,.2165,.71471,1.1910817,67.08054,.1534037,.4793864,.037894,.2767781,.5734792,.7072513,.4001656,2.768622,.0068552253,.0099232982,7.049159,.5325601,33397.61,101004.8783,6.6147695,17.021506,10.02687,-.0242144,15.39859,,,53.68625,.1263441,.0018217,5151.974,.0209752,2.5
26002,"Duluth",286544,27,"Minnesota","MN",.3114525,.2088167,.136,.1242424,.2335244,.2033493,.2179836,.1733746,.69948184,.80444443,.89902282,.92976588,10.83095,7710.0204,.0833586,.1553708,.1050314,.1184667,.8848965,76.975379,88.862833,75.376648,82.690025,69.757368,49.66784,.0612565,.0641052,.0558772,.0976184,.24721,.1125345,.07461,.60759,2.081489,53.25919,.777891,.7820789,.0566948,-.074557,.0595042,.6283048,.0910521,1.838736,.0111605896,.0123157351,27.30606,.4374565,34403.52,100192.9174,6.8383583,17.669245,7.50517,.0043527,20.48985,4583.9,.053451,44.915,.2184504,.0069274,3445.079,.0207068,2.5
26003,"West Cook",5168,27,"Minnesota","MN",,,,,,,,,,,,,13.09293,6340.93,-1.878711,.1339155,.0952557,.0827803,.5544664,30.111121,92.1875,76.5625,90.625,84.615385,32.57,.0003759,.0002867,.0003641,.0372393,,.101492,,,3.9629595,47.36842,.2902477,.754644,.0474869,.2629521,.4684917,.672422,.0618441,2.297508,.0127708978,.0067724458,3.562652,.5882598,39705.71,143564.1,6.3914209,16.859597,,,28.8,,,,.1902269,.0052245,4651.758,.0375677,2.5
26004,"International Falls",14355,27,"Minnesota","MN",.2857143,0,.125,.1666667,.0769231,.1818182,.125,0,.71428573,.58333331,1,1,11.08488,7119.06,-.124968,.128431,.12514,.1137055,-1.180179,28.804158,87.903226,66.129032,78.225806,69.318182,46.83,.0127911,.0119943,.0123262,.0064847,.22691,.1208705,.12528,.61103,1.0904257,69.71786,.1880878,.5642633,.0575264,-.1830288,-.0992276,.6007544,.2267658,5.81841,.0066179032,.0087774295,4.627124,.6184211,37115.17,87178.2,7.2593857,16.826534,-.0290228,.0093867,15.1,6322.17,-.1939615,48.973,.194186,.0092651,3124.179,.017592,2.5
26101,"Moberly",56535,29,"Missouri","MO",.3151261,.2810811,.1639344,.1636364,.3073593,.2696629,.3709677,.2962963,.55023921,.68823528,.75,.80769229,16.98186,9064.5952,-.4194781,.1459084,.1014142,.1132846,-.6252539,79.224708,83.118145,67.296072,66.232656,62.443428,65.341122,.0202274,.0207422,.0196979,.0871398,.23969,.1285299,.12936,.64153,.69418608,63.99398,4.399045,.8808702,.056817,-.0468684,.0820505,.6087253,.199122,.8394543,.0121871407,.0150349341,23.2367,.4675357,29087.81,68521.7581,5.1584991,13.81706,-2.659336,.0058009,11.79632,2114.47,-.0623402,45.09775,.1889949,.0058371,2002.044,.0173184,0
26102,"Marshall",48599,29,"Missouri","MO",.3030303,.304,.2321429,.1333333,.2769231,.2764228,.4074074,.2903226,.60204083,.7410714,.75555557,.80769229,16.25592,9574.2713,1.112052,.1916805,.1177678,.1115872,-.3464032,86.058136,83.649031,66.202752,75.201949,64.121043,97.671939,.0249051,.0206945,.0320093,.0925609,.27178,.1306231,.08005,.60746,.85699146,65.09805,3.654396,2.504167,.0436961,-.0793726,.0377823,.6201119,.170752,1.889179,.0149591555,.0150414618,24.48565,.5590289,31245.38,77275.45745,5.3951293,14.937485,-2.981209,.0023375,14.61027,11500,-.0261428,44.7545,.1883162,.006461,1562.839,.0144214,0
26103,"Brookfield",22192,29,"Missouri","MO",.5,.3,.3333333,.3333333,.2857143,.3333333,.5,0,.75,.60000002,.66666669,1,16.52872,9310,.9342081,.1837441,.1273774,.1032227,-.6212663,79.117862,81.151901,66.04788,74.39808,58.775806,70.947896,.0057384,.0034782,.0071997,.0758701,.24664,.1365564,.06202,.62537,1.2011221,68.70944,1.55912,.6804254,.0599547,-.145936,-.0502667,.5995164,.2148917,.5976908,.0097332372,.0140591204,16.1253,.4749946,31878.52,56962.60157,5.3649457,13.326102,-.060068,-.0267572,11.02814,,,48.562,.173716,.0037401,1326.287,.0144975,0
26104,"Trenton",14189,29,"Missouri","MO",,,,,,,,,,,,,18.22234,9729.8331,1.893308,.220455,.1058366,.1252024,-.9659042,86.81554,81.894413,65.525429,73.813512,53.130915,110.20778,.0045998,.0022762,.0014294,.0295072,.27001,.1512202,.07244,.62544,1.2014258,74.93129,.3382902,1.240398,.039458,-.1475006,-.0529764,.5951197,.1790634,1.173345,.0089505955,.0089505955,15.94282,.4965564,30864.04,53608.55529,5.7092245,13.533195,1.441916,.017605,12.42057,1860,.1018859,45.55225,.193734,.0050744,1938.846,.0149815,0
26105,"Polk",12442,29,"Missouri","MO",,,,,,,,,,,,,21.40656,9980.2372,3.230672,.214409,.1441769,.135968,-1.248101,84.209215,79.883821,63.925343,70.223078,60.235769,124.87334,.0085055,.0034308,.0022014,.1705976,.24623,.1630168,.06607,.58295,.2056876,47.00209,.0964475,5.352837,.0397965,-.0801419,.0503374,.5902699,.2500918,3.608866,.0078765472,.0122166854,10.64469,.4052171,28324.27,54380.26755,5.6899001,13.647789,-3.397931,-.0261105,9.575405,,,47.695,.1666667,.003456,1509.163,.0127552,0
26106,"Centerville",29873,19,"Iowa","IA",.25,.4615385,.4,0,.3125,.3076923,0,.25,.5625,.61538464,.80000001,1,13.09599,8075.1343,2.497504,.1773294,.1184476,.1644101,.5763644,82.645265,91.961367,69.336881,86.546632,62.223105,80.433906,.0080652,.0101461,.0038727,.0307254,.25126,.1414617,.08216,.63774,.92551049,43.42383,.2477153,.8870887,.0418215,-.1219763,-.0067734,.5978161,.1846553,.8052757,.0083687611,.009038262,20.56796,.5172023,30736.21,59811.04564,6.6707901,13.196546,4.502455,-.0148079,11.83053,,,50.0485,.1731207,.0044522,1997.39,.0218073,2.86
26107,"Kirksville",38491,29,"Missouri","MO",.2649573,.1515152,.1830986,.0392157,.2424242,.225,.1594203,.24,.67661691,.78767121,.765625,.79166669,19.4395,9328.1529,.5825388,.1554754,.1096775,.1295559,-.3657785,81.246988,84.814627,63.197618,81.816389,56.899032,80.600358,.0305319,.035405,.0251133,.0473833,.31515,.2103627,.11805,.56508,.83623702,46.57452,.797589,1.065184,.0426567,-.0559453,.0673489,.617888,.1171047,1.404598,.007326388,.0123925073,21.16,.5747817,26767.43,82337.79284,5.0517305,14.696705,5.69449,.0016375,22.65067,3680,.3457642,47.20625,.1679142,.0057936,1336.648,.0155715,0
26201,"Bismarck",114739,38,"North Dakota","ND",.2927161,.2132231,.1568628,.1209253,.2496434,.2424929,.2107396,.2044968,.65598124,.76838237,.83723402,.87624311,9.879878,7912.569,-1.173454,.1393983,.0942482,.1013951,1.114346,84.389641,86.318176,81.20784,76.603544,71.525414,42.324165,.0384381,.0310224,.0467537,.0786463,.20719,.0879241,.12604,.61217,2.550638,81.40562,.1838956,.6606297,.027242,.1004028,.2288027,.6943568,.0484986,1.287632,.0166639068,.0121754591,15.42539,.5411485,35395.77,113908.0358,4.8351303,18.335613,5.047142,-.0166858,23.63834,3664.79,-.0826637,54.56275,.167436,.0060834,2035.228,.0187737,3.44
26202,"East Grant",2841,38,"North Dakota","ND",,,,,,,,,,,,,25.61118,7854.75,-1.779296,.1390949,.0619725,.1123956,.0392206,83.625136,86.27451,72.54902,84.313725,52.380952,82.64,.0085906,.0032451,.0063198,.0048959,,.2029454,,,.46317039,85.42767,0,.5983809,.0291758,-.3352831,-.323514,.5462031,.0300946,1.556132,,,1.712001,.5516866,30351.65,31325.5,6.845987,11.324295,,,11.2,,,,.0909091,.0038719,1740.772,.0226879,3.44
26203,"Linton",10029,38,"North Dakota","ND",,,,,,,,,,,,,18.99393,7516.8334,.0734787,.1956299,.1008941,.091999,1.490027,86.454091,92.528981,80.779852,87.153075,69.634058,71.738265,.0019374,.0011529,.0021973,.0092598,.21628,.1734003,.04489,.62308,2.6608137,102.3631,.0398843,.9372819,.0340734,-.2922371,-.2186667,.5414084,.0271354,.60012,0,.0118655898,2.883788,.6459865,34910.25,42762.00386,5.6651243,13.939474,13.55243,-.0428508,11.62683,,,63.54975,.0861742,.0026922,1455.975,.0215399,3.44
26204,"Steele",2753,38,"North Dakota","ND",,,,,,,,,,,,,19.69458,8191.4,1.051726,.2776503,.0728893,.086776,.6065328,84.57243,78.378378,75.675676,81.081081,67.741935,43.51,.0011582,.0002925,-.0001496,.0134738,,.1984479,,,2.2499142,80.16709,.1816201,.5811841,.0494506,-.2817636,-.2018111,.5500481,.0305273,.8254717,.0083545223,.0138031239,2.038073,.5400891,29679.99,44522.2,7.0490694,12.192386,,,11,,,,.0890411,.0007265,1648.559,.0231399,3.44
26301,"Devils Lake",22745,38,"North Dakota","ND",.3181818,.2857143,.173913,.0769231,.2803738,.3,.1304348,.3076923,.6388889,.7735849,.89130437,.84615386,13.96381,8154.4235,.6572205,.1890312,.1169799,.1002358,1.195961,81.111714,89.592382,77.232015,86.757061,73.42412,69.341379,.0268359,.0245127,.022206,.4523666,.27975,.1736288,.05591,.60346,2.3886532,88.11167,.1406903,.5451748,.0374014,-.1326978,.0079055,.6128886,.0601542,1.242263,.0043965707,.0134095406,6.412341,.6267831,32686.59,67213.29577,5.5580368,14.790943,.4393224,-.0058627,16.16887,1628.25,.0131148,47.5035,.2102232,.0083535,1715.921,.0225695,3.44
26302,"Carrington",6516,38,"North Dakota","ND",,,,,,,,,,,,,11.56588,8160.9648,-1.156204,.2004599,.09325,.0574265,2.072413,89.307747,92.413308,81.742466,90.292151,74.600502,54.129444,.0057019,.0105457,.0043014,.043901,.24479,.0945455,.07593,.68224,2.5568673,88.09086,.1074279,.3683241,.0329231,-.2019596,-.0868177,.6150135,.1122047,.9978833,.0041436464,.0096685083,5.149689,.6557502,36561.34,62220.67083,4.7484955,16.018961,6.691137,-.0406114,18.14986,,,59.4075,.1331719,.0029159,1576.291,.022828,3.44
26303,"Turtle Mountain",16550,38,"North Dakota","ND",.5604396,.3285714,.2272727,.1764706,.4545455,.3623188,.3157895,.3125,.56043959,.85714287,.90909094,.94117647,17.36997,8455.0308,-1.156168,.1137894,.1138631,.1030597,-3.521173,84.487894,53.348035,74.399799,40.995953,52.675471,135.28456,.018191,.0280694,.0055657,.4596293,.32253,.2723924,.07113,.47497,.42506686,101.8731,.0725076,.694864,.0700284,.0197794,.1866785,.5804397,.0636954,1.192287,.0079758308,.0140785498,8.588451,.5739002,25045.23,68908.09132,6.4153729,12.610338,-16.988,.0482126,14.94329,1344,-.1753591,40.819,.332038,.0018127,1726.02,.0160657,3.44
26304,"Minot",74541,38,"North Dakota","ND",.286002,.2245223,.1464738,.1340909,.2330199,.2440231,.2282004,.2271663,.64685315,.76902658,.81925344,.8403756,11.36392,8115.2481,.2541206,.1520036,.1038048,.1273629,1.323338,83.52413,89.746378,80.441369,83.558592,73.883683,65.661158,.0300173,.0347964,.0261187,.0883124,.2354,.1120559,.08634,.6781,1.2368719,61.42257,1.727908,1.613877,.0315669,-.0576002,.0763611,.6679736,.0317294,1.949486,.0153472586,.0236916596,11.5921,.6059108,31148.84,93722.74504,4.7484523,16.485718,8.783473,-.0271131,20.48455,2020.5,-.0335729,56.233,.1563933,.0046283,1625.456,.0182339,3.44
26305,"Rugby",11487,38,"North Dakota","ND",,,,,,,,,,,,,14.46075,8036.2863,-1.340904,.1629863,.0867557,.0855258,.6891969,81.394645,92.777386,78.242766,77.973077,62.930162,70.068377,.0141718,.0049316,.0197506,.0189479,.26451,.1421835,.10406,.64728,2.3794512,83.8339,.1131714,.4265692,.0406374,-.2804435,-.176368,.5598785,.0322034,1.009555,.0021763733,.0084443284,3.522704,.6646943,33946.88,61136.78729,5.2528683,13.702341,12.36865,-.0290931,13.51153,,,59.953,.1386454,.0013058,1410.288,.0223555,3.44
26401,"Ekalaka",2713,46,"South Dakota","SD",,,,,,,,,,,,,28.35666,8236.1942,.4847011,.221078,.0994944,.0870461,,77.832365,80,,,,-69.765955,.0028451,.0042419,.0002502,.0148208,,.195923,,,1.9671193,50.79248,.1842978,1.105787,.0287241,-.2246356,-.1150061,.6919242,.006555,.7701194,,,.4514094,.6651532,25282.67,54845.10882,5.8644068,11.507966,,,15.69458,,,,.1107784,.0011058,2352.459,.0545115,0
26402,"Baker",2837,30,"Montana","MT",,,,,,,,,,,,,19.47943,7295.7,.7190142,.1787039,.0890295,.1353518,-2.119948,80.725658,72.972973,70.27027,45.945946,55.555556,84.05,0,0,0,0,,.1251793,,,1.6053761,86.57032,.140994,.3877335,.0289575,-.2460802,-.0440129,.6647165,.0069979,.9517096,,,1.750878,.7128245,30324.57,63984,7.3059896,12.803385,,,14.4,,,,.1092896,.0084596,4109.894,.0412325,0
26403,"Bowman",4009,38,"North Dakota","ND",,,,,,,,,,,,,14.92782,8293.8527,1.154159,.2030138,.1047908,.1163105,-.9565582,85.418894,74.074074,68.518519,61.111111,69.444444,85.64,.0058237,.0073195,.0023152,.0151796,,.0992094,,,2.4595867,89.29908,.0249439,.5737091,.0206233,-.2556628,-.1471301,.6647174,.03003,.3586985,0,.0039910202,1.684464,.6481914,34193.54,65282.39616,5.7717791,12.160491,,,17.53649,,,,.081761,.0007483,1819.898,.0199161,3.44
26404,"Lemmon",8671,38,"North Dakota","ND",,,,,,,,,,,,,19.41002,7814.8804,-1.990737,.1423557,.0900562,.0777936,-.2442722,63.081098,85.456406,77.123023,78.318765,66.285254,81.146516,.0009426,.0001902,.0001555,.0416486,.22576,.1433793,.08435,.67333,3.1613503,88.65183,.2421866,.4382424,.0274882,-.3095788,-.3023492,.5987663,.0538251,.9640766,0,.0076115788,1.737054,.704015,34793.17,44353.09165,6.4041804,13.429911,17.08643,-.0357026,15.13546,,,61.26925,.120202,.000692,1943.228,.0284768,3.44
26405,"Scobey",2017,30,"Montana","MT",,,,,,,,,,,,,20.36613,7506.35,.4784595,.1887808,.1114206,.0999809,.6298952,87.132259,94.736842,68.421053,73.684211,61.538462,46.39,.0118222,.0098732,.0122957,.0065961,,.1694571,,,2.8411814,130.8379,0,1.586515,.0432432,-.2885362,-.1801406,.5672295,.004561,4.839531,,,1.41436,.7104558,32704.5,60118.3,8.5140845,11.767371,,,14.1,,,,.1497585,.0079326,3841.13,.0331016,0
26406,"Wolf Point",12597,30,"Montana","MT",.4072948,.2169811,.2162162,.2142857,.3809524,.3543689,.2463768,.4390244,.64741641,.69014084,.87837839,.80952382,25.69484,8394.5944,2.033848,.1947981,.1226013,.133311,-.4915978,83.680528,84.522515,59.895219,75.113996,50.971787,42.434276,.0135939,.0143012,.0093913,.3001167,.27536,.2989223,.05489,.52667,.36422189,79.28872,.0873224,1.19076,.0519854,-.0434353,-.0428571,.6262342,.0163673,.8484381,.0046836548,.0072239422,2.520344,.7000459,24254,62138.07376,7.0136903,14.137481,-10.31551,.0381981,15.72555,1200,-.2340864,43.58925,.2611684,.0007938,2391.714,.0319146,0
26407,"Plentywood",4105,30,"Montana","MT",,,,,,,,,,,,,21.86656,7102.42,.2759098,.2287797,.0694777,.1022875,.1871915,84.291615,88.732394,71.830986,77.464789,54.545455,58.95,.0037856,.0047031,.0019281,.0141644,,.1473684,,,1.269775,75.76126,.0974421,1.071864,.0400624,-.2417806,-.1952931,.590282,.028481,1.833092,0,.0070645554,2.448439,.6808777,33726.7,61051.4,7.2808219,12.997945,,,18.4,,,,.0951374,.0065773,2408.495,.0279083,0
26408,"Glasgow",12276,30,"Montana","MT",.1290323,.0714286,.1666667,.2352941,.4333333,.2857143,.2727273,.1764706,.61290324,.78571427,1,.88235295,25.14205,7187.8093,3.303729,.2145567,.1399148,.1420061,-1.625031,82.614132,72.001197,62.768356,58.119402,57.52895,62.983997,.0206645,.0224724,.0142719,.212774,.27065,.1532105,.04758,.60942,1.5642835,59.74259,.1221896,.9204953,.0412544,-.2139335,-.1549575,.6181893,.0144087,1.085995,.0050505051,.0101824699,1.22021,.6966601,31217.48,79780.90176,7.4909977,13.595161,9.237108,-.027613,16.22471,,,51.10375,.1645078,.0053763,6900.015,.0368422,0
26409,"Glendive",12051,30,"Montana","MT",.2903226,.2089552,.125,.25,.2631579,.2222222,.2580645,.1818182,.56451613,.79411763,.84375,.83333331,17.3317,7296.9572,.7454228,.1776867,.1115052,.1163961,-1.446624,80.302151,87.481406,64.211208,50.171589,53.735534,68.156073,.0039538,.0050511,.0037653,.0123838,.21703,.149952,.04291,.68814,1.7509932,54.16148,.2074517,.871297,.0335196,-.231049,-.1995708,.6231959,.0085366,1.014935,.0033192266,.0087129699,2.825928,.7352538,29214.83,76601.72288,5.7934519,14.507478,11.65619,-.0256677,15.93014,1236,.0798695,57.0415,.1433566,.004149,2129.959,.0284241,0
26410,"Dickinson",27124,38,"North Dakota","ND",.2360406,.1829268,.1290323,.1806452,.2642487,.2085427,.1981132,.2666667,.6581921,.80706519,.86432159,.85135138,12.12806,7122.8816,-2.499292,.1329872,.0811928,.0771566,1.219131,85.207848,86.647288,75.348197,83.07962,73.830157,47.41873,.0158678,.0093598,.0191434,.2190036,.23061,.1302595,.08093,.66419,1.2612914,83.62704,.176965,.9806813,.0262353,-.0793565,.022814,.6618877,.0823243,.7847951,.0099174163,.0142678071,6.028665,.6586991,29908.72,89307.26551,5.0795571,18.110334,10.28876,-.0269243,21.38907,1982,-.0603815,64.01925,.1538462,.0029863,1599.642,.019242,3.44
26411,"Sidney",22035,38,"North Dakota","ND",.3521127,.245098,.1395349,.0384615,.3285714,.2828283,.3488372,.28,.61971831,.75490195,.74418604,.92307693,17.42878,7917.9484,-.7121643,.1660933,.0894356,.1001774,-.6767589,75.275622,81.572476,71.751113,63.022603,68.621873,75.021691,.0087188,.0053496,.0071197,.4807816,.24225,.155909,.05407,.66726,1.4210602,65.84071,.0862265,1.606535,.0394462,-.1855178,-.1460702,.6199287,.0419973,1.39776,.0103017926,.0169729975,3.313514,.6366612,30292,70577.07347,6.2914386,14.364992,5.512258,-.0186335,16.32797,1920,-.1845907,55.6295,.1811361,.0039483,2384.618,.0227537,3.44
26412,"Williston",24286,38,"North Dakota","ND",.327381,.2614942,.1764706,.2206897,.2631579,.2215569,.2450331,.2589928,.66666669,.74433655,.77941179,.88489211,10.86526,6818.514,-.2748719,.1217827,.1294485,.1100871,.7821752,82.792332,86.776386,79.273743,78.283971,66.968631,56.954459,.0144765,.0148553,.0124159,.0916694,.24813,.1247643,.07252,.6535,1.3533407,82.78432,.0864696,.8523429,.0234411,-.1782222,-.1042214,.642578,.0327223,1.318753,.0099645887,.0107881084,5.477819,.701956,32277.37,67151.08942,5.0929872,16.132797,9.651943,-.0335456,15.78376,1592,-.0053346,61.42575,.186773,.0054764,1956.641,.019037,3.44
26501,"Brookings",40630,46,"South Dakota","SD",.2126816,.2073991,.1105398,.0807453,.2301255,.2505747,.2348285,.2050473,.69984686,.75753766,.84078211,.87213117,13.5513,7667.0537,.3173296,.1718051,.1104,.108564,.5974497,84.013979,86.823239,71.244727,74.13034,75.703298,63.169334,.0120261,.0173582,.0071327,.1256485,.22611,.1264791,.09071,.67,1.2618693,66.30569,.2633522,.8294364,.0310026,.0776331,.3196119,.7200013,.1958721,1.940192,.0169333005,.0171548117,18.87574,.6398721,30234.07,99924.91716,4.7682928,15.548227,12.9722,-.021681,27.50775,1933,.126678,53.75625,.1508368,.0021905,2273.041,.0294336,0
26502,"Madison",14160,46,"South Dakota","SD",.2333333,.25,.1212121,.125,.2521739,.248062,.3015873,.1875,.60377359,.71559632,.93548387,.89655173,12.55391,7111.618,-.4482167,.1440415,.0944135,.1201798,1.115993,84.301778,89.242424,69.019534,84.991652,70.675818,40.570201,.0220709,.0179427,.023142,.0172597,.22717,.1015783,.09604,.68576,2.2810784,72.51412,.2683616,.7556497,.0324365,-.02095,.2569006,.6700417,.1674393,.8042895,.0139830508,.019279661,12.49157,.6317204,30818.75,86082.74252,4.5471638,17.15045,13.98976,-.0240934,19.55209,1935,-.0156563,54.305,.1386861,.004096,2610.982,.0267547,0
26503,"Sioux Falls",200630,46,"South Dakota","SD",.2725164,.2413232,.1855362,.1119403,.2375402,.2182584,.2200413,.1987985,.65623581,.76576,.82884401,.89271599,11.72141,8222.7489,-.7109316,.1405445,.1019964,.1077445,.8551047,82.374918,88.392731,71.884833,80.976092,72.653319,57.967951,.0758229,.0634576,.0872232,.0823698,.25565,.0796044,.1317,.59942,1.6290626,64.32637,1.215172,1.772915,.0250963,.3133244,.5199132,.7418825,.1190676,3.36842,.0255196132,.0194487365,67.08466,.4391498,36624.38,130142.6226,5.1324525,17.273331,-.6000126,-.0039932,26.11784,5666.39,.0229504,49.384,.1807951,.0067981,1706.508,.0279824,0
26504,"Watertown",40078,46,"South Dakota","SD",.2720798,.2397661,.1693122,.118705,.2606775,.2360775,.2286501,.229927,.62363917,.7535854,.8277778,.8289963,13.6538,8072.2561,.0922898,.162334,.1010816,.1171713,1.082837,87.004044,88.101293,71.077648,83.492276,79.927948,79.275204,.0228267,.0203503,.0231481,.0281612,.25341,.1016826,.0769,.68298,1.7891194,82.55402,.1147762,.9057338,.0371255,.1031958,.3332916,.6927036,.1989567,1.06444,.0122012076,.0147711962,14.43726,.594932,35142.73,94592.66799,4.9196216,17.409456,14.26026,-.0127598,16.58838,1980,.376118,54.8025,.1444786,.0071361,2099.188,.0273652,0
26601,"Milbank",17801,27,"Minnesota","MN",.1769231,.2113821,.0597015,.2142857,.2704918,.2916667,.2153846,.2142857,.59230769,.78048778,.77941179,.78571427,13.28784,7809.8409,-.6553326,.1296171,.1105244,.1097991,.6108602,61.495894,89.326006,77.987883,79.450927,74.848162,43.60252,.0045346,.003297,.0034582,.0702862,.24293,.110785,.06661,.68634,2.3391161,100.4157,.0674119,.6347958,.041788,-.2007094,-.1169976,.5963213,.0783546,.9502606,.0043255997,.0061232515,10.15142,.650214,34360.77,63113.64479,6.0520426,15.600026,11.6849,-.0334526,12.73622,,,56.08175,.1189118,.0046627,5009.675,.0247326,2.5
26602,"Sisseton",20859,46,"South Dakota","SD",.3021583,.2368421,.1414141,.1016949,.2857143,.2593857,.3092783,.2586207,.64591438,.68771929,.81632656,.82456142,19.1316,7518.5433,1.096244,.191163,.1214634,.1081087,.2547287,82.702698,87.37186,75.833477,72.100718,64.228238,66.605946,.0114184,.0163464,.0044774,.2626905,.24637,.1797714,.04579,.61635,2.3311337,83.10082,.1054701,.5848794,.0509087,-.1468014,-.0762258,.5998566,.0994341,.747895,.0081499593,.0092526008,7.029006,.5632037,30613.08,52629.03354,5.0935403,13.904224,4.793709,-.006081,14.61515,,-.1577282,48.64725,.1708626,.0042667,1563.121,.0259678,0
26603,"East Corson",8225,46,"South Dakota","SD",.3428572,.1290323,.2,.1666667,.5285714,.2580645,.4,.4,.61428571,.77419353,.60000002,.66666669,18.59962,7590.3558,-.5390654,.2136865,.063944,.0934074,-3.19511,67.366315,44.262295,39.394844,44.262295,46.875,-123.19,.0135305,.0112905,.0124541,.2337092,.30742,.4012817,.14908,.46465,-.24351506,69.2766,.0607903,1.87234,.0541142,-.0670372,-.0247606,.5462315,.0158103,.5056251,.0092401216,.01556231,2.305824,.504604,17400.51,42377.24498,6.8534026,12.300553,-22.10246,.0992526,11.25083,17000,-.2287557,33.3845,.3439099,.0008511,1539.09,.0171922,0
26604,"Mobridge",7756,46,"South Dakota","SD",.3157895,.2213115,.1666667,.25,.2713178,.2820513,.1904762,.1,.71428573,.72950822,.80952382,.85000002,15.91258,7641.6676,1.625652,.1592043,.1283582,.1419234,-1.010954,47.980793,83.714802,74.410905,68.914991,63.823049,47.99685,.0028564,.0043023,.0025407,.140697,.22195,.1722082,.04955,.66279,2.3785098,83.41929,.0257865,.5157297,.039797,-.1618759,-.0982275,.5931888,.0292786,.4919559,.0048994327,.0061887571,5.372657,.7080196,31321.75,50143.1944,5.0901008,15.511962,19.04026,-.0100166,15.57024,,,51.74825,.188876,.0046416,1702.434,.0266878,0
