gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
"F",78,2014,440991,103515.8,88.37367,88.25057,.5930515,.596999
"F",79,2001,401046,111504.3,86.929,86.88264,.682611,.6730057
"F",79,2002,414043,113549.5,85.95216,85.90833,.7795183,.7675558
"F",79,2003,423249,111497.4,87.21046,87.14843,.7019256,.6944504
"F",79,2004,430733,110138.4,86.49913,86.43723,.7108701,.7040569
"F",79,2005,436422,110327.2,85.87886,85.81735,.7673384,.7585592
"F",79,2006,441544,111909.1,87.75663,87.67035,.6245326,.6218706
"F",79,2007,445940,112763.5,86.92184,86.83352,.7868259,.7801719
"F",79,2008,451209,114510.1,87.93591,87.83636,.595287,.595305
"F",79,2009,461935,115442.1,88.72668,88.62469,.5130031,.5169436
"F",79,2010,461688,112465.9,88.28311,88.188,.6133463,.6141176
"F",79,2011,460028,111482.4,87.76412,87.65439,.6567464,.6565554
"F",79,2012,460570,111309.3,87.9959,87.87772,.6210036,.6241522
"F",79,2013,457997,110903.8,89.88329,89.76835,.4597264,.4667631
"F",79,2014,440983,106215.3,88.91841,88.79009,.5219298,.528433
"F",80,2001,401065,114278.8,84.24152,84.23501,.9042515,.8848115
"F",80,2002,414057,116416.1,86.2459,86.1896,.7388752,.7280799
"F",80,2003,423242,114261.3,86.94127,86.87631,.7327072,.7245627
"F",80,2004,430710,112806.6,87.01521,86.94544,.7352042,.7283933
"F",80,2005,436405,112994.6,86.5025,86.43217,.7794598,.7715113
"F",80,2006,441584,114666.8,86.32865,86.2489,.7565098,.7501689
"F",80,2007,445989,115615.4,87.87921,87.77779,.6545299,.6528256
"F",80,2008,451131,117467.8,87.67245,87.56914,.6550139,.6545864
"F",80,2009,461937,118474.2,88.51582,88.41248,.5864946,.5867175
"F",80,2010,461642,115358,87.52764,87.42964,.6750429,.6756067
"F",80,2011,459980,114407.1,88.44385,88.3255,.5763462,.5823292
"F",80,2012,460665,114279,89.66645,89.55026,.5044935,.5126436
"F",80,2013,457932,113921,89.11466,88.9858,.5127836,.5218005
"F",80,2014,440990,109044.9,87.13985,87.01304,.8001583,.8003098
"F",81,2001,401047,117210.5,86.25349,86.2082,.7786227,.7656593
"F",81,2002,414050,119458.5,86.38149,86.32355,.7834202,.7715661
"F",81,2003,423189,117188.6,86.72363,86.65185,.6987002,.6910025
"F",81,2004,430779,115629.1,86.36582,86.29494,.7641577,.7540731
"F",81,2005,436357,115821.6,86.82489,86.74442,.7556887,.7494874
"F",81,2006,441590,117597.7,86.63882,86.55256,.7899766,.7815384
"F",81,2007,445984,118659.9,87.26564,87.16521,.7427264,.7374612
"F",81,2008,451200,120625.5,88.31039,88.20157,.623438,.625233
"F",81,2009,461886,121716.2,88.62859,88.51797,.5487435,.5533578
"F",81,2010,461684,118453.9,88.51045,88.4044,.5860234,.5888056
"F",81,2011,459959,117501.6,88.79848,88.68117,.5991322,.6049091
"F",81,2012,460585,117424.2,88.35284,88.22111,.6172794,.62174
"F",81,2013,458018,117117.5,88.96632,88.83306,.5889253,.5961645
"F",81,2014,440973,112030.4,88.33366,88.19876,.667745,.6744201
"F",82,2001,401077,120339.3,87.01913,86.95688,.6912724,.6822446
"F",82,2002,414055,122699.6,86.93651,86.86912,.7072424,.6990416
"F",82,2003,423223,120296.3,85.58919,85.53001,.8228849,.8102815
"F",82,2004,430686,118632,86.67196,86.59402,.7566164,.7495318
"F",82,2005,436474,118843.8,88.46404,88.37222,.5948333,.5951505
"F",82,2006,441570,120735.8,86.62141,86.52843,.7421347,.7397852
"F",82,2007,445964,121919.4,87.58077,87.47073,.6694592,.6670629
"F",82,2008,451132,124009.6,87.81997,87.70602,.6597317,.6601208
"F",82,2009,461976,125194.6,86.6451,86.53554,.7506116,.7474995
"F",82,2010,461680,121772.4,87.6318,87.52347,.7082915,.7096316
"F",82,2011,460037,120787.3,89.13167,89.00998,.5268333,.5321959
"F",82,2012,460655,120767.2,89.42417,89.29585,.5354393,.5418841
"F",82,2013,457992,120520.4,89.72769,89.59875,.4964044,.5053828
"F",82,2014,440991,115199.5,88.99119,88.85241,.5694055,.5782007
"F",83,2001,401081,123686.3,84.53387,84.50305,.85891,.8394666
"F",83,2002,414061,126167.8,86.29219,86.2218,.7568062,.749123
"F",83,2003,423264,123613.5,85.74088,85.6769,.8566537,.8459914
"F",83,2004,430787,121849.8,86.52821,86.44547,.7643852,.7581836
"F",83,2005,436431,122093.8,85.85981,85.77537,.7880028,.7783065
"F",83,2006,441568,124103.4,87.45752,87.3556,.7165814,.714236
"F",83,2007,446032,125428.3,87.5605,87.44617,.7139828,.7147734
"F",83,2008,451149,127640.7,87.88178,87.7628,.6918783,.6916832
"F",83,2009,462018,128936.9,89.14755,89.02911,.4670558,.4713888
"F",83,2010,461632,125339.3,87.51816,87.40282,.7023035,.7052643
"F",83,2011,460007,124294.7,88.62762,88.49862,.6199393,.6258186
"F",83,2012,460595,124344.9,88.92593,88.78519,.5312966,.5400516
"F",83,2013,457994,124180.9,88.03517,87.89248,.7287387,.7343847
"F",83,2014,441030,118586,89.57707,89.43489,.4630429,.4744303
"F",84,2001,401089,127283.4,85.55018,85.49448,.8185454,.8061472
"F",84,2002,414043,129914.2,87.07383,86.9949,.7489873,.742079
"F",84,2003,423249,127190.5,86.9688,86.87937,.7414593,.7364951
"F",84,2004,430771,125310.7,87.80016,87.70741,.6997687,.7006528
"F",84,2005,436456,125592.8,87.73996,87.63484,.6415349,.6412337
"F",84,2006,441551,127739.5,87.2624,87.15072,.6987159,.6992129
"F",84,2007,445966,129214.8,87.8157,87.69254,.6779726,.6785645
"F",84,2008,451161,131565.7,88.04066,87.91594,.6933175,.6993526
"F",84,2009,462016,132983.8,87.96248,87.83456,.6405869,.64274
"F",84,2010,461725,129184.9,87.98857,87.86321,.6317541,.6351568
"F",84,2011,460064,128063.3,88.86103,88.72488,.5693451,.5783898
"F",84,2012,460684,128193.6,89.4626,89.32287,.515518,.525147
"F",84,2013,458028,128151.7,87.75262,87.59477,.7067642,.712728
"F",84,2014,441031,122223.1,88.45126,88.2951,.6107718,.6215343
"F",85,2001,401134,131182.8,84.91634,84.86115,.852082,.8402057
"F",85,2002,414037,133970.6,87.26077,87.17261,.7291558,.7227576
"F",85,2003,423295,131052.3,86.08681,85.99413,.759386,.7544125
"F",85,2004,430718,129062.5,86.71751,86.61911,.8023577,.795642
"F",85,2005,436442,129378.5,87.08706,86.97847,.7266339,.7251717
"F",85,2006,441648,131681.1,86.8681,86.75353,.7312937,.7289752
"F",85,2007,445989,133312.5,87.74158,87.60847,.6652241,.6687439
"F",85,2008,451240,135832.3,88.99675,88.87038,.6277876,.6373777
"F",85,2009,461996,137501.3,88.70065,88.56969,.5988961,.6070467
"F",85,2010,461671,133520.1,89.55687,89.43227,.4831007,.4922609
"F",85,2011,460053,132160.5,87.66014,87.50931,.7486224,.7519507
"F",85,2012,460645,132392.9,88.6932,88.54038,.6550205,.6664174
"F",85,2013,458025,132442.7,88.93116,88.77098,.5760263,.5873237
"F",85,2014,441039,126174.2,88.99279,88.83479,.6167259,.6327422
"F",86,2001,401113,135437.2,86.64155,86.56022,.7786404,.768403
"F",86,2002,414068,138410.5,86.2289,86.14223,.8059143,.7994482
"F",86,2003,423238,135255.7,86.04726,85.94691,.7670295,.7609219
"F",86,2004,430754,133145.5,88.43607,88.32707,.6223628,.6266256
"F",86,2005,436468,133502.8,86.77957,86.66752,.7602662,.7579249
"F",86,2006,441620,135974.4,87.49709,87.37141,.7216672,.723806
"F",86,2007,446009,137801.1,89.14922,89.01941,.568583,.5764018
"F",86,2008,451199,140617.1,87.80617,87.66071,.686219,.6932221
"F",86,2009,461946,142460,88.62108,88.48406,.64191,.6494593
"F",86,2010,461746,138176.6,88.1192,87.98111,.6797941,.6845803
"F",86,2011,460005,136643.1,89.21331,89.06405,.5449604,.5572997
"F",86,2012,460657,136947.8,89.24358,89.0871,.5639786,.5747369
"F",86,2013,458105,137113.9,89.04729,88.8824,.5847369,.5977336
"F",86,2014,441026,130440.4,90.08692,89.93575,.4508159,.4663942
"F",87,2001,401125,140115.9,85.65157,85.57253,.8308488,.8216129
"F",87,2002,414096,143306.2,88.35343,88.25137,.6121213,.6132218
"F",87,2003,423279,139870.6,86.74571,86.64157,.7923324,.7833241
"F",87,2004,430789,137622.7,87.09178,86.97733,.7166157,.7168341
"F",87,2005,436504,138030.7,86.54707,86.43134,.8100823,.8040944
"F",87,2006,441614,140698.9,87.65665,87.52744,.7011619,.7066488
"F",87,2007,445991,142776.3,87.42716,87.28276,.7328603,.7374046
"F",87,2008,451227,145953.8,88.92017,88.78002,.5786892,.5855225
"F",87,2009,461984,147851.1,88.35317,88.20609,.6120827,.6199855
"F",87,2010,461732,143233.9,89.05692,88.9153,.5342993,.5425363
"F",87,2011,460022,141521.2,89.40006,89.24908,.5790143,.5904474
"F",87,2012,460696,141941.5,89.69473,89.54236,.5438018,.5587717
"F",87,2013,458050,142226,88.65599,88.48342,.6410439,.6549711
"F",87,2014,441018,135094.9,89.42383,89.25789,.5434198,.558035
"F",88,2001,401145,145318.2,86.23489,86.15191,.8092214,.8013372
"F",88,2002,414073,148756.2,85.62174,85.53869,.9260318,.9119505
"F",88,2003,423288,144987.6,86.43712,86.33195,.8246356,.8180465
"F",88,2004,430782,142576.3,87.53899,87.42426,.7267973,.7265002
"F",88,2005,436470,143039.9,87.582,87.46185,.7600728,.7628472
"F",88,2006,441635,145947.7,87.71072,87.58076,.7055156,.710593
"F",88,2007,446009,148494.4,87.76862,87.62089,.677949,.6849049
"F",88,2008,451202,151782.1,87.95685,87.80806,.7325749,.7403682
"F",88,2009,462022,153845.1,87.32634,87.17596,.7479935,.7530717
"F",88,2010,461751,148821.6,89.56318,89.42548,.5071442,.5189765
"F",88,2011,460052,146900,88.58765,88.42354,.6175921,.6249586
"F",88,2012,460693,147482.1,89.28671,89.12431,.5860959,.5986589
"F",88,2013,458092,147905,88.34644,88.16647,.6743512,.6856101
"F",88,2014,441049,140233.5,89.15892,88.98847,.5903765,.604066
"F",89,2001,401176,151171,87.39073,87.29985,.7300763,.7285271
"F",89,2002,414089,154907.3,86.37217,86.27595,.7995418,.7946172
"F",89,2003,423283,150733.8,87.14036,87.02768,.7257534,.7219499
"F",89,2004,430782,148119.8,88.55397,88.4388,.6649026,.6685314
"F",89,2005,436480,148631.1,88.61037,88.49241,.6942868,.6991355
"F",89,2006,441620,152018.1,88.03033,87.90089,.7061843,.7103943
"F",89,2007,446033,154816.4,88.85366,88.7143,.6339574,.6442984
"F",89,2008,451215,158324.6,87.96227,87.81334,.7370645,.7432711
"F",89,2009,462030,160566.8,87.39654,87.24637,.7720708,.7756612
"F",89,2010,461763,155055,88.68253,88.5349,.6065512,.6165973
"F",89,2011,460064,152909.1,88.8701,88.70876,.6059918,.6151173
"F",89,2012,460718,153661,88.28569,88.11372,.7375743,.7481363
"F",89,2013,458100,154196.3,89.50047,89.3382,.5714811,.5887889
"F",89,2014,441034,145969.9,90.31766,90.1682,.4742277,.4927255
"F",90,2001,401123,157870.4,86.6827,86.59638,.7715539,.766582
"F",90,2002,414093,161949.4,86.46801,86.37445,.8316395,.8240566
"F",90,2003,423327,157266.5,86.5097,86.40687,.8409215,.8349321
"F",90,2004,430748,154449.2,87.50771,87.39415,.7602606,.7597558
"F",90,2005,436474,155189.3,87.95739,87.83791,.7066878,.7080052
"F",90,2006,441667,158846.7,87.74831,87.61831,.730958,.7328916
"F",90,2007,446034,161979.5,87.08598,86.94294,.7851609,.7870848
"F",90,2008,451238,165804.5,88.43366,88.28423,.6367588,.6474563
"F",90,2009,462027,168227.6,88.08438,87.9341,.6952646,.7029341
"F",90,2010,461754,162102.7,88.56146,88.41492,.6212656,.6315974
"F",90,2011,460080,159614.5,88.13899,87.97175,.7044183,.7165276
"F",90,2012,460701,160558.3,87.84672,87.66923,.7526515,.7632001
"F",90,2013,458085,161288.7,88.72736,88.54847,.6063989,.6195963
"F",90,2014,441069,152359.1,89.16394,88.98916,.5491628,.5682206
"F",91,2001,401132,165644.4,87.0745,86.98837,.7819297,.775877
"F",91,2002,414112,170152.2,86.67953,86.58787,.8354445,.830855
"F",91,2003,423327,164826.1,87.60977,87.50201,.7100162,.708384
"F",91,2004,430798,161975.9,86.62515,86.51641,.803987,.8005003
"F",91,2005,436491,162791,87.25984,87.14178,.7819465,.781161
"F",91,2006,441645,166676.5,88.93269,88.81044,.6506262,.6566744
"F",91,2007,446053,170298.9,89.21983,89.0884,.6386021,.6499161
"F",91,2008,451267,174569.2,88.31791,88.1712,.6576242,.6629438
"F",91,2009,462036,177370.5,89.48767,89.3503,.5262349,.5360832
"F",91,2010,461737,170442.8,89.75571,89.62363,.5073904,.5221241
"F",91,2011,460121,167235,89.01168,88.85455,.6140459,.6261585
"F",91,2012,460726,168437.9,89.83859,89.68631,.5433256,.5586056
"F",91,2013,458136,169385,89.45026,89.28651,.5905185,.605271
"F",91,2014,441091,159590.4,88.45321,88.27687,.7339454,.7491598
"F",92,2001,401162,174889,87.49692,87.41449,.7370122,.7340295
"F",92,2002,414162,179997.8,86.34602,86.26029,.8601998,.8510694
"F",92,2003,423322,173776.5,87.73621,87.63126,.6812469,.6812894
"F",92,2004,430794,170632.8,89.21115,89.10684,.5981508,.6035042
"F",92,2005,436490,171492,87.20232,87.0881,.770316,.7725809
"F",92,2006,441674,175889.4,87.47694,87.35445,.7931409,.7976608
"F",92,2007,446046,180233.6,88.64256,88.5038,.5909772,.5996352
"F",92,2008,451242,185062.1,88.65353,88.51295,.6601369,.6686302
"F",92,2009,462066,187975.1,89.18523,89.04773,.5892353,.6013554
"F",92,2010,461798,180001.8,88.8316,88.69528,.6801391,.6935977
"F",92,2011,460086,176136.7,89.23627,89.08528,.6409233,.6556703
"F",92,2012,460730,177663.1,89.66121,89.50676,.5458308,.5585835
"F",92,2013,458106,178909.2,90.2769,90.13241,.4844337,.5001361
"F",92,2014,441118,167936.9,89.88614,89.73438,.5656252,.5823057
"F",93,2001,401147,186218.8,87.90876,87.83129,.7067277,.7024675
"F",93,2002,414111,192015.2,85.99353,85.92254,.9381184,.9227304
"F",93,2003,423323,184631.5,87.30246,87.20909,.8038011,.8024922
"F",93,2004,430848,180985.6,87.66282,87.56162,.7147856,.7144779
"F",93,2005,436517,181945.4,87.2889,87.18268,.7783495,.7762014
"F",93,2006,441652,187155.1,87.92545,87.81583,.8070966,.8111653
"F",93,2007,446075,192377.8,89.16054,89.03686,.6011881,.6124671
"F",93,2008,451255,197529.1,88.86448,88.73308,.6323032,.6425607
"F",93,2009,462017,200797.7,89.09735,88.96817,.6184644,.6312325
"F",93,2010,461761,191423.5,89.02744,88.89727,.5995871,.6088164
"F",93,2011,460079,186712.9,88.70957,88.56212,.6971285,.7102918
"F",93,2012,460754,188731.5,89.36566,89.21513,.619359,.6356229
"F",93,2013,458135,190303.9,90.4317,90.2936,.4567683,.472245
"F",93,2014,441105,177875.6,89.80581,89.66,.5909395,.6065869
"F",94,2001,401192,200570.8,86.39105,86.33496,.8545945,.8437885
"F",94,2002,414161,207132.3,87.30367,87.23333,.8009178,.7941005
"F",94,2003,423328,198156.3,87.45009,87.36658,.7513365,.7501858
"F",94,2004,430845,193771.3,88.35604,88.26732,.6851892,.6847025
"F",94,2005,436527,194825.9,87.89555,87.8019,.7356438,.7392918
"F",94,2006,441669,201209.6,87.87034,87.76938,.7532651,.7572562
"F",94,2007,446055,207253.9,89.55187,89.44328,.6009241,.6091452
"F",94,2008,451261,213158.8,88.74596,88.62438,.6611807,.6677086
"F",94,2009,462054,216898.2,88.26049,88.13588,.6873793,.6969703
"F",94,2010,461808,205554.8,89.24457,89.12776,.6519108,.6653175
"F",94,2011,460128,199708.6,89.46954,89.33813,.6079745,.6224687
"F",94,2012,460749,202387.8,89.49951,89.36174,.5957324,.6099468
"F",94,2013,458136,204374,89.50806,89.3653,.6018752,.6155591
"F",94,2014,441071,189945.9,89.93504,89.80183,.6248091,.6401045
"F",95,2001,401171,219231.8,86.47381,86.43401,.8167705,.8068767
"F",95,2002,414134,226885.1,87.70441,87.64249,.7458091,.7443732
"F",95,2003,423320,215636.4,88.52684,88.45332,.6629931,.6647972
"F",95,2004,430858,210206.4,86.6597,86.59663,.8702863,.8640532
"F",95,2005,436517,211357.1,87.94154,87.86431,.7474461,.7476376
"F",95,2006,441695,219164.6,89.19749,89.11013,.6455407,.6521316
"F",95,2007,446071,226696.8,89.29381,89.19079,.596888,.604335
"F",95,2008,451314,233685.7,89.32281,89.21783,.633662,.6409053
"F",95,2009,462048,238087.3,88.8713,88.7633,.6372839,.6401215
"F",95,2010,461811,223832.3,89.97959,89.87856,.5294524,.5411364
"F",95,2011,460133,216345.2,89.50623,89.38689,.5909477,.6043255
"F",95,2012,460754,219914.5,89.61042,89.48648,.6112192,.623804
"F",95,2013,458164,222469.4,90.49741,90.37951,.4971885,.5114091
"F",95,2014,441122,205157.5,90.3814,90.26347,.5092858,.5245754
"F",96,2001,401221,244836.2,88.01646,87.98043,.7498552,.7408071
"F",96,2002,414148,254092.9,86.88791,86.8513,.8038356,.7937295
"F",96,2003,423356,239528.9,86.95935,86.91502,.7994356,.7903041
"F",96,2004,430845,232507.9,87.71384,87.66024,.7418891,.7387391
"F",96,2005,436578,233847,88.17683,88.11292,.7080328,.7057489
"F",96,2006,441669,243777.8,88.38536,88.31551,.7169111,.7205755
"F",96,2007,446038,253648.3,89.67929,89.59612,.5954984,.5998417
"F",96,2008,451256,262254.1,89.7514,89.66103,.5439707,.5495952
"F",96,2009,462077,267636.8,89.77441,89.68821,.5857203,.5941485
"F",96,2010,461813,248983.3,89.29494,89.20605,.5944374,.6014385
"F",96,2011,460177,238764.4,89.32915,89.2274,.6403078,.6510985
"F",96,2012,460769,243685.5,89.45313,89.34675,.6373101,.6451569
"F",96,2013,458144,247066.2,90.01543,89.90582,.5409918,.5499325
"F",96,2014,441115,225452.1,89.49942,89.39049,.6344376,.6438455
"F",97,2001,401205,282785.4,87.46616,87.45142,.7751753,.7657401
"F",97,2002,414123,294704.1,88.06453,88.03637,.7464902,.7367918
"F",97,2003,423318,274788.4,87.11056,87.08682,.8095734,.8017464
"F",97,2004,430860,265337.6,88.77125,88.72791,.6726009,.6687302
"F",97,2005,436531,267070.5,87.68508,87.64816,.7911,.7854948
"F",97,2006,441708,280618,88.46782,88.41675,.7098688,.708814
"F",97,2007,446105,294532.9,90.06709,89.99875,.5090932,.5121125
"F",97,2008,451300,305816.1,89.71325,89.63939,.5712408,.5765079
"F",97,2009,462069,312673.5,89.74477,89.6729,.5508388,.5539605
"F",97,2010,461829,286664.6,88.76313,88.69625,.7323853,.73454
"F",97,2011,460145,271654.1,89.10581,89.01812,.6362786,.6412689
"F",97,2012,460744,278810,89.95393,89.86452,.5776589,.5857005
"F",97,2013,458176,283544.7,89.69341,89.60352,.6575759,.6649652
"F",97,2014,441157,254649.9,90.39184,90.30528,.5628335,.5754146
"F",98,2001,401175,346892,88.55373,88.54367,.6844352,.6764858
"F",98,2002,414148,363583.7,85.26153,85.30781,.9988267,.9746488
"F",98,2003,423318,333874.7,87.7361,87.72485,.7616935,.755605
"F",98,2004,430899,320059.5,88.95865,88.9283,.6751089,.6712459
"F",98,2005,436546,323099.9,88.47103,88.4497,.7676623,.7585536
"F",98,2006,441685,343517.5,88.15799,88.12479,.7213289,.7212387
"F",98,2007,446064,365073.1,88.94111,88.89565,.7011577,.6951983
"F",98,2008,451301,381212.5,89.64027,89.58457,.6004605,.6002026
"F",98,2009,462068,390502.4,89.68304,89.62518,.5340481,.5359964
"F",98,2010,461839,351207.7,88.2495,88.20658,.763023,.7603874
"F",98,2011,460116,327340.9,89.45183,89.38536,.6532457,.6562825
"F",98,2012,460695,338382.1,89.49241,89.4221,.654556,.6582564
"F",98,2013,458187,345120.5,90.09292,90.02035,.5588642,.5671577
"F",98,2014,441169,302700.3,89.68462,89.61121,.6278744,.6334764
"F",99,2001,401211,484766.4,86.62157,86.66371,.8894171,.8705781
"F",99,2002,414165,514194.5,86.12549,86.16786,.8987199,.8795706
"F",99,2003,423305,459700.2,88.299,88.29453,.7228799,.712837
"F",99,2004,430840,436200.9,88.07339,88.0778,.8320457,.8223544
"F",99,2005,436575,442894,88.9017,88.88386,.6908897,.6865059
"F",99,2006,441689,480113.1,89.03671,89.01374,.663182,.6609446
"F",99,2007,446124,518697.8,89.15224,89.1213,.6807394,.6778549
"F",99,2008,451260,546453.3,89.21812,89.1834,.6947778,.6918355
"F",99,2009,462068,560646.5,89.83649,89.79748,.5693517,.5693271
"F",99,2010,461854,490027.7,89.70295,89.66335,.5798703,.5797661
"F",99,2011,460165,445873.9,90.3188,90.26619,.5248969,.5288575
"F",99,2012,460797,465974.9,90.64137,90.58086,.4761403,.4824833
"F",99,2013,458126,474994,90.24047,90.18142,.5331356,.53939
"F",99,2014,441177,402148.6,90.05182,89.99831,.656325,.6621472
"F",100,2001,401187,1893832,88.36139,88.38345,.6777309,.6681049
"F",100,2002,414160,2165487,87.08062,87.12323,.8067963,.7903742
"F",100,2003,423370,1640470,89.01147,89.01658,.6561053,.648393
"F",100,2004,430884,1509276,89.20248,89.2052,.6378494,.6306325
"F",100,2005,436565,2435930,89.12598,89.12608,.6639627,.657599
"F",100,2006,441736,1819987,88.79359,88.795,.7005795,.6964826
"F",100,2007,446131,2058546,89.17577,89.16605,.7207353,.7168214
"F",100,2008,451339,2329476,89.66409,89.64415,.6315221,.6267823
"F",100,2009,462127,2343811,90.91462,90.87743,.4066308,.4085929
"F",100,2010,461834,1854144,89.88937,89.8683,.5987795,.5979522
"F",100,2011,460228,1531628,90.19326,90.1637,.6009388,.6013693
"F",100,2012,460809,1747049,90.98211,90.93932,.4683757,.4706712
"F",100,2013,458182,1718311,90.51132,90.4685,.5163181,.5186879
"F",100,2014,441167,1114030,91.1207,91.07648,.4556781,.4598728
